N	4gram	Vygotskiy_	Istorich
1	в то время как	4	13
2	не что иное как	2	11
3	в тех случаях когда	1	10
4	так же как и	2	9
5	но вместе с тем	3	8
6	совершенно так же как	1	8
7	образом мы видим что	1	7
8	начинается с того что	2	7
9	таким образом мы видим	1	7
10	с этой точки зрения	7	6
11	и вместе с тем	1	5
12	это приводит нас к	1	5
13	есть не что иное	2	5
14	мы знаем что в	1	4
15	состоит в том что	7	4
16	то же самое что	2	4
17	в тот момент когда	4	4
18	мы до сих пор	1	4
19	это происходит потому что	1	4
20	в этом случае мы	1	3
21	один и тот же	5	3
22	с одной стороны и	2	3
23	внимание на то что	1	3
24	только в связи с	1	3
25	но мы знаем что	1	3
26	бы то ни было	1	3
27	на одной и той	1	2
28	в том что он	3	2
29	это означало бы что	1	2
30	одной и той же	3	2
31	что для того чтобы	1	2
32	одно и то же	1	2
33	мы видим что в	1	2
34	в прямом смысле этого	1	2
35	ответ на этот вопрос	2	2
36	есть одно и то	1	2
37	что уже очень рано	1	2
38	это не значит что	1	2
39	прямом смысле этого слова	1	2
40	видим таким образом что	1	2
41	в том числе и	2	2
42	мы знаем что это	1	2
43	мы видим таким образом	1	2
44	и уже по одному	1	1
45	отличаются друг от друга	1	1
46	до сих пор рассматривали	1	1
47	он не представляет себе	1	1
48	вопрос о том что	1	1
49	когда он говорит что	1	1
50	сводится к тому чтобы	1	1
51	на вопрос о том	3	1
52	вместе с тем мы	1	1
53	на этот вопрос так	1	1
54	в том что в	2	1
55	друг с другом что	1	1
56	надо сказать что в	1	1
57	смысле этого слова а	1	1
58	как это мы видим	1	1
59	потому что он был	1	1
60	в связи с этим	1	1
61	этот вопрос можно дать	1	1
62	на этот вопрос можно	1	1
63	заключается в том что	10	1
64	к тому же кругу	1	1
65	у нас до сих	1	1
66	чем перейти к этому	1	1
67	мы будем иметь случай	1	1
68	несмотря на то что	2	1
69	мы уже говорили выше	2	1
70	только по отношению к	1	1
71	показывает что в этом	1	1
72	не имеют ничего общего	2	1
73	это один и тот	1	1
74	совершенно то же что	1	1
75	это мы видим в	1	1
76	в том смысле что	1	1
77	одни и те же	1	1
78	не только по отношению	1	1
79	которые не могут быть	1	1
80	но и то что	1	1
81	и в какой степени	1	1
82	является то что они	1	1
83	частный случай более общего	1	1
84	на все эти вопросы	1	1
85	что они имеют в	1	1
86	ответить на этот вопрос	1	1
87	но в этом случае	2	1
88	не говоря уже о	1	1
89	ответить на вопрос почему	1	1
90	с другой стороны мы	1	1
91	указанием на то что	1	1
92	на вопрос почему в	1	1
93	вопрос можно дать только	1	1
94	только в том что	2	1
95	чтобы ответить на этот	1	1
96	уже по одному этому	3	1
97	нас до сих пор	1	1
98	имеют ничего общего с	2	1
99	мы имеем дело с	1	1
100	состоят в том что	1	1
101	но этим дело не	1	1
102	по одному этому мы	1	1
103	вопрос о том не	1	1
104	мы видели также как	1	1
105	не подлежит никакому сомнению	1	1
106	являются с одной стороны	1	1
107	сказывается в том что	1	1
108	на нее что он	1	1
109	подобно тому как в	3	1
110	и тем более не	1	1
