N	4gram	Voloshinov	KulturaY
1	в то же время	1	6
2	в зависимости от того	1	4
3	уже не может быть	1	2
4	один и тот же	1	2
5	в самом деле в	1	2
6	одним и тем же	1	2
7	ни в коем случае	1	1
8	в коем случае нельзя	1	1
9	все более и более	1	1
10	одно и то же	2	1
11	он имеет в виду	1	1
12	и с другой стороны	1	1
13	дело в том что	4	1
14	и не может быть	1	1
15	позицию по отношению к	1	1
16	в то время как	1	1
17	в плоть и кровь	1	1
18	по отношению к которому	1	1
19	конечно не может быть	1	1
20	сама по себе не	1	1
21	которая находит свое выражение	1	1
22	в строгой зависимости от	1	1
23	но для этого нам	1	1
24	мы имеем в виду	1	1
25	еще раз подчеркнуть что	1	1
26	бы то ни было	3	1
27	если бы не было	1	1
28	что мы имеем в	1	1
29	какой бы то ни	1	1
30	зависимости от того кто	1	1
31	имеем в виду не	1	1
32	с первого же взгляда	1	1
33	находит свое выражение в	1	1
