N	2gram	Bakhtin_Fr	Freidism
1	таким образом	34	34
2	и не	13	34
3	точки зрения	6	31
4	не может	4	30
5	в этом	21	28
6	может быть	5	28
7	и в	73	28
8	прежде всего	18	26
9	в его	18	25
10	и его	18	22
11	с помощью	11	20
12	мы можем	1	20
13	как бы	15	19
14	как мы	19	18
15	то что	12	17
16	вовсе не	11	16
17	с точки	4	15
18	точка зрения	2	15
19	все эти	24	15
20	так как	9	15
21	с ним	6	14
22	в своей	4	14
23	так и	13	14
24	самом деле	4	14
25	и все	19	13
26	как и	19	13
27	по отношению	3	13
28	но в	12	13
29	во всех	13	13
30	в самом	9	12
31	то же	16	12
32	ни в	7	12
33	что он	8	12
34	том что	8	12
35	для него	7	12
36	все это	19	12
37	и потому	6	12
38	и наконец	6	12
39	мы видели	7	12
40	только в	7	11
41	сказать что	4	11
42	отношению к	3	11
43	его в	3	11
44	все что	5	10
45	один из	5	10
46	не только	11	10
47	и с	17	10
48	но и	15	10
49	конечно не	2	10
50	что же	1	10
51	тот же	3	10
52	никогда не	6	10
53	в том	13	10
54	мы уже	25	10
55	он не	4	10
56	все те	2	10
57	за пределы	1	10
58	не в	12	10
59	и на	12	9
60	те же	3	9
61	уже не	2	9
62	во всяком	2	9
63	мы не	2	9
64	с его	5	9
65	к этому	5	9
66	к нему	7	9
67	в чем	3	9
68	а не	2	9
69	и др	12	9
70	при этом	5	8
71	все же	2	8
72	еще не	3	8
73	с этим	4	8
74	было бы	5	8
75	и вот	3	8
76	знаем что	1	8
77	а в	10	8
78	по мнению	1	8
79	на этом	6	8
80	в ней	10	8
81	оно и	3	8
82	всяком случае	1	8
83	что в	14	7
84	и к	6	7
85	не могут	3	7
86	связь с	2	7
87	в жизни	1	7
88	роль в	4	7
89	так сказать	5	7
90	его жизни	1	7
91	в каком	1	7
92	если мы	2	7
93	до конца	5	7
94	что все	3	7
95	и для	8	7
96	из них	6	7
97	того что	5	7
98	не является	1	7
99	но не	1	7
100	об этом	2	7
101	и у	7	7
102	чувств и	1	7
103	с самого	2	7
104	в нем	18	7
105	в этой	18	7
106	отношение к	3	7
107	в себе	16	7
108	жизни и	6	7
109	и прежде	2	7
110	в то	14	7
111	и ее	2	7
112	более того	3	7
113	в человеке	2	6
114	учение о	2	6
115	одно из	2	6
116	если он	1	6
117	в корне	1	6
118	к тому	2	6
119	в основе	3	6
120	в свою	3	6
121	же время	12	6
122	из этих	1	6
123	мы имеем	2	6
124	как раз	3	6
125	во время	12	6
126	на самом	2	6
127	здесь в	9	6
128	чем же	2	6
129	в таком	1	6
130	большинстве случаев	9	6
131	она не	1	6
132	совсем не	3	6
133	и что	5	6
134	в пределах	1	6
135	человека и	3	6
136	и о	2	6
137	для этого	2	6
138	всех этих	2	6
139	которой мы	1	6
140	что это	9	5
141	в более	4	5
142	со всеми	4	5
143	в своих	1	5
144	ее в	1	5
145	конечно и	4	5
146	в процессе	3	5
147	с ними	4	5
148	вместе с	9	5
149	в следующей	7	5
150	на первый	2	5
151	тех же	2	5
152	того чтобы	2	5
153	увидим что	1	5
154	на основании	1	5
155	и до	14	5
156	и те	5	5
157	самого начала	1	5
158	он сам	4	5
159	по поводу	1	5
160	той же	9	5
161	это не	7	5
162	в ее	6	5
163	что и	6	5
164	с их	1	5
165	в которой	3	5
166	между ними	2	5
167	в этих	6	5
168	в себя	3	5
169	и по	4	5
170	таким путем	2	5
171	не было	4	5
172	другими словами	2	5
173	во второй	3	5
174	не знает	4	5
175	как это	2	5
176	далеко не	2	5
177	в большинстве	9	5
178	заключается в	1	5
179	ничего не	4	5
180	в заключение	2	5
181	в период	1	5
182	с которыми	1	4
183	все основные	3	4
184	в последнем	1	4
185	как с	1	4
186	в основном	2	4
187	уже знаем	1	4
188	мысли и	3	4
189	сам по	2	4
190	характер и	2	4
191	борьбы с	1	4
192	в виду	4	4
193	по себе	2	4
194	так называемый	3	4
195	именно в	4	4
196	может стать	2	4
197	связанные с	4	4
198	как в	9	4
199	себя и	1	4
200	этот вопрос	1	4
201	ничего общего	1	4
202	культура и	1	4
203	это и	1	4
204	данном случае	1	4
205	из тех	1	4
206	в данном	3	4
207	в котором	4	4
208	в первый	1	4
209	мы увидим	4	4
210	потому что	9	4
211	не всегда	1	4
212	в этот	1	4
213	и т.п	21	4
214	слова и	2	4
215	и образы	5	4
216	только на	2	4
217	в мир	1	4
218	а только	2	4
219	в истории	3	4
220	так же	11	4
221	отметить что	2	4
222	свою очередь	3	4
223	связанных с	5	4
224	на которые	1	4
225	на него	2	4
226	в своем	13	4
227	нигде не	2	4
228	все время	4	4
229	одна из	7	4
230	только с	2	4
231	но это	3	4
232	едва ли	1	4
233	влияние на	5	4
234	этом отношении	3	4
235	человека в	3	4
236	по ту	1	4
237	у него	13	4
238	мы находим	3	4
239	не существует	1	4
240	последнем счете	1	4
241	я не	3	4
242	по своему	3	4
243	между собой	2	4
244	и вообще	3	4
245	не имеющие	1	4
246	о себе	1	4
247	выражение в	3	4
248	первый план	2	4
249	это как	1	4
250	в таких	2	4
251	в развитии	2	4
252	и может	2	4
253	в другом	4	4
254	ту сторону	1	4
255	болезни и	1	4
256	уже указывали	2	4
257	в узком	1	4
258	в области	3	4
259	его к	3	4
260	с ее	3	4
261	в целом	1	4
262	об его	1	3
263	себе самом	2	3
264	не так	1	3
265	во втором	1	3
266	для всех	3	3
267	до сих	3	3
268	в центре	2	3
269	существенных моментах	1	3
270	и очень	2	3
271	составною частью	1	3
272	часть его	1	3
273	и при	1	3
274	материнского лона	1	3
275	это уже	3	3
276	связанное с	2	3
277	о которой	1	3
278	мы в	2	3
