N	2gram	Vinokur_Vv	Myshleni
1	в том	38	195
2	в этом	35	167
3	то что	19	166
4	и в	35	162
5	том что	30	161
6	таким образом	21	147
7	точки зрения	12	143
8	с помощью	2	131
9	что в	13	119
10	мышления и	1	117
11	не только	26	116
12	того что	12	109
13	так же	3	100
14	и речи	1	96
15	потому что	18	95
16	того чтобы	22	91
17	может быть	30	89
18	с точки	4	89
19	что он	5	86
20	не может	19	81
21	как и	7	79
22	для того	23	78
23	так как	15	78
24	и не	13	78
25	только в	16	75
26	в целом	5	74
27	как мы	11	72
28	речи в	1	70
29	но и	7	70
30	заключается в	4	67
31	в его	12	67
32	сказать что	6	65
33	как бы	7	64
34	вместе с	6	62
35	представляет собой	14	60
36	и что	6	60
37	было бы	7	60
38	в качестве	8	60
39	то же	11	58
40	в отношении	3	55
41	между собой	1	53
42	в силу	3	53
43	что мы	2	53
44	в самом	13	52
45	по сравнению	4	51
46	в сущности	3	51
47	мы должны	2	50
48	к тому	4	49
49	что они	2	48
50	тем что	6	48
51	мы можем	2	48
52	тогда когда	4	47
53	мы не	2	47
54	сравнению с	4	46
55	если бы	3	46
56	по отношению	4	45
57	но не	9	45
58	с другой	8	45
59	с тем	6	43
60	понятий в	1	43
61	же как	3	43
62	тому что	2	42
63	как это	5	42
64	отношению к	4	42
65	в ходе	1	41
66	о том	16	40
67	одной стороны	4	40
68	никогда не	3	39
69	говорит он	2	39
70	с одной	4	39
71	так и	2	39
72	мы видели	3	38
73	в области	4	38
74	и к	3	37
75	вопрос о	10	37
76	если мы	1	37
77	мы видим	1	37
78	не в	10	37
79	в этой	3	37
80	с самого	1	36
81	в своем	3	36
82	все эти	3	36
83	самого начала	1	36
84	как в	3	36
85	а не	5	36
86	и его	6	36
87	того же	3	35
88	можно было	8	35
89	в себе	4	35
90	в которой	1	35
91	и т.д	5	35
92	для себя	1	35
93	связи с	3	34
94	и как	9	34
95	прежде всего	10	33
96	при этом	3	33
97	по себе	11	33
98	именно в	8	32
99	и на	3	32
100	той же	4	32
101	что оно	2	32
102	по своему	5	32
103	же самое	3	32
104	что и	5	32
105	и тем	5	32
106	но в	10	32
107	слова и	1	32
108	все же	9	31
109	из того	2	31
110	и то	7	31
111	мысли и	2	30
112	на то	2	30
113	этом отношении	4	30
114	этого слова	2	29
115	между тем	10	29
116	и развития	2	29
117	могут быть	6	29
118	показывает что	1	29
119	от того	3	29
120	с этим	3	28
121	что с	3	28
122	самом деле	7	28
123	к слову	1	28
124	только что	4	27
125	с этой	5	27
126	в результате	4	27
127	другой стороны	5	27
128	этом случае	6	27
129	в то	6	27
130	и с	2	27
131	в своей	4	27
132	связь между	5	27
133	что все	1	27
134	в их	12	26
135	понятия в	2	26
136	нашего исследования	1	26
137	в собственном	3	26
138	собственном смысле	3	26
139	что это	3	26
140	для него	1	26
141	мысли в	1	26
142	в частности	3	26
143	в чем	4	25
144	что она	3	25
145	еще не	4	25
146	уже в	5	25
147	все это	6	25
148	можно сказать	4	25
149	по мере	4	25
150	мы уже	2	25
151	это не	8	25
152	мы знаем	1	24
153	тот же	1	24
154	понятия и	1	24
155	зависимости от	3	24
156	на этот	6	24
157	того как	3	24
158	в какой	6	24
159	так что	5	24
160	в нем	13	24
161	в слове	3	24
162	как уже	5	24
163	в высшей	1	24
164	этот вопрос	7	23
165	состоит в	2	23
166	бы в	2	23
167	как он	6	23
168	связи между	4	23
169	слова в	1	23
170	во всяком	5	22
171	уже сказано	1	22
172	не могут	6	22
173	смысле этого	9	22
174	в известном	3	22
175	в зависимости	3	22
176	отношения между	1	22
177	между ними	3	21
178	к этому	3	21
179	и ее	4	21
180	на основании	5	21
181	представление о	1	21
182	его в	6	21
183	все время	2	21
184	в свете	1	21
185	и все	1	21
186	не имеет	4	21
187	в истории	9	21
188	ее в	1	21
189	и более	1	21
190	отношений между	3	21
191	отношение к	3	21
192	в пользу	1	20
193	в виду	5	20
194	не менее	9	20
195	в котором	4	20
196	в другом	3	20
197	к которому	1	20
198	из них	4	20
199	из этих	9	20
200	на вопрос	6	20
201	в такой	1	20
202	и других	3	20
203	а в	6	20
204	говорит что	1	20
205	как раз	4	20
206	к выводу	7	20
207	на этом	3	20
208	должно быть	2	20
209	по существу	2	20
210	речь не	1	19
211	в связи	2	19
212	во всех	2	19
213	а с	2	19
214	один из	6	19
215	но если	6	19
216	независимо от	5	19
217	в данном	11	19
218	в той	10	19
219	об отношении	3	19
220	как на	12	19
221	с ним	1	19
222	в себя	1	19
223	из которых	3	19
224	речь в	4	19
225	во всем	2	18
226	к действительности	2	18
227	во всей	1	18
228	одного и	2	18
229	но это	2	18
230	в отличие	4	18
231	отличие от	4	18
232	приходит к	1	18
233	этом смысле	11	18
