N	2gram	Vygotskiy_	Vladivir
1	и в	33	116
2	то что	48	71
3	и не	18	67
4	у него	8	65
5	не только	28	65
6	в этом	43	53
7	в том	44	52
8	том что	41	51
9	что в	33	48
10	но и	14	47
11	в конце	3	41
12	в его	15	40
13	и с	7	39
14	и даже	3	36
15	сказать что	18	36
16	также и	2	36
17	учение о	3	35
18	так что	8	35
19	потому что	40	33
20	что он	40	32
21	еще и	3	32
22	не может	31	31
23	о том	13	30
24	только в	21	30
25	как мы	20	29
26	никогда не	10	29
27	для него	9	29
28	вовсе не	2	27
29	а в	5	27
30	не было	1	26
31	в себе	4	25
32	но в	9	25
33	в то	5	25
34	и то	9	25
35	и его	6	25
36	точки зрения	27	23
37	он не	13	23
38	может быть	15	23
39	что же	2	23
40	кроме того	2	22
41	он был	1	22
42	ни в	1	22
43	так как	20	22
44	в виде	3	22
45	об этом	1	22
46	в своей	5	21
47	вместе с	9	21
48	и что	18	20
49	в своем	11	20
50	для нас	1	20
51	прежде всего	5	20
52	не менее	4	19
53	по поводу	3	19
54	как раз	5	19
55	тем не	1	19
56	таким образом	30	19
57	в течение	1	19
58	так и	8	19
59	и потому	3	19
60	как и	13	18
61	не мог	1	18
62	не в	10	18
63	хотя и	1	18
64	как это	11	18
65	с его	3	18
66	в письме	1	17
67	то это	2	17
68	что и	11	17
69	в этой	8	17
70	едва ли	2	17
71	а не	14	17
72	у нас	4	17
73	все же	5	16
74	к тому	14	16
75	не есть	4	16
76	совсем не	1	16
77	для себя	1	16
78	и все	2	16
79	было бы	18	16
80	того что	34	16
81	в котором	2	16
82	и к	7	15
83	то же	12	15
84	в своих	5	15
85	к этому	7	15
86	несмотря на	3	15
87	в связи	6	15
88	до конца	3	15
89	но это	4	15
90	это было	1	15
91	того же	13	14
92	все эти	9	14
93	раз и	3	14
94	мы уже	4	14
95	и на	11	14
96	уже в	4	14
97	и как	7	14
98	во всем	2	13
99	в результате	9	13
100	с тем	9	13
101	можно сказать	7	13
102	так же	22	13
103	на этот	9	13
104	и от	2	13
105	что это	1	13
106	то время	4	13
107	да и	1	13
108	дело в	1	13
109	жизни и	2	13
110	по себе	8	12
111	только на	3	12
112	и это	3	12
113	и у	1	12
114	и по	5	12
115	в нем	10	12
116	то в	7	12
117	если не	3	12
118	всяком случае	2	12
119	ничего не	6	12
120	во всяком	4	12
121	есть только	1	12
122	связи с	9	12
123	учения о	2	12
124	при этом	9	11
125	но что	6	11
126	более или	1	11
127	в данном	4	11
128	хотя бы	5	11
129	тому же	3	11
130	в которой	8	11
131	я не	6	11
132	на то	6	11
133	он уже	1	11
134	и здесь	2	11
135	в основном	2	11
136	никак не	6	11
137	в отношении	18	11
138	это есть	5	11
139	еще в	3	11
140	все это	2	11
141	то он	1	11
142	или менее	1	11
143	мы должны	13	11
144	и о	1	11
145	конце концов	2	11
146	в самом	10	10
147	даже в	1	10
148	что все	9	10
149	такого рода	1	10
150	с точки	12	10
151	в качестве	13	10
152	что его	2	10
153	можно было	11	10
154	что для	2	10
155	отнюдь не	2	10
156	к нему	4	10
157	с ним	6	10
158	еще не	11	10
159	которую он	1	10
160	в истории	3	10
161	он и	1	10
162	в ней	2	10
