N	2gram	Bakhtin_Pr	Myshleni
1	в том	22	195
2	в этом	24	167
3	то что	14	166
4	и в	83	162
5	том что	9	161
6	в развитии	5	151
7	таким образом	9	147
8	точки зрения	17	143
9	с помощью	4	131
10	что в	5	119
11	не только	14	116
12	того что	1	109
13	в процессе	4	101
14	так же	4	100
15	речи и	3	99
16	потому что	9	95
17	может быть	23	89
18	с точки	13	89
19	что он	6	86
20	не может	18	81
21	как и	13	79
22	для того	1	78
23	так как	12	78
24	и не	41	78
25	только в	10	75
26	в целом	3	74
27	как мы	12	72
28	но и	16	70
29	заключается в	1	67
30	в его	15	67
31	сказать что	12	65
32	как бы	27	64
33	вместе с	5	62
34	и что	3	60
35	было бы	6	60
36	в качестве	1	60
37	то же	10	58
38	в основе	6	58
39	устной речи	2	58
40	в отношении	3	55
41	могли бы	2	54
42	между собой	1	53
43	в силу	1	53
44	что мы	2	53
45	в самом	7	52
46	по сравнению	6	51
47	в сущности	15	51
48	мы должны	4	50
49	к тому	2	49
50	что они	2	48
51	тем что	2	48
52	мы можем	9	48
53	тогда когда	1	47
54	на основе	4	47
55	мы не	7	47
56	сравнению с	6	46
57	если бы	1	46
58	по отношению	6	45
59	но не	9	45
60	с другой	4	45
61	же как	1	43
62	тем самым	2	43
63	тому что	1	42
64	как это	2	42
65	отношению к	5	42
66	не является	1	41
67	о том	3	40
68	по своей	12	40
69	никогда не	10	39
70	так и	9	39
71	мы видели	2	38
72	в области	6	38
73	и к	13	37
74	вопрос о	1	37
75	если мы	5	37
76	мы видим	2	37
77	не в	10	37
78	в этой	3	37
79	с самого	4	36
80	в своем	2	36
81	речи как	2	36
82	все эти	9	36
83	самого начала	5	36
84	как в	10	36
85	а не	19	36
86	и его	13	36
87	того же	5	35
88	с другом	6	35
89	можно было	2	35
90	в себе	10	35
91	в которой	2	35
92	и т.д	5	35
93	друг с	6	35
94	он не	5	35
95	связи с	1	34
96	и как	1	34
97	прежде всего	20	33
98	при этом	6	33
99	по себе	3	33
100	именно в	3	32
101	и на	27	32
102	той же	6	32
103	по своему	6	32
104	же самое	1	32
105	что и	4	32
106	и тем	4	32
107	но в	12	32
108	слова и	5	32
109	развития в	1	31
110	все же	3	31
111	из того	1	31
112	и то	2	31
113	мысли и	2	30
114	на то	2	30
115	этом отношении	1	30
116	этого слова	3	29
117	между тем	2	29
118	могут быть	5	29
119	показывает что	1	29
120	с этим	3	28
121	что с	1	28
122	к слову	3	28
123	с этой	1	27
124	в результате	2	27
125	другой стороны	3	27
126	этом случае	1	27
127	в то	8	27
128	и с	10	27
129	в своей	5	27
130	что все	3	27
131	перед нами	17	27
132	в их	7	26
133	в собственном	3	26
134	собственном смысле	3	26
135	что это	2	26
136	для него	1	26
137	в частности	1	26
138	в чем	1	25
139	что она	2	25
140	еще не	10	25
141	уже в	3	25
142	все это	11	25
143	можно сказать	12	25
144	по мере	3	25
145	своего развития	3	25
146	мы уже	9	25
147	это не	10	25
148	в смысле	2	24
149	тот же	2	24
150	понятия и	1	24
151	зависимости от	3	24
152	целый ряд	1	24
153	в сфере	1	24
154	на этот	1	24
155	того как	4	24
156	мы пытались	1	24
157	так что	1	24
158	что эта	1	24
159	в нем	21	24
160	в слове	2	24
161	как уже	1	24
162	в высшей	1	24
163	друг друга	7	23
164	этот вопрос	3	23
165	состоит в	1	23
166	бы в	2	23
167	отношение между	1	23
168	ни в	4	23
169	как он	4	23
170	слова в	3	23
171	во всяком	2	22
172	не могут	4	22
173	о развитии	1	22
174	смысле этого	3	22
175	столь же	1	22
176	и мышления	2	22
177	в зависимости	3	22
178	высшей степени	1	22
179	между ними	14	21
180	к этому	5	21
181	и следовательно	1	21
182	и ее	8	21
183	представление о	3	21
184	его в	4	21
185	все время	2	21
186	в свете	1	21
187	показать что	1	21
188	там где	3	21
189	и все	14	21
190	не имеет	1	21
191	в истории	4	21
192	в сознании	2	21
193	ее в	4	21
194	и более	3	21
195	отношений между	2	21
196	отношение к	14	21
197	в виду	3	20
198	не менее	4	20
199	в котором	8	20
200	в другом	1	20
201	из них	7	20
202	время как	1	20
203	речь и	1	20
204	из этих	3	20
205	в такой	1	20
206	и других	12	20
207	а в	4	20
208	как раз	6	20
209	на этом	4	20
210	истории развития	1	20
211	должно быть	4	20
212	речи не	1	20
213	по существу	7	20
214	речь для	1	20
215	их развития	1	20
216	и их	6	20
217	но мы	1	19
218	в связи	2	19
219	во всех	15	19
220	а с	1	19
221	и по	5	19
222	один из	7	19
223	но если	4	19
224	независимо от	1	19
225	в данном	1	19
226	для других	2	19
