N	4gram	Bakhtin_Pr	Dialekti
1	в то же время	10	14
2	в то время как	2	8
3	ни в каком смысле	1	6
4	и в то же	3	6
5	одной и той же	1	5
6	имеет ничего общего с	1	5
7	не имеет ничего общего	1	5
8	не в том что	1	5
9	того что он есть	1	4
10	с этой точки зрения	1	4
11	ничем не отличается от	1	4
12	и в этом смысле	2	4
13	не потому что она	1	3
14	мы можем сказать что	2	3
15	и есть то что	1	3
16	но в то же	5	3
17	но потому что она	2	2
18	во что бы то	1	2
19	не потому что он	1	2
20	что бы то ни	1	2
21	как более или менее	1	2
22	дело в том что	1	2
23	бы то ни стало	1	2
24	то же время и	1	2
25	так же как и	3	2
26	само по себе не	1	1
27	это было так то	1	1
28	именно в том что	2	1
29	но тем не менее	1	1
30	о себе самом не	1	1
31	в конце концов не	1	1
32	в данном случае в	1	1
33	в том отношении что	1	1
34	о том что все	2	1
35	в своей последней основе	1	1
36	но это не значит	1	1
37	можно было бы дать	1	1
38	можно сказать что в	1	1
39	если бы это было	1	1
40	на самом деле это	1	1
41	а потому что они	1	1
42	заключается в том что	1	1
43	бы то ни было	2	1
44	с точки зрения воли	1	1
45	мы имеем в виду	2	1
46	если бы они были	1	1
47	так всегда и бывает	1	1
48	в каждом из них	2	1
49	положения которые сами по	1	1
50	не потому что они	1	1
51	само по себе достаточно	1	1
52	не только в смысле	1	1
53	и в том что	1	1
54	что в данном случае	1	1
55	в этом смысле она	1	1
56	лишь с точки зрения	1	1
57	и в том и	1	1
58	и не входит в	2	1
59	точка зрения с которой	1	1
60	и не может быть	1	1
61	уже само по себе	1	1
62	с другой стороны эта	1	1
63	а в том что	1	1
64	с точки зрения своей	1	1
65	сама по себе она	1	1
66	оно и не может	1	1
67	можно прямо сказать что	1	1
68	все новые и новые	1	1
69	по самой природе своей	1	1
70	в том что он	4	1
71	бы это было так	1	1
72	и во всяком случае	1	1
73	по себе не имеет	1	1
74	и независимо от того	1	1
75	тут не может быть	1	1
76	которые сами по себе	1	1
77	друг с другом в	2	1
78	в одном месте и	1	1
79	есть с точки зрения	1	1
80	говорить о том что	1	1
81	в зависимости от характера	1	1
82	существу с точки зрения	1	1
83	и в этом отношении	2	1
84	что же это за	1	1
