N	2gram	Vygotskiy_	VerxiiNi
1	и в	38	26
2	таким образом	36	22
3	с тем	18	18
4	в этом	35	15
5	вместе с	18	15
6	точки зрения	27	13
7	как бы	17	12
8	в том	59	11
9	не только	16	10
10	и с	5	10
11	может быть	25	10
12	из этих	5	10
13	что в	31	9
14	так как	19	9
15	связи с	14	9
16	но и	9	9
17	в области	9	9
18	в общем	1	8
19	и у	7	8
20	и не	16	8
21	как на	2	8
22	главным образом	3	8
23	с другой	11	8
24	но не	7	8
25	с одной	8	7
26	но все	4	7
27	в эпоху	1	7
28	связанные с	3	7
29	том что	44	7
30	потому что	14	7
31	одной стороны	8	7
32	а с	4	7
33	то что	27	7
34	но в	4	7
35	из них	5	7
36	к нему	1	7
37	так и	11	6
38	в конце	1	6
39	несмотря на	1	6
40	все это	8	6
41	что и	14	6
42	в отношении	14	6
43	представление о	1	6
44	все эти	9	6
45	все же	11	6
46	к тому	8	6
47	о том	6	6
48	во всяком	10	6
49	и потому	2	6
50	всяком случае	10	6
51	мы должны	15	6
52	и т.д	8	6
53	с точки	11	6
54	в себе	9	6
55	того же	12	6
56	и к	9	5
57	до сих	3	5
58	том числе	3	5
59	в его	22	5
60	к жизни	2	5
61	тому же	6	5
62	более или	3	5
63	в мире	2	5
64	не имеет	3	5
65	с другом	10	5
66	или менее	5	5
67	сих пор	3	5
68	того чтобы	15	5
69	для того	14	5
70	так же	26	5
71	отношение к	1	5
72	одной из	1	5
73	образом в	1	5
74	в силу	9	5
75	друг с	10	5
76	а не	7	5
77	и для	4	5
78	никогда не	11	5
79	в самом	8	4
80	что оно	8	4
81	ничем не	2	4
82	и по	5	4
83	то же	18	4
84	из которых	6	4
85	только в	16	4
86	в этих	4	4
87	должен был	2	4
88	с другими	3	4
89	целый ряд	4	4
90	что он	13	4
91	и вместе	2	4
92	в которых	3	4
93	в смысле	9	4
94	в котором	3	4
95	в течение	2	4
96	и тогда	2	4
97	он не	6	4
98	и что	15	4
99	далеко не	2	4
100	а в	7	4
101	в этой	7	4
102	числе и	3	4
103	и от	5	4
104	не может	11	4
105	что все	2	4
106	на этот	5	4
107	в виде	4	4
108	в то	5	4
109	и только	4	4
110	в нем	4	4
111	во время	3	4
112	в так	2	4
113	уже с	1	3
114	с этой	6	3
115	и при	3	3
116	при этом	13	3
117	для него	6	3
118	из всех	2	3
119	что это	8	3
120	тем не	6	3
121	в качестве	25	3
122	в результате	6	3
123	к достижению	1	3
124	так или	1	3
125	и даже	4	3
126	если бы	12	3
127	в которой	4	3
128	или иначе	2	3
129	с ней	4	3
130	с самого	6	3
131	в таком	4	3
132	случае не	1	3
133	в связи	9	3
134	ясно что	4	3
135	и как	11	3
136	же как	10	3
137	но по	3	3
138	если в	3	3
139	не менее	8	3
140	из которого	1	3
141	путь к	3	3
142	и таким	1	3
143	в других	2	3
144	что эти	4	3
145	можно сказать	2	3
146	за собой	1	3
147	хотя бы	2	3
148	в значительной	1	3
149	представляет собой	6	3
150	так что	3	3
151	а после	1	3
152	у них	3	3
153	когда он	5	3
154	точно так	4	3
155	в одном	4	3
156	и те	3	3
157	всегда и	1	3
158	отношению к	3	3
159	в своем	9	3
160	уже не	3	3
161	подойти к	1	3
162	к этому	5	3
163	конце концов	1	3
164	того что	17	3
165	бы то	1	2
166	связан с	2	2
167	с которого	1	2
168	влечет за	1	2
169	все что	4	2
170	для всех	1	2
171	этой задачи	2	2
172	один из	8	2
173	и здесь	5	2
174	ему в	1	2
175	и на	9	2
176	смотреть на	1	2
177	благодаря этому	7	2
178	по тому	1	2
179	только что	5	2
180	и сейчас	1	2
181	свидетельствует о	1	2
182	к одной	3	2
183	и люди	1	2
184	уже в	10	2
185	тогда когда	10	2
186	или по	2	2
187	мы имеем	6	2
188	ни было	2	2
189	этом отношении	9	2
190	в пользу	7	2
191	только не	2	2
192	те же	6	2
193	не как	3	2
194	не исчерпывается	1	2
195	прежде всего	6	2
196	одно из	2	2
197	этими двумя	1	2
198	исторического развития	2	2
199	в русском	1	2
200	не могут	5	2
201	со всеми	9	2
202	в них	3	2
203	связь с	4	2
204	к его	1	2
205	не потому	1	2
206	этой точки	4	2
207	отличаются от	5	2
208	не в	10	2
209	а также	6	2
210	в виду	4	2
211	одним из	6	2
212	с целью	2	2
213	том виде	4	2
214	по существу	4	2
215	именно в	6	2
216	и действительно	1	2
217	и связанные	1	2
218	в процессе	33	2
219	принято называть	2	2
220	между этими	2	2
221	положение в	2	2
222	к которым	8	2
223	виде в	4	2
224	к другу	1	2
225	одновременно и	1	2
226	нужно чтобы	2	2
227	по своему	14	2
228	приводит к	5	2
229	на все	2	2
230	отличается от	5	2
231	по своим	1	2
232	этого периода	2	2
233	о котором	2	2
234	сравнению с	4	2
235	связанный с	1	2
236	ничего общего	4	2
237	в эту	3	2
238	так например	1	2
239	особенно в	2	2
240	связано с	2	2
241	еще не	6	2
242	во всех	3	2
243	начиная с	2	2
244	выступает в	3	2
245	мы можем	13	2
246	уже давно	1	2
247	больше чем	2	2
248	что мы	18	2
249	если не	1	2
250	этого последнего	1	2
251	так называемой	1	2
252	но при	1	2
253	на друга	3	2
254	по сравнению	6	2
255	то ни	1	2
256	между тем	10	2
257	в свою	4	2
258	не всегда	1	2
259	из себя	1	2
260	связана с	3	2
261	и больше	1	2
262	стадии развития	4	2
263	не могло	1	2
264	ни один	5	2
265	и является	2	2
266	на пути	2	2
267	так чтобы	2	2
268	заключает в	3	2
269	тем и	5	2
270	вслед за	4	2
271	и это	7	2
272	в начале	5	2
273	этот факт	1	2
274	превращается в	1	2
275	конечно не	1	2
276	по своей	12	2
277	самого начала	6	2
278	признать что	1	2
279	еще на	1	2
280	этот период	1	2
281	состоит в	4	2
282	друг на	3	2
283	же самое	9	2
284	может ли	2	2
