N	3gram	Vygotskiy_	KFilosof
1	по отношению к	3	22
2	не может быть	5	11
3	с точки зрения	11	10
4	по отношению ко	1	4
5	но все эти	1	3
6	того или иного	2	3
7	и только в	1	3
8	в этом смысле	7	3
9	один и тот	6	3
10	между тем как	4	3
11	и тот же	6	3
12	и в этом	2	3
13	в том что	41	2
14	все эти моменты	1	2
15	той или иной	2	2
16	ни в каком	1	2
17	во всем его	1	2
18	но все они	1	2
19	мы говорим о	1	2
20	тем не менее	6	2
21	здесь мы имеем	2	2
22	и та же	1	2
23	он может быть	1	2
24	относит его к	1	2
25	включает в себя	2	2
26	во всех этих	1	2
27	то ни было	1	2
28	в целом и	2	2
29	одна и та	1	2
30	оба эти момента	3	2
31	для нас важно	1	2
32	бы то ни	1	2
33	раз и навсегда	1	2
34	с нашей точки	2	1
35	и было бы	1	1
36	лежит в основе	3	1
37	даже там где	1	1
38	в свою очередь	3	1
39	и как бы	2	1
40	может возникнуть и	1	1
41	вместе с тем	11	1
42	и содержание и	1	1
43	в конечном счете	1	1
44	по себе а	1	1
45	во всяком случае	10	1
46	на то что	5	1
47	на задний план	1	1
48	и во всех	1	1
49	какого бы то	1	1
50	в противоречие с	1	1
51	та же мысль	1	1
52	не содержит в	1	1
53	в том смысле	3	1
54	решения этой задачи	1	1
55	и в результате	3	1
56	и менее всего	1	1
57	то же самое	9	1
58	могло бы быть	1	1
59	нашей точки зрения	2	1
60	ни на один	1	1
61	и не потому	1	1
62	в действительной жизни	1	1
63	хотя бы и	2	1
64	мы будем говорить	1	1
65	ту или иную	1	1
66	если мы возьмем	1	1
67	в том случае	2	1
68	в том же	1	1
69	может войти в	1	1
70	между ним и	1	1
71	для того чтобы	14	1
72	он имеет дело	1	1
73	только в том	4	1
74	то что уже	1	1
75	здесь мы видим	1	1
76	когда мы говорим	1	1
77	и абстрактному мышлению	1	1
78	с ним в	1	1
79	а следовательно ни	1	1
80	если бы оно	1	1
81	независимо от того	3	1
82	момент во всем	1	1
83	одного и того	5	1
84	действительность при этом	1	1
85	именно в этой	1	1
86	до сих пор	3	1
87	не потому что	1	1
88	как и на	1	1
89	вступает в противоречие	1	1
90	не отличаются от	1	1
91	со всеми своими	1	1
92	смысле этого слова	10	1
93	и только это	1	1
94	мы никогда не	3	1
95	всех этих случаях	1	1
96	это нисколько не	1	1
97	то что этот	1	1
98	само по себе	3	1
99	отсюда ясно что	1	1
100	и тем самым	3	1
101	всех этих моментов	1	1
102	как бы ни	1	1
103	и все остальные	2	1
104	ничем не отличаются	1	1
105	к той же	1	1
106	и то что	3	1
107	в основных чертах	1	1
108	в зависимости от	6	1
109	как если бы	2	1
110	и того же	5	1
111	не в одном	1	1
112	том что мы	1	1
113	тогда когда он	1	1
114	при данных условиях	1	1
115	и все же	1	1
116	могло бы возникнуть	2	1
117	к тому что	1	1
118	влечет за собой	1	1
119	и т.п но	1	1
120	со стороны его	1	1
121	и в его	1	1
122	в известном смысле	2	1
123	все это в	1	1
124	во всех остальных	1	1
125	может быть распространено	1	1
126	не может возникнуть	1	1
127	в значительной степени	1	1
128	что и в	6	1
129	слова и его	1	1
130	же самое что	1	1
131	мы не можем	2	1
