N	3gram	Tiupa_Anal	KFilosof
1	по отношению к	9	22
2	не может быть	17	11
3	с точки зрения	6	10
4	по отношению ко	1	4
5	того или иного	3	3
6	в этом смысле	3	3
7	один и тот	1	3
8	в данный момент	2	3
9	между тем как	2	3
10	во всех своих	1	3
11	могла бы быть	1	3
12	и тот же	2	3
13	и в этом	4	3
14	в том что	13	2
15	той или иной	8	2
16	принципиально не может	1	2
17	то или иное	1	2
18	из себя в	1	2
19	имеем в виду	1	2
20	я и другого	2	2
21	тем не менее	3	2
22	здесь мы имеем	1	2
23	в то же	9	2
24	и та же	1	2
25	он может быть	1	2
26	включает в себя	1	2
27	в его целостности	1	2
28	в соответствии с	2	2
29	во всех этих	1	2
30	то ни было	3	2
31	одна и та	1	2
32	а не в	3	2
33	бы то ни	3	2
34	то же время	7	2
35	быть не может	3	1
36	другого но не	1	1
37	сознания как и	1	1
38	но никто не	1	1
39	в которую я	1	1
40	в свою очередь	1	1
41	и как бы	1	1
42	в данном контексте	1	1
43	но прежде всего	1	1
44	вместе с тем	1	1
45	равно как и	1	1
46	к смыслу и	1	1
47	в себе в	1	1
48	в конечном счете	5	1
49	отношение к предмету	1	1
50	во всяком случае	1	1
51	ведь один и	1	1
52	а не к	1	1
53	на то что	2	1
54	и во всех	1	1
55	есть эмоционально-волевое мышление	1	1
56	только в его	1	1
57	в том смысле	1	1
58	мышление интонирующее мышление	1	1
59	в котором протекает	1	1
60	то же самое	3	1
61	оно ни было	1	1
62	себя в другом	3	1
63	случае мы имеем	1	1
64	хотя бы и	1	1
65	еще не решает	1	1
66	дело не в	2	1
67	в том случае	1	1
68	и не в	4	1
69	в том же	1	1
70	для того чтобы	3	1
71	только в том	1	1
72	с ним в	1	1
73	не в том	3	1
74	и вследствие этого	1	1
75	в мире все	1	1
76	не совпадает с	1	1
77	в своей истории	1	1
78	одного и того	2	1
79	лишь однажды в	1	1
80	найти себя в	2	1
81	несмотря на то	1	1
82	со всех сторон	1	1
83	думать что это	1	1
84	в противном случае	1	1
85	как это было	1	1
86	в которой я	1	1
87	до сих пор	1	1
88	как и на	2	1
89	эмоционально-волевое мышление интонирующее	1	1
90	я не могу	1	1
91	из единого и	1	1
92	или иной культурной	1	1
93	того что в	2	1
94	в первом случае	2	1
95	смысле этого слова	1	1
96	но в то	2	1
97	всех этих случаях	1	1
98	не о том	3	1
99	и тем самым	2	1
100	но отнюдь не	2	1
101	не было и	1	1
102	не менее в	1	1
103	о нем но	1	1
104	тогда когда оно	1	1
105	по которой он	1	1
106	и то что	1	1
107	в зависимости от	1	1
108	как если бы	1	1
109	с ним и	1	1
110	и того же	2	1
111	себя в своих	1	1
112	смысла в их	1	1
113	и просто с	1	1
114	она может быть	1	1
115	и все же	2	1
116	во второй половине	1	1
117	к тому что	2	1
118	это отнюдь не	1	1
119	от себя и	2	1
120	в известном смысле	2	1
121	между прочим и	1	1
122	в этом последнем	1	1
123	бы оно ни	1	1
124	противном случае мы	1	1
125	я в мире	2	1
126	только тогда когда	1	1
127	в значительной степени	1	1
128	нет и не	2	1
129	же самое что	1	1
130	и не знает	1	1
131	в основе своей	2	1
132	не может претендовать	1	1
