N	3gram	Bakhtin_Pr	Komedia
1	в том что	3	29
2	в то же	3	16
3	то же время	3	16
4	до сих пор	1	16
5	в самом деле	3	13
6	и т п	13	11
7	для того чтобы	2	11
8	в то время	1	11
9	в свою очередь	1	10
10	по отношению к	19	9
11	с одной стороны	3	9
12	то время как	1	9
13	с другой стороны	4	8
14	и в самом	1	8
15	бы то ни	3	7
16	то ни было	2	7
17	в отличие от	5	6
18	говоря уже о	1	6
19	в связи с	1	6
20	с точки зрения	6	6
21	не говоря уже	1	6
22	о том как	1	5
23	то же самое	2	5
24	и т д	1	5
25	в тех же	1	5
26	в этом отношении	2	5
27	тем не менее	3	5
28	к тому что	1	4
29	по сравнению с	1	4
30	можно было бы	3	4
31	в том же	2	3
32	в чем не	2	3
33	хотя и не	1	3
34	в высшей степени	5	3
35	равно как и	1	3
36	на протяжении всего	1	3
37	в какой мере	2	3
38	на то что	1	3
39	но и в	2	3
40	таким образом в	1	3
41	ни в чем	2	3
42	одной стороны и	1	2
43	в конечном счете	4	2
44	в известной степени	2	2
45	в большинстве случаев	5	2
46	в этом смысле	3	2
47	то что не	1	2
48	у нас в	1	2
49	по отношению ко	1	2
50	как и в	1	2
51	так и в	2	2
52	в первом случае	1	2
53	и в то	2	2
54	в нем не	1	2
55	на первый план	2	2
56	в основе своей	3	2
57	и в том	1	2
58	но едва ли	1	2
59	ни одной из	1	2
60	таким образом и	1	2
61	выходят за пределы	1	2
62	подобно тому как	1	2
63	и не менее	1	2
64	не только в	2	2
65	и в свою	1	2
66	как можно скорее	1	1
67	на фоне которых	1	1
68	именно на эту	1	1
69	и с его	2	1
70	не дает нам	1	1
71	в применении к	3	1
72	можем сказать что	1	1
73	не приходится уже	1	1
74	отнюдь не является	1	1
75	не может быть	11	1
76	не остается равнодушной	2	1
77	несмотря на то	1	1
78	имеется в виду	1	1
79	можно сказать что	2	1
80	во всех его	4	1
81	имеем дело с	1	1
82	о которых мы	1	1
83	одного к другому	1	1
84	и определяет все	1	1
85	в пределах возможного	2	1
86	его отношение к	1	1
87	которых идет речь	1	1
88	в коем случае	2	1
89	и независимо от	1	1
90	и во всех	2	1
91	в ней как	1	1
92	далеко не всегда	3	1
93	того или иного	2	1
94	как мы уже	1	1
95	может быть только	3	1
96	и не столь	1	1
97	о которых идет	1	1
98	а между тем	1	1
99	мы можем сказать	2	1
100	смысле этого слова	1	1
101	ни в коем	2	1
102	по аналогии с	1	1
103	следует что в	1	1
104	все что угодно	1	1
105	и тем самым	2	1
106	и прежде всего	5	1
107	и не нуждается	1	1
108	в данном случае	4	1
109	в своем роде	1	1
110	и мы можем	1	1
111	по себе не	1	1
112	она не могла	1	1
113	его жизненную позицию	1	1
114	и что не	1	1
115	точки зрения самого	2	1
116	но в основе	1	1
117	не нуждается в	1	1
118	к вопросу о	1	1
119	лицом к лицу	1	1
120	и в современной	1	1
121	и в его	1	1
122	в значительной степени	1	1
123	от одного к	1	1
124	или хотя бы	1	1
125	и не может	2	1
126	и в этом	1	1
127	мы имеем дело	2	1
128	его помощью и	1	1
129	может и не	2	1
130	той или иной	2	1
131	человека и его	1	1
132	не в его	1	1
133	и несмотря на	1	1
134	его в том	1	1
135	в свое время	1	1
136	к нему с	1	1
137	следует отметить что	1	1
138	то что в	1	1
139	в некоторых случаях	1	1
140	к выводу что	1	1
141	ни в один	1	1
142	в настоящее время	1	1
143	нуждается в более	1	1
144	едва ли кто-нибудь	1	1
145	на этот вопрос	1	1
146	со всех сторон	2	1
147	не было бы	1	1
148	в противном случае	3	1
149	и в их	1	1
150	не что иное	1	1
151	и в частности	2	1
152	но и во	1	1
153	в нашу задачу	1	1
154	в лучшем случае	2	1
155	уже за пределами	1	1
156	и ничего не	1	1
157	и о других	1	1
158	которых мы можем	1	1
159	которые могут быть	1	1
160	не на него	1	1
161	мы будем называть	1	1
162	что и здесь	1	1
163	лишь средством для	1	1
164	и между ними	1	1
165	хотя бы в	1	1
166	мы ничего не	1	1
167	содержания и формы	1	1
168	в исследованиях по	1	1
169	что иное как	1	1
170	не обходится без	1	1
171	в нем и	1	1
172	самом деле и	1	1
173	большинстве случаев не	2	1
174	что в некоторых	1	1
175	вопрос о том	1	1
176	идет речь в	1	1
177	в виду что	1	1
178	остается равнодушной к	1	1
179	во всех отношениях	1	1
180	в другом случае	1	1
181	если бы не	1	1
182	и вот на	1	1
