N	2gram	Bakhtin_Fr	SlovoVZh
1	не может	4	16
2	может быть	5	14
3	точки зрения	6	14
4	как бы	15	13
5	и его	18	13
6	таким образом	34	12
7	и в	73	12
8	отношению к	3	11
9	по отношению	3	11
10	в нашем	2	11
11	и не	13	10
12	так как	9	9
13	прежде всего	18	8
14	для нас	2	7
15	сказать что	4	7
16	все время	4	6
17	в ней	10	6
18	слова и	2	6
19	с помощью	11	6
20	в том	13	6
21	в процессе	3	6
22	только в	7	6
23	в нем	18	6
24	при этом	5	6
25	и др	12	5
26	что мы	2	5
27	героя и	1	5
28	должна быть	3	5
29	то же	16	5
30	а не	2	5
31	в виду	4	5
32	то что	12	5
33	в жизни	1	5
34	как и	19	5
35	как в	9	5
36	том что	8	5
37	но в	12	5
38	никогда не	6	5
39	в самом	9	4
40	и к	6	4
41	в литературе	5	4
42	и на	12	4
43	свое выражение	1	4
44	материала и	1	4
45	не только	11	4
46	ни было	2	4
47	на самом	2	4
48	за пределы	1	4
49	его в	3	4
50	литературы и	1	4
51	с другой	3	4
52	не в	12	4
53	дело в	2	4
54	отношение к	3	4
55	так и	13	4
56	уже не	2	4
57	жизни и	6	4
58	в этом	21	4
59	все же	2	4
60	к нему	7	4
61	как к	1	3
62	и с	17	3
63	находит свое	2	3
64	до сих	3	3
65	это как	1	3
66	и более	1	3
67	в котором	4	3
68	и по	4	3
69	мы не	2	3
70	между тем	2	3
71	для него	7	3
72	с ним	6	3
73	не должна	1	3
74	того что	5	3
75	и уже	1	3
76	в некоторых	1	3
77	имеет в	1	3
78	все это	19	3
79	он должен	1	3
80	ни в	7	3
81	в пределах	1	3
82	конечно не	2	3
83	по себе	2	3
84	так же	11	3
85	в них	14	3
86	из общего	1	3
87	в каком	1	3
88	самом деле	4	3
89	только на	2	3
90	в себе	16	3
91	все эти	24	3
92	о том	13	3
93	в своей	4	3
94	здесь не	2	3
95	из этого	2	3
96	в такой	1	3
97	да и	1	3
98	но и	15	3
99	ведь и	3	3
100	и для	8	3
101	точка зрения	2	3
102	и ее	2	3
103	и наконец	6	3
104	сих пор	3	3
105	и вообще	3	3
106	формы и	1	3
107	еще не	3	3
108	в особенности	5	2
109	что в	14	2
110	все они	7	2
111	самое слово	1	2
112	наиболее яркое	1	2
113	нет ничего	1	2
