N	2gram	Tiupa_Anal	Narrotol
1	не только	40	62
2	и не	14	50
3	при этом	19	47
4	но и	26	45
5	а не	16	38
6	в качестве	22	35
7	в частности	19	31
8	может быть	19	30
9	и в	36	30
10	в том	16	29
11	в этом	19	28
12	тогда как	37	28
13	своего рода	17	28
14	том что	19	28
15	а в	17	27
16	такого рода	11	26
17	с собачкой	1	25
18	представляет собой	7	25
19	только в	9	25
20	состоит в	14	25
21	в данном	12	24
22	как и	27	24
23	не в	9	23
24	то что	5	23
25	то есть	15	22
26	в тексте	16	22
27	не может	3	20
28	в рассказе	1	18
29	в себе	7	17
30	данном случае	11	17
31	так и	19	17
32	а также	5	17
33	со стороны	12	16
34	в его	12	16
35	к тому	10	15
36	можно сказать	5	15
37	и т.п	7	15
38	но в	8	15
39	иначе говоря	5	15
40	в жизни	2	14
41	картина мира	5	14
42	и его	18	14
43	то же	7	13
44	в своей	12	13
45	уже не	9	13
46	о том	9	13
47	в своем	7	13
48	у него	2	13
49	времени и	1	13
50	все же	6	12
51	картины мира	5	12
52	сводится к	5	12
53	как в	9	12
54	перед нами	7	12
55	как бы	14	12
56	прежде всего	7	12
57	по отношению	9	11
58	об этом	3	11
59	к себе	1	11
60	хотя и	4	11
61	картиной мира	1	11
62	в мире	17	11
63	если бы	2	11
64	и тем	3	11
65	в этой	10	11
66	дамы с	1	11
67	в нем	3	11
68	героя в	1	11
69	жизни в	4	11
70	в отличие	5	11
71	отличие от	5	11
72	тем самым	8	11
73	отношению к	9	11
74	один из	6	10
75	как правило	6	10
76	никогда не	7	10
77	тому же	7	10
78	точки зрения	3	10
79	всего лишь	13	10
80	между тем	8	10
81	как это	7	10
82	в то	8	10
83	и все	3	10
84	не является	5	10
85	жизни и	2	10
86	с его	15	10
87	ничего не	3	10
88	того что	4	10
89	коммуникативного события	14	10
90	но не	13	10
91	и т.д	3	10
92	в соответствии	5	9
93	как раз	8	9
94	тем не	3	9
95	коммуникативное событие	2	9
96	той или	6	9
97	не сводится	1	9
98	я в	15	9
99	столь же	7	9
100	отнюдь не	7	9
101	что в	15	9
102	с ним	2	9
103	истории в	2	9
104	что он	5	9
105	еще не	7	9
106	потому что	1	9
107	во времени	1	9
108	для него	8	9
109	далеко не	8	9
110	в рамках	10	9
111	в той	3	8
112	и к	7	8
113	в самом	7	8
114	в таком	2	8
115	о чем	5	8
116	по мысли	1	8
117	не менее	9	8
118	не мог	4	8
119	одна из	6	8
120	он не	9	8
121	и он	4	8
122	самом деле	2	8
123	того чтобы	1	8
124	внимание на	4	8
125	мы имеем	5	8
126	же время	7	8
127	соответствии с	3	8
128	и для	4	8
129	этом отношении	3	8
130	в литературе	3	8
131	у нас	1	8
132	но при	1	8
133	у нее	1	8
134	или иной	9	8
135	мира в	1	8
136	в финале	7	7
137	в принципе	3	7
138	имеет место	3	7
139	при всей	2	7
140	встречи с	2	7
141	с другой	10	7
142	пока еще	3	7
143	едва ли	6	7
144	в ее	5	7
145	на себя	5	7
146	в конце	6	7
147	в чем	2	7
148	в силу	2	7
149	и на	5	7
150	в форме	2	7
151	же в	5	7
152	и состоит	1	7
153	в свою	9	7
154	это не	4	7
155	вслед за	1	7
156	из наиболее	3	7
157	в глазах	6	7
158	человеческого я	5	7
159	или в	4	7
160	в ней	2	7
161	одного из	4	7
162	в целом	8	7
163	все что	2	6
164	в результате	6	6
165	например в	2	6
166	между двумя	1	6
167	сказать что	2	6
168	в нашем	4	6
169	на него	1	6
170	имеем дело	4	6
171	о ней	1	6
172	то в	4	6
173	что у	3	6
174	с одной	3	6
175	что и	10	6
176	в конечном	5	6
177	рецептивная установка	1	6
178	могло бы	1	6
179	героя и	7	6
180	в случае	6	6
181	не могла	2	6
182	главного героя	2	6
183	человеческих отношений	1	6
184	известном смысле	2	6
185	однако в	6	6
186	однако и	3	6
187	во втором	4	6
188	в состав	2	6
189	таким образом	4	6
190	никак не	1	6
191	к его	2	6
192	в слове	5	6
193	в известном	2	6
194	из этих	4	6
195	присутствия в	5	6
196	здесь не	8	6
197	ответ на	3	6
198	они не	2	6
199	уже говорилось	3	6
200	как у	3	6
201	слова в	2	6
202	не по	1	6
203	одной стороны	3	6
204	нарративного высказывания	1	6
