N	2gram	Vygotskiy_	Narrotol
1	не только	16	62
2	и не	16	50
3	при этом	13	47
4	но и	9	45
5	а не	7	38
6	в качестве	25	35
7	в частности	4	31
8	может быть	25	30
9	и в	38	30
10	в том	59	29
11	в этом	35	28
12	том что	44	28
13	а в	7	27
14	такого рода	7	26
15	представляет собой	6	25
16	только в	16	25
17	состоит в	4	25
18	в данном	1	24
19	как и	20	24
20	не в	10	23
21	то что	27	23
22	не может	11	20
23	в себе	9	17
24	данном случае	1	17
25	так и	11	17
26	а также	6	17
27	со стороны	1	16
28	в его	22	16
29	к тому	8	15
30	можно сказать	2	15
31	и т.п	3	15
32	но в	4	15
33	иначе говоря	2	15
34	в жизни	3	14
35	и его	5	14
36	то же	18	13
37	в своей	9	13
38	уже не	3	13
39	о том	6	13
40	в своем	9	13
41	у него	3	13
42	все же	11	12
43	сводится к	1	12
44	как в	14	12
45	перед нами	15	12
46	как бы	17	12
47	прежде всего	6	12
48	по отношению	4	11
49	об этом	2	11
50	хотя и	2	11
51	в мире	2	11
52	если бы	12	11
53	и тем	8	11
54	в этой	7	11
55	в нем	4	11
56	в отличие	8	11
57	отличие от	8	11
58	тем самым	6	11
59	отношению к	3	11
60	один из	8	10
61	как правило	2	10
62	никогда не	11	10
63	тому же	6	10
64	точки зрения	27	10
65	между тем	10	10
66	как это	16	10
67	в то	5	10
68	и все	5	10
69	не является	13	10
70	с его	3	10
71	того что	17	10
72	но не	7	10
73	и т.д	8	10
74	как раз	1	9
75	тем не	6	9
76	той или	2	9
77	не сводится	1	9
78	столь же	7	9
79	отнюдь не	6	9
80	что в	31	9
81	с ним	4	9
82	что он	13	9
83	еще не	6	9
84	потому что	14	9
85	во времени	1	9
86	для него	6	9
87	далеко не	2	9
88	в той	2	8
89	и к	9	8
90	в самом	8	8
91	в таком	4	8
92	не менее	8	8
93	не мог	4	8
94	одна из	2	8
95	он не	6	8
96	и он	1	8
97	самом деле	4	8
98	того чтобы	15	8
99	внимание на	4	8
100	мы имеем	6	8
101	и для	4	8
102	этом отношении	9	8
103	у нас	1	8
104	но при	1	8
105	или иной	3	8
106	в речи	4	7
107	имеет место	4	7
108	в котором	3	7
109	с другой	11	7
110	едва ли	6	7
111	в ее	1	7
112	на себя	2	7
113	в конце	1	7
114	в чем	2	7
115	в силу	9	7
116	и на	9	7
117	в форме	2	7
118	же в	3	7
119	в свою	4	7
120	это не	5	7
121	вслед за	4	7
122	или в	4	7
123	также и	3	7
124	в ней	3	7
125	одного из	3	7
126	в целом	22	7
127	все что	4	6
128	в результате	6	6
129	например в	2	6
130	между двумя	3	6
131	сказать что	10	6
132	в нашем	2	6
133	на него	2	6
134	имеем дело	2	6
135	то в	3	6
136	что у	3	6
137	с одной	8	6
138	что и	14	6
139	в конечном	2	6
140	могло бы	4	6
141	на другой	2	6
142	в случае	3	6
143	известном смысле	2	6
144	однако в	2	6
145	однако и	2	6
146	в состав	1	6
147	таким образом	36	6
148	представляют собой	1	6
149	к его	1	6
150	в слове	3	6
151	в известном	6	6
152	то и	5	6
153	из этих	5	6
154	здесь не	2	6
155	они не	4	6
156	о нем	2	6
157	как у	2	6
158	слова в	8	6
159	не по	2	6
160	одной стороны	8	6
161	на то	7	6
162	вплоть до	1	6
163	только что	5	5
164	дело с	3	5
165	не столько	4	5
166	в своих	3	5
167	и даже	4	5
168	и сам	4	5
169	именно в	6	5
170	а именно	1	5
171	и того	5	5
172	свою очередь	3	5
173	в другом	3	5
174	для того	14	5
175	не всегда	1	5
176	может служить	2	5
177	в одном	4	5
178	точка зрения	1	5
179	из них	5	5
180	к нему	1	5
181	от его	2	5
182	бы и	2	5
183	или не	1	5
184	но для	2	5
185	я не	1	5
186	так сказать	1	5
187	между собой	15	5
188	по поводу	1	5
189	точку зрения	1	5
190	и от	5	5
191	с ее	5	5
192	и здесь	5	5
193	что это	8	5
