N	2gram	Bakhtin_Pr	EvropaiE
1	и в	64	37
2	в отношении	5	32
3	в пределах	24	25
4	точки зрения	31	23
5	что в	11	21
6	не только	26	18
7	с точки	21	17
8	в то	15	16
9	то же	18	15
10	хотя бы	4	15
11	отношении к	5	15
12	в качестве	1	14
13	и не	55	14
14	но и	26	14
15	же время	13	14
16	в своем	12	14
17	но в	14	14
18	в этом	33	12
19	в том	12	11
20	в их	6	11
21	в области	1	11
22	так и	8	10
23	в себе	11	9
24	т е	44	9
25	прежде всего	16	9
26	только в	13	9
27	в смысле	3	9
28	все более	1	9
29	так же	8	9
30	не может	26	9
31	с одной	1	8
32	в ее	2	8
33	в своей	11	8
34	одной стороны	1	8
35	между тем	7	8
36	было бы	8	8
37	к тому	4	8
38	так как	9	7
39	того что	3	7
40	как и	25	7
41	по своему	1	7
42	также и	3	7
43	с другой	7	7
44	нам кажется	7	7
45	то есть	3	6
46	с этой	2	6
47	и даже	5	6
48	и на	16	6
49	том что	8	6
50	вовсе не	12	6
51	во всех	4	6
52	может быть	43	6
53	того чтобы	2	6
54	для того	1	6
55	стороны и	4	6
56	то что	21	6
57	как бы	33	6
58	на то	5	6
59	в той	5	5
60	как нам	3	5
61	этой точки	2	5
62	не в	15	5
63	в россии	2	5
64	но не	12	5
65	к которым	1	5
66	от этого	2	5
67	со стороны	1	5
68	и потому	7	5
69	же как	2	5
70	в частности	1	5
71	как мы	13	5
72	одной из	1	5
73	но если	1	5
74	и по	1	5
75	в самом	17	4
76	бы то	3	4
77	то в	2	4
78	мы не	4	4
79	даже в	6	4
80	ни было	4	4
81	того или	1	4
82	для нас	2	4
83	не на	7	4
84	чем в	3	4
85	и притом	1	4
86	само по	4	4
87	в некотором	1	4
88	именно в	5	4
89	в процессе	6	4
90	по себе	16	4
91	не имеет	2	4
92	в каком	1	4
93	той или	1	4
94	не служит	2	4
95	в полной	1	4
96	вопрос о	3	4
97	но даже	1	4
98	лежат в	1	4
99	то ни	3	4
100	или иного	1	4
101	как совокупность	1	4
102	как это	1	4
103	несмотря на	7	4
104	в направлении	4	4
105	в ней	2	4
106	сказать что	4	4
107	можно сказать	2	4
108	или иной	1	4
109	мира в	5	4
110	независимо от	1	4
111	и к	5	3
112	но на	3	3
113	и мы	2	3
114	она в	1	3
115	из всех	1	3
116	этом отношении	3	3
117	ее в	3	3
118	что и	7	3
119	в результате	7	3
120	мы можем	1	3
121	себе не	2	3
122	можно было	3	3
123	на себя	4	3
124	дело в	2	3
125	тем что	6	3
126	в таком	3	3
127	вообще не	2	3
128	в стороне	1	3
129	большинстве случаев	10	3
130	в пределы	4	3
131	как в	7	3
132	мира и	7	3
133	и со	4	3
134	в которых	4	3
135	по своим	4	3
136	в известном	1	3
137	с другом	3	3
138	на своем	1	3
139	бы ни	3	3
140	в них	5	3
141	во всяком	7	3
142	ни на	3	3
143	бы и	6	3
144	во все	2	3
145	в данном	2	3
146	идет о	5	3
147	в свою	1	3
148	не дает	3	3
149	связано с	1	3
150	потому что	8	3
151	и тем	1	3
152	во второй	2	3
153	когда он	2	3
154	не будет	1	3
155	и для	7	3
156	этом смысле	12	3
157	уже и	2	3
158	отметить что	1	3
159	себе в	1	3
160	известной степени	2	3
161	к ним	1	3
162	как на	4	3
163	известном смысле	1	3
164	в данной	1	3
165	обстоит дело	1	3
166	и от	3	3
167	место в	1	3
168	о том	5	3
169	в общем	1	3
170	от них	3	3
171	мы видели	1	3
172	там где	12	3
173	и только	3	3
174	друг с	4	3
175	всяком случае	4	3
176	не из	3	3
177	того же	3	3
178	из них	3	3
179	в известной	1	3
180	никогда не	11	3
181	всего в	2	2
182	таким образом	15	2
183	и ту	1	2
184	именно к	2	2
185	в другой	4	2
186	во втором	1	2
187	и во	3	2
188	мы видим	3	2
189	по преимуществу	2	2
190	можно в	1	2
191	данном случае	2	2
192	если в	1	2
193	должна быть	8	2
194	совершенно очевидно	1	2
195	тогда когда	1	2
196	и имеет	2	2
197	в его	30	2
198	свою очередь	1	2
199	еще более	2	2
200	мира но	2	2
201	что это	2	2
202	хотя и	5	2
203	с этим	3	2
204	пожалуй и	2	2
205	какой бы	2	2
206	его на	2	2
207	и если	2	2
208	в содержании	1	2
209	для них	1	2
210	подходит к	2	2
211	с другими	8	2
212	иначе обстоит	1	2
213	другой стороны	6	2
214	в этих	5	2
215	не могут	10	2
216	и наиболее	1	2
217	но с	4	2
218	могут стать	1	2
219	одну и	2	2
220	в своих	4	2
221	как же	6	2
222	при условии	2	2
223	нужно иметь	1	2
224	от друга	1	2
225	если бы	12	2
