N	2gram	Losev_Prob	Mirosoze
1	и в	62	97
2	может быть	39	64
3	не только	33	63
4	в этом	25	55
5	но и	20	54
6	он не	10	53
7	а не	28	53
8	в нем	13	49
9	не может	14	49
10	у него	1	47
11	и не	56	39
12	никогда не	7	38
13	человеческого духа	1	38
14	в ней	12	37
15	потому что	40	37
16	не было	6	36
17	не в	21	34
18	и есть	9	33
19	для него	4	31
20	не есть	57	30
21	но он	1	30
22	как и	15	29
23	прежде всего	13	29
24	и он	3	27
25	но в	17	27
26	человека и	1	26
27	в своей	8	25
28	и это	11	25
29	переходит в	2	24
30	и все	13	24
31	у нас	17	24
32	в своем	7	23
33	что в	11	23
34	что он	16	22
35	в самом	4	21
36	в себе	23	20
37	отношение к	1	20
38	как бы	11	19
39	до конца	1	19
40	человек не	1	19
41	в его	10	18
42	того что	10	17
43	и потому	13	17
44	том что	25	16
45	если нет	2	16
46	в том	35	16
47	на земле	1	16
48	то что	42	16
49	было бы	14	16
50	и его	12	16
51	быть может	1	15
52	в котором	3	15
53	не был	3	15
54	не знает	1	15
55	в этой	10	15
56	в конце	7	14
57	она не	3	14
58	нет ничего	6	14
59	так как	14	14
60	в глубине	1	14
61	и на	4	13
62	друг друга	5	13
63	и вот	1	13
64	в них	6	12
65	он сам	7	12
66	к нему	3	12
67	и у	2	12
68	но не	6	12
69	смысле слова	19	12
70	это не	10	12
71	все это	9	12
72	и к	9	11
73	с тем	9	11
74	уже не	12	11
75	хотя бы	6	11
76	духа и	1	11
77	в которой	3	11
78	обращен к	1	11
79	был бы	1	11
80	только в	33	11
81	как в	10	11
82	и там	2	11
83	но это	13	11
84	и для	5	11
85	жизни и	7	11
86	то же	23	10
87	так же	11	10
88	для человека	1	10
89	должна быть	1	10
90	не могут	1	10
91	не имеет	12	10
92	это и	11	10
93	связана с	1	10
94	в самой	4	10
95	есть не	13	10
96	все что	1	9
97	к тому	4	9
98	он весь	1	9
99	к свободе	1	9
100	должно быть	1	9
101	что и	11	9
102	xix века	2	9
103	человек и	1	9
104	я не	1	9
105	не будет	3	9
106	доходит до	2	9
107	он уже	1	9
108	то есть	63	9
109	с ним	11	9
110	вместе с	3	9
111	и во	5	9
112	свободу и	1	9
113	образ и	4	9
114	бы и	7	9
115	есть уже	4	9
116	есть и	2	9
117	а в	9	9
118	лишь в	1	9
119	от него	2	8
120	в этих	6	8
121	и с	11	8
122	тем что	8	8
123	о том	14	8
124	вопрос о	2	8
125	себя в	4	8
126	т е	1	8
127	что не	4	8
128	за пределы	6	8
129	жизнь в	3	8
130	что есть	1	8
131	не так	8	8
132	в отношении	4	8
133	нет в	2	8
134	бог и	1	8
135	того чтобы	4	8
136	нет и	1	8
137	ничего не	4	8
138	они не	1	8
139	уже в	5	8
140	только и	9	8
141	для того	5	8
142	во всем	2	7
143	если он	1	7
144	не существует	6	7
145	в нашем	13	7
146	что все	2	7
147	точки зрения	14	7
148	революции и	1	7
149	она есть	2	7
150	все в	4	7
151	чем в	2	7
152	что она	5	7
153	на этом	1	7
154	от нее	2	7
155	в жизни	1	7
156	отношения к	3	7
157	себя и	1	7
158	он в	3	7
159	мог бы	1	7
160	но если	12	7
161	также и	22	7
162	как он	2	7
163	не хотел	1	7
164	к другу	1	6
165	же и	7	6
166	самого себя	4	6
167	есть прежде	3	6
168	с этой	3	6
169	не как	1	6
170	во тьме	1	6
