N	3gram	Bakhtin_Fr	VLabPisa
1	в этом отношении	4	14
2	не может быть	2	8
3	с другой стороны	5	8
4	по отношению к	2	7
5	более или менее	1	6
6	в том что	2	5
7	в конечном счете	1	5
8	хотя бы и	1	5
9	в художественном творчестве	1	5
10	в то же	13	5
11	то же время	13	5
12	в художественном произведении	1	4
13	в одном из	1	4
14	можно сказать что	2	4
15	в связи с	5	4
16	мы видели что	1	3
17	бы и не	1	3
18	и др в	1	3
19	большей или меньшей	3	3
20	в значительной мере	1	3
21	о том как	1	3
22	для того чтобы	5	3
23	о том что	3	3
24	подобно тому как	2	3
25	и в то	2	3
26	как это делает	1	3
27	это и есть	2	3
28	одной стороны и	2	2
29	не только для	1	2
30	во всяком случае	2	2
31	в том чтобы	1	2
32	в чем же	1	2
33	и в другом	1	2
34	точном смысле слова	1	2
35	так и от	1	2
36	в том числе	4	2
37	таким образом в	1	2
38	в точном смысле	1	2
39	в большей или	2	2
40	мы знаем что	1	2
41	до сих пор	6	2
42	еще и не	1	2
43	в конце концов	3	2
44	том числе и	3	2
45	или меньшей степени	2	2
46	не только в	3	2
47	во всех этих	1	2
48	только то что	2	2
49	в другом месте	1	2
50	с одной стороны	4	2
51	все эти явления	1	2
52	также и в	1	2
53	можно было бы	2	2
54	после того как	1	2
55	и не может	1	2
56	но ведь это	1	1
57	сих пор не	1	1
58	в той или	2	1
59	в этой системе	2	1
60	в области художественного	1	1
61	в свою очередь	2	1
62	некоторые из них	3	1
63	и пытается вскрыть	1	1
64	в том же	3	1
65	все то что	2	1
66	как будто бы	1	1
67	той или иной	2	1
68	слова все это	1	1
69	эти образы из	1	1
70	интересно сопоставить эти	1	1
71	в применении к	1	1
72	мы видим что	2	1
73	имеются в виду	1	1
74	в году и	1	1
75	из рыцарских времен	1	1
76	но и в	4	1
77	однако отметить что	1	1
78	как мы знаем	2	1
79	в этом же	1	1
80	по сравнению с	2	1
81	только в году	1	1
82	его таким образом	1	1
83	в том случае	1	1
84	в риме во	1	1
85	с большей или	1	1
86	сцен из рыцарских	1	1
87	это одна из	1	1
88	наконец и это	1	1
89	подлежит сомнению что	1	1
90	имеем в виду	2	1
91	другой стороны он	1	1
92	области художественного творчества	1	1
93	то время как	1	1
94	в этом случае	1	1
95	то что в	1	1
96	может быть в	2	1
97	хотя может быть	1	1
98	у него был	2	1
99	стадиях своего развития	1	1
100	в ее основных	1	1
101	и во всех	1	1
102	только в пределах	1	1
103	к религии и	1	1
104	прежде всего необходимо	3	1
105	в следующих словах	1	1
106	в то время	1	1
107	мы встречаемся с	1	1
108	тех или иных	2	1
109	что в них	1	1
110	но даже и	2	1
111	в художественном образе	1	1
112	все же не	1	1
113	но ни в	1	1
114	целом но и	1	1
115	со всех сторон	1	1
116	что один из	1	1
117	в послании к	1	1
118	кроме того что	1	1
119	смысле слова не	1	1
120	связанное с ними	1	1
121	xvi в в	1	1
122	и в конечном	1	1
123	именно в этом	1	1
124	и в системе	1	1
125	как и все	5	1
126	у некоторых писателей	1	1
127	для правильного понимания	2	1
128	но в то	7	1
129	в нем уже	1	1
130	не подлежит сомнению	2	1
131	и вместе с	1	1
132	между этими двумя	1	1
133	в данном случае	3	1
134	есть то что	1	1
135	даже и в	2	1
136	всего может быть	1	1
137	говорит об этом	2	1
138	что они не	1	1
139	он и не	1	1
140	в нескольких вариантах	1	1
141	и есть в	1	1
142	и др и	1	1
143	об этом свидетельствует	1	1
144	в новое время	1	1
145	том случае если	1	1
146	было бы совершенно	1	1
147	это вовсе не	2	1
148	примеров можно было	1	1
149	ни к какому	1	1
150	но все же	2	1
151	лицом к лицу	1	1
152	все его внимание	1	1
153	в последнем счете	1	1
154	точки зрения на	1	1
155	таким образом и	2	1
156	только тогда когда	1	1
157	оно может быть	1	1
158	нет и не	1	1
159	но и для	1	1
160	это как мы	1	1
161	может быть и	2	1
