N	4gram	Bakhtin_Pr	Freidism
1	в то же время	13	6
2	но в то же	7	3
3	и не может быть	1	3
4	заключается в том что	1	2
5	с точки зрения сознания	1	2
6	в зависимости от того	1	2
7	в том что он	4	2
8	бы то ни было	2	2
9	же явления происходят и	1	1
10	в целом ряде других	2	1
11	начала и до конца	2	1
12	только то что может	1	1
13	переносит центр тяжести в	1	1
14	но тем не менее	1	1
15	и в нем мы	1	1
16	с точки зрения его	1	1
17	части нашей книги мы	1	1
18	не может быть понято	1	1
19	во что бы то	1	1
20	что с точки зрения	1	1
21	пробным камнем для испытания	1	1
22	в пределах того что	1	1
23	и по отношению к	1	1
24	бы то ни стало	1	1
25	мы имеем в виду	1	1
26	с точки зрения этого	1	1
27	в таком случае это	1	1
28	каких бы то ни	1	1
29	но в отличие от	1	1
30	и не могут быть	1	1
31	не может быть даже	1	1
32	это и есть та	1	1
33	теперь мы должны перейти	1	1
34	дело в том что	1	1
35	ничего общего не имеет	1	1
36	и быть не может	1	1
37	сказать о себе сам	1	1
38	до сих пор не	1	1
39	мы должны перейти к	1	1
40	том что это не	1	1
41	зависимости от того в	1	1
42	другая точка зрения на	1	1
43	что бы то ни	1	1
44	они и не могут	1	1
45	и в то же	2	1
46	во всяком случае не	1	1
47	в собственном смысле слова	1	1
48	что же это за	1	1
49	нельзя не согласиться с	1	1
50	а может быть и	1	1
