N	2gram	Ircho_Kome	Sovremen
1	не может	3	17
2	может быть	16	12
3	точки зрения	7	12
4	таким образом	13	11
5	мы не	4	9
6	в каждом	2	8
7	в этом	9	7
8	и в	40	7
9	мы можем	6	6
10	в результате	5	6
11	каждый раз	1	6
12	только одна	1	6
13	как и	12	6
14	ничего не	4	6
15	и не	19	6
16	прежде всего	8	5
17	что же	2	5
18	все эти	1	5
19	в условиях	1	5
20	в дальнейшем	1	4
21	а в	9	4
22	так как	6	4
23	вопрос о	5	4
24	это не	2	4
25	не только	12	4
26	в развитии	2	4
27	с помощью	1	4
28	как бы	3	4
29	нет и	2	4
30	если мы	1	4
31	в зависимости	1	4
32	их в	1	4
33	жизни и	4	4
34	вместе с	8	4
35	в целом	6	4
36	же это	1	4
37	в том	19	4
38	зависимости от	1	4
39	из них	16	4
40	мы видели	2	4
41	и к	2	3
42	и потому	1	3
43	на этой	1	3
44	с самого	3	3
45	уже в	9	3
46	то же	7	3
47	при этом	5	3
48	мы получаем	1	3
49	в два	1	3
50	поэтому мы	2	3
51	не в	8	3
52	а не	1	3
53	все это	7	3
54	как он	2	3
55	в одном	10	3
56	у нас	3	3
57	самого начала	2	3
58	в конце	7	3
59	так называемых	3	3
60	было бы	8	3
61	в первом	2	3
62	в этой	9	3
63	из двух	2	3
64	он в	1	3
65	и все	4	3
66	на две	3	3
67	в себе	3	3
68	следующим образом	1	3
69	ясно что	9	3
70	что она	3	3
71	он может	1	3
72	одна из	4	3
73	все же	7	3
74	при таком	1	3
75	в области	3	3
76	отличается от	1	3
77	отнюдь не	2	3
78	в нем	8	3
79	но в	6	3
80	еще не	7	3
81	с этим	5	2
82	о принципиальной	1	2
83	что в	12	2
84	этих двух	1	2
85	тем не	3	2
86	в самом	5	2
87	дает нам	1	2
88	совершенно не	1	2
89	каждая из	1	2
90	и что	2	2
91	для развития	1	2
92	отличие от	4	2
93	которой он	2	2
94	ее на	1	2
95	то и	3	2
96	с одной	5	2
97	в отличие	3	2
98	такого рода	6	2
99	в свою	2	2
100	из этих	5	2
101	в его	8	2
102	во всяком	4	2
103	мы знаем	5	2
104	не дает	1	2
105	в которую	1	2
106	еще более	2	2
107	то ни	4	2
108	что это	5	2
109	по мнению	2	2
110	из которых	5	2
111	только один	2	2
112	говорить о	3	2
113	на его	5	2
114	в науке	1	2
115	конечно в	1	2
116	вторая половина	1	2
117	в третьем	1	2
118	у него	6	2
119	для его	1	2
120	не могут	1	2
121	в виде	3	2
122	а на	2	2
123	первые два	1	2
124	и даже	5	2
125	возможность развития	1	2
126	как известно	4	2
127	в которой	9	2
128	но все	4	2
129	ни одна	2	2
130	же самое	2	2
131	как мы	5	2
132	тем же	2	2
133	и во	4	2
134	той же	3	2
135	могут быть	3	2
136	и будет	1	2
137	в таком	1	2
138	в нашем	2	2
139	не знаем	1	2
140	и они	1	2
141	что все	1	2
142	или иной	1	2
143	на этот	5	2
144	такой же	2	2
145	говорить об	1	2
146	на этом	3	2
147	роль в	2	2
148	не менее	6	2
149	приводит к	1	2
150	и по	6	2
151	из четырех	2	2
152	времени и	2	2
153	в и	3	2
154	в один	2	2
155	известных нам	1	2
156	каждого из	2	2
157	тот же	5	2
158	всяком случае	4	2
159	прошлого века	1	1
160	жизни но	1	1
161	во всех	4	1
162	к началу	1	1
163	которую можно	2	1
164	необходимость в	1	1
165	бы то	4	1
166	которые в	3	1
167	к которому	4	1
168	именно к	1	1
169	с новой	2	1
170	искать в	3	1
171	том случае	1	1
172	образом все	1	1
173	то он	1	1
174	человека в	2	1
175	чем же	2	1
176	не является	2	1
177	в данном	1	1
178	это конечно	1	1
179	до сих	3	1
180	все его	1	1
181	бы к	1	1
182	еще раз	1	1
183	и более	2	1
184	и плохо	1	1
185	та же	1	1
186	вытекает из	1	1
187	века с	1	1
188	в постановке	1	1
189	в действительности	4	1
190	опирается на	1	1
191	в любом	3	1
192	хотя конечно	1	1
193	возникновения и	1	1
194	действия в	1	1
195	от его	1	1
196	что иное	1	1
197	данном случае	1	1
198	в очень	1	1
199	ли это	2	1
200	не имеют	1	1
201	связи с	3	1
202	здесь нет	1	1
203	в самый	1	1
204	первом же	1	1
205	если в	3	1
206	три направления	1	1
207	мы уже	1	1
208	это как	1	1
209	почти не	2	1
210	с и	5	1
211	в первое	1	1
212	для ее	3	1
213	его с	2	1
214	идет о	5	1
215	в течение	5	1
216	да еще	2	1
217	на ее	2	1
218	его предшественниками	1	1
219	что уже	1	1
220	от всяких	1	1
221	одной стороны	5	1
222	и ни	1	1
223	одна и	1	1
224	мы имеем	1	1
225	и у	3	1
226	быть в	1	1
227	если у	2	1
228	в другом	5	1
229	а из	2	1
230	от конца	1	1
231	в древней	5	1
232	не стремится	1	1
233	совсем не	2	1
234	несмотря на	5	1
235	это только	1	1
236	в ней	2	1
237	из всех	2	1
238	друг на	1	1
239	ни было	4	1
240	элементов и	1	1
241	что эта	1	1
242	а может	1	1
243	хотя и	6	1
244	с другой	7	1
245	обычно на	1	1
246	и тогда	1	1
247	в этот	1	1
248	с ним	1	1
249	это уже	2	1
250	на которых	1	1
251	связей и	1	1
252	он не	5	1
253	и из	2	1
254	за собой	3	1
255	два основных	1	1
256	развития и	1	1
257	те же	1	1
258	между двумя	1	1
259	аналогии с	2	1
260	ее конец	1	1
261	путь для	1	1
262	а затем	4	1
263	в область	1	1
264	как у	1	1
265	совпадают с	1	1
266	только на	2	1
267	но они	2	1
268	и их	3	1
269	остановиться на	2	1
270	все что	3	1
271	не приходится	1	1
272	и та	1	1
273	какую бы	1	1
274	для своего	2	1
275	xix в	1	1
276	которых по	1	1
277	и при	1	1
278	в известном	2	1
279	силы в	1	1
280	на самом	1	1
281	одному и	1	1
282	здесь в	4	1
283	для них	2	1
284	требует новых	1	1
285	из нескольких	2	1
286	можно было	5	1
287	термин этот	1	1
288	и наиболее	1	1
289	ни в	9	1
290	появление в	1	1
291	новое время	3	1
292	делится на	1	1
293	и от	2	1
294	в начале	7	1
295	по отношению	5	1
296	еще в	9	1
297	утверждает что	1	1
298	роль играет	1	1
299	конечно не	1	1
300	и тот	1	1
301	и те	1	1
302	только в	6	1
303	в совершенно	1	1
304	углом зрения	1	1
305	все равно	1	1
306	начале нашего	1	1
307	различия между	1	1
308	же время	5	1
309	не случайно	1	1
310	так же	4	1
311	его в	6	1
312	то она	1	1
313	в обоих	3	1
314	с понятием	1	1
315	отметить что	1	1
316	себе в	1	1
317	в большинстве	2	1
318	без труда	1	1
319	должен был	1	1
320	с человеком	1	1
321	пример такого	1	1
322	в своих	2	1
323	не было	1	1
324	с его	4	1
325	один из	9	1
326	всегда и	1	1
327	в духе	3	1
328	легла в	1	1
329	на это	3	1
330	не более	2	1
331	если бы	4	1
332	не знает	1	1
333	или в	5	1
334	на которые	3	1
335	этого не	1	1
336	можно говорить	1	1
337	ни одного	2	1
338	в обратном	1	1
339	к одному	1	1
340	элемента в	1	1
341	наших дней	1	1
342	тридцати двух	1	1
343	и еще	5	1
344	путем и	1	1
345	новой силой	1	1
346	как их	1	1
347	что его	1	1
348	в пьесе	1	1
349	в эту	2	1
350	на такой	1	1
351	так называемый	1	1
352	для каждого	1	1
353	в споре	2	1
354	одного из	7	1
355	в данной	1	1
356	же как	3	1
357	именно та	1	1
358	по существу	1	1
359	сказать что	1	1
360	и эта	1	1
361	ведущие к	1	1
362	таких случаев	1	1
363	это сравнение	1	1
364	и начало	1	1
365	именно в	5	1
366	уже на	1	1
367	не составляют	1	1
368	такое же	1	1
369	времени не	1	1
370	представление о	3	1
371	отношению к	5	1
372	в основу	1	1
373	одной из	6	1
374	же мере	1	1
375	этого можно	1	1
376	различные роли	1	1
377	в своем	6	1
378	по аналогии	1	1
379	представители этого	1	1
380	уже знаем	1	1
381	этом смысле	2	1
382	в связи	3	1
383	в какой	2	1
384	работы в	1	1
385	одном случае	1	1
386	эти три	1	1
387	во всей	1	1
388	мы помним	1	1
389	этот раз	5	1
390	у читателя	1	1
391	же в	7	1
392	это что	1	1
393	том что	19	1
394	обоих случаях	3	1
395	он изображен	1	1
396	до наших	1	1
397	рядом с	1	1
398	в мире	3	1
399	и прежде	1	1
400	на эту	1	1
401	дома и	1	1
402	жизни в	1	1
403	но не	3	1
404	так в	6	1
405	нельзя сказать	1	1
406	но если	4	1
407	здесь и	2	1
408	они не	1	1
409	к концу	3	1
410	по себе	2	1
411	не имеет	1	1
412	к этому	8	1
413	все более	4	1
414	там где	1	1
415	в то	14	1
416	и только	1	1
417	по своим	1	1
418	те явления	1	1
419	по его	2	1
420	за все	1	1
421	ли он	1	1
422	этой области	2	1
423	древней греции	1	1
424	и следовательно	2	1
425	иначе его	1	1
426	или нет	1	1
427	нет никаких	1	1
428	но это	2	1
429	независимо от	5	1
430	когда в	3	1
431	но уже	1	1
432	и для	4	1
433	природой и	1	1
434	с ее	2	1
435	может вызывать	1	1
436	для их	3	1
437	таким же	1	1
438	не что	1	1
439	и это	3	1
440	того же	4	1
441	все время	2	1
442	нет в	1	1
443	и если	2	1
444	не принимает	1	1
445	должен быть	1	1
446	он с	1	1
447	и его	17	1
448	чем отличается	1	1
449	и особенно	7	1
450	следует не	1	1
451	вовсе не	3	1
452	мере в	1	1
453	жизни к	1	1
454	о том	12	1
455	сих пор	3	1
456	образом на	1	1
457	иное как	1	1
458	в новое	2	1
459	без помощи	1	1
460	современная наука	1	1
461	и нет	1	1
462	но конечно	1	1
463	к нему	5	1
464	той или	1	1
465	могли быть	2	1
466	а потом	1	1
