N	2gram	Bakhtin_Pr	Myshleni
1	в том	17	195
2	в этом	40	167
3	то что	21	166
4	и в	59	162
5	том что	15	161
6	в развитии	1	151
7	таким образом	22	147
8	точки зрения	36	143
9	с помощью	1	131
10	что в	14	119
11	не только	26	116
12	того что	4	109
13	в процессе	4	101
14	так же	10	100
15	и речи	1	96
16	потому что	20	95
17	того чтобы	5	91
18	может быть	38	89
19	с точки	21	89
20	что он	16	86
21	не может	31	81
22	как и	21	79
23	для того	3	78
24	так как	11	78
25	и не	66	78
26	только в	15	75
27	в целом	8	74
28	как мы	10	72
29	но и	22	70
30	заключается в	3	67
31	в его	44	67
32	сказать что	9	65
33	как бы	40	64
34	вместе с	2	62
35	и что	2	60
36	было бы	10	60
37	в качестве	1	60
38	то же	15	58
39	в основе	6	58
40	мышления в	1	56
41	в отношении	3	55
42	могли бы	3	54
43	что мы	2	53
44	в самом	19	52
45	по сравнению	2	51
46	в сущности	11	51
47	мы должны	6	50
48	к тому	1	49
49	что они	3	48
50	тем что	5	48
51	мы можем	3	48
52	тогда когда	2	47
53	мы не	3	47
54	сравнению с	2	46
55	если бы	12	46
56	по отношению	17	45
57	но не	13	45
58	с другой	3	45
59	в мышлении	1	44
60	же как	5	43
61	тем самым	3	43
62	тому что	3	42
63	как это	2	42
64	отношению к	17	42
65	не является	2	41
66	о том	5	40
67	по своей	1	40
68	никогда не	19	39
69	говорит он	9	39
70	с одной	1	39
71	так и	13	39
72	мы видели	3	38
73	в области	3	38
74	и к	5	37
75	вопрос о	4	37
76	если мы	1	37
77	мы видим	5	37
78	не в	10	37
79	в этой	5	37
80	с самого	3	36
81	в своем	12	36
82	речи как	1	36
83	все эти	12	36
84	самого начала	4	36
85	как в	10	36
86	а не	30	36
87	и его	21	36
88	того же	1	35
89	с другом	4	35
90	можно было	5	35
91	в себе	9	35
92	в которой	6	35
93	и т.д	2	35
94	друг с	4	35
95	он не	11	35
96	для себя	5	35
97	связи с	1	34
98	и как	10	34
99	приводит к	4	34
100	прежде всего	17	33
101	при этом	5	33
102	по себе	13	33
103	мысли к	1	33
104	именно в	8	32
105	и на	15	32
106	той же	7	32
107	что оно	2	32
108	же самое	1	32
109	что и	10	32
110	и тем	2	32
111	но в	7	32
112	слова и	2	32
113	развития в	1	31
114	все же	9	31
115	из того	1	31
116	и то	1	31
117	мысли и	5	30
118	этом отношении	7	30
119	этого слова	3	29
120	между тем	5	29
121	могут быть	5	29
122	от того	4	29
123	с этим	2	28
124	самом деле	9	28
125	к слову	1	28
126	только что	3	27
127	с этой	1	27
128	в результате	6	27
129	другой стороны	3	27
130	этом случае	1	27
131	в то	15	27
132	и с	10	27
133	в своей	17	27
134	что все	5	27
135	перед нами	8	27
136	в их	5	26
137	что это	1	26
138	для него	23	26
139	мысли в	2	26
140	в частности	2	26
141	в чем	2	25
142	что она	6	25
143	еще не	11	25
144	уже в	9	25
145	все это	12	25
146	можно сказать	3	25
147	только не	1	25
148	мы уже	4	25
149	это не	13	25
150	в смысле	4	24
151	тот же	4	24
152	понятия и	1	24
153	зависимости от	5	24
154	в сфере	4	24
155	на этот	2	24
156	того как	1	24
157	в какой	2	24
158	так что	3	24
159	что эта	1	24
160	в нем	38	24
161	в слове	1	24
162	как уже	1	24
163	в высшей	2	24
164	друг друга	10	23
165	этот вопрос	3	23
166	бы в	7	23
167	ни в	5	23
168	как он	5	23
169	связи между	1	23
170	слова в	4	23
171	во всяком	5	22
172	не могут	6	22
173	то время	3	22
174	смысле этого	2	22
175	в известном	1	22
176	в зависимости	5	22
177	отношения между	3	22
178	высшей степени	2	22
179	мыслью и	1	22
180	между ними	4	21
181	к этому	6	21
182	же точно	1	21
183	и следовательно	7	21
184	и ее	5	21
185	с таким	1	21
186	в нашем	3	21
187	его в	6	21
188	все время	4	21
189	в свете	4	21
190	показать что	1	21
191	там где	12	21
192	и все	4	21
193	не имеет	2	21
194	в истории	3	21
195	в сознании	4	21
196	ее в	2	21
197	и более	2	21
198	отношение к	4	21
199	в пользу	1	20
200	в виду	2	20
201	не менее	3	20
202	в котором	6	20
203	в другом	1	20
204	к которому	1	20
205	из них	8	20
206	время как	2	20
207	речь и	1	20
208	из этих	2	20
209	на вопрос	2	20
210	и других	8	20
211	а в	9	20
212	едва ли	1	20
213	как раз	9	20
214	на этом	1	20
215	должно быть	4	20
216	по существу	5	20
217	и их	7	20
218	во всех	8	19
219	а с	4	19
220	и по	4	19
221	один из	4	19
222	но если	1	19
223	независимо от	1	19
224	в данном	3	19
225	для других	2	19
226	в той	9	19
227	мы и	2	19
228	словом и	2	19
229	как на	4	19
230	с ним	13	19
231	в себя	3	19
232	мы говорили	1	19
233	из которых	3	19
234	во всем	1	18
235	во всей	2	18
236	одного и	2	18
237	но это	7	18
238	в отличие	3	18
239	и другое	1	18
240	отличие от	3	18
241	этом смысле	12	18
242	всяком случае	3	18
243	чем в	3	18
244	от мысли	1	18
245	в этих	5	17
246	в своих	5	17
247	их в	8	17
248	казалось бы	1	17
249	от внешней	1	17
250	в одном	14	17
251	я не	7	17
252	не есть	2	17
253	сих пор	3	17
254	и той	1	17
255	до сих	3	17
256	мысль не	3	17
257	в свою	1	17
258	в совершенно	2	17
259	тем же	1	17
260	до конца	11	17
261	и для	5	17
262	для этого	4	17
263	все что	6	17
264	нами в	5	17
265	и того	1	17
266	у него	9	17
267	этой точки	3	17
268	ту же	1	17
269	и от	3	17
270	и есть	6	17
271	то и	2	17
272	совпадает с	3	17
273	обе эти	1	17
274	интересующей нас	1	17
275	и только	2	17
276	и другие	4	16
277	одной и	1	16
278	в которых	2	16
279	слово и	1	16
280	из основных	1	16
281	бы сказать	1	16
282	значение в	1	16
283	мы имеем	2	16
284	вовсе не	13	16
285	к одному	1	16
286	такой же	1	16
287	которые не	1	16
288	и даже	4	16
289	между отдельными	2	16
290	по поводу	2	16
291	то в	1	16
292	в мысли	1	16
293	для нас	3	16
294	которые в	2	16
295	которую мы	1	16
296	тому как	5	16
297	таким же	4	16
298	является в	1	15
299	в них	5	15
300	от этого	2	15
301	и это	5	15
302	и является	1	15
303	подобно тому	5	15
304	со всеми	1	15
305	что если	4	15
306	данном случае	3	15
307	тем более	2	15
308	хотя бы	5	15
309	в начале	3	15
310	те же	3	15
311	отличается от	3	15
312	к мысли	1	15
313	но как	4	15
314	известном смысле	1	15
315	ничего не	8	15
316	вообще не	1	15
317	как она	2	15
318	является не	3	15
319	который мы	2	15
320	по этому	2	15
321	уже говорили	2	14
322	одно и	1	14
323	точка зрения	14	14
324	что у	5	14
325	его мысли	1	14
326	что для	4	14
327	точку зрения	9	14
328	из этого	1	14
329	и здесь	5	14
330	со всей	2	14
331	одним из	11	14
332	одной из	1	14
333	он должен	1	14
334	от друга	2	14
335	не можем	1	14
336	который в	2	14
337	друг от	2	14
338	значение для	2	14
339	и во	2	14
340	с его	14	14
341	об этом	4	14
342	в действительности	1	13
343	с другими	11	13
344	его к	4	13
345	в основном	2	13
346	смысле слова	1	13
347	к его	1	13
348	они не	5	13
349	но на	2	13
350	в виде	1	13
351	другом месте	1	13
352	на его	7	13
353	она не	9	13
354	человека и	2	13
355	точно так	2	13
356	но все	8	13
357	этой проблемы	1	13
358	по самой	1	13
359	с ней	1	13
360	в состоянии	1	13
361	лишь в	4	13
362	стороны и	1	13
363	благодаря этому	2	13
364	с которыми	2	12
365	к другу	4	12
366	даже в	7	12
367	на первый	1	12
368	только на	1	12
369	том чтобы	1	12
370	нашей работы	1	12
371	но он	3	12
372	ясно что	1	12
373	функции в	1	12
374	за пределы	10	12
375	к другому	2	12
376	с их	9	12
