N	2gram	Bakhtin_Pr	Komedia
1	и в	83	77
2	и не	41	47
3	в том	22	44
4	том что	9	42
5	о том	3	33
6	аттической комедии	1	32
7	но и	16	32
8	может быть	23	30
9	из них	7	29
10	таким образом	9	29
11	в то	8	28
12	v в	1	28
13	и его	13	28
14	в этом	24	27
15	потому что	9	27
16	что он	6	26
17	молодого человека	1	26
18	к тому	2	26
19	тому же	3	25
20	не только	14	25
21	вместе с	5	25
22	так как	12	24
23	как и	13	23
24	ни в	4	23
25	в доме	1	23
26	что в	5	23
27	в самом	7	22
28	что и	4	22
29	если бы	1	22
30	то же	10	21
31	в конце	5	21
32	так и	9	21
33	а в	4	21
34	в его	15	20
35	к этому	5	19
36	во время	1	19
37	со стороны	1	19
38	в этой	3	18
39	тем что	2	17
40	же время	8	17
41	в нем	21	17
42	и здесь	4	17
43	еще не	10	17
44	при этом	6	16
45	все же	3	16
46	не менее	4	16
47	у него	5	16
48	сих пор	8	16
49	до нас	3	16
50	он не	5	16
51	и сам	1	16
52	до сих	8	16
53	тот же	2	16
54	не в	10	15
55	в своем	2	15
56	точки зрения	17	15
57	его в	4	15
58	в которой	2	15
59	на себя	3	15
60	между тем	2	15
61	один из	7	15
62	и на	27	15
63	было бы	6	15
64	прежде всего	20	15
65	и с	10	14
66	на протяжении	5	14
67	столь же	1	14
68	к нему	3	14
69	в свою	1	14
70	все это	11	14
71	ли не	1	14
72	об этом	3	14
73	о чем	2	13
74	в них	4	13
75	в одном	4	13
76	что она	2	13
77	того же	5	13
78	как раз	6	13
79	мы можем	9	13
80	в двух	3	13
81	так что	1	13
82	то что	14	13
83	но в	12	13
84	в котором	8	12
85	для того	1	12
86	так же	4	12
87	с другой	4	12
88	несмотря на	3	12
89	хотя и	10	12
90	в качестве	1	12
91	как это	2	12
92	комедии и	1	12
93	из которых	2	12
94	как в	10	12
95	уже в	3	12
96	в истории	4	12
97	нового времени	8	12
98	в начале	2	12
99	не может	18	12
100	но не	9	12
101	и даже	5	11
102	по отношению	6	11
103	наряду с	6	11
104	опять же	1	11
105	с ним	3	11
106	как мы	12	11
107	на этот	1	11
108	и для	5	11
109	в их	7	11
110	в частности	1	11
111	к ней	3	11
112	одного из	1	11
113	с этим	3	10
114	он был	1	10
115	на него	2	10
116	тут же	1	10
117	к себе	8	10
118	в чем	1	10
119	как бы	27	10
120	и что	3	10
121	в отношении	3	10
122	и все	14	10
123	одной из	6	10
124	в глазах	1	10
125	с его	4	10
126	ничего не	8	10
127	хоть и	1	10
128	мы не	7	10
129	на его	4	10
130	тем более	2	10
131	что касается	2	10
132	еще в	1	10
133	отношение к	14	10
134	в целом	3	10
135	все что	1	9
136	но все	1	9
137	в своей	5	9
138	говорить о	2	9
139	и еще	2	9
140	тому что	1	9
141	время как	1	9
142	только в	10	9
143	друг друга	7	9
144	в тех	2	9
145	даже не	1	9
146	о его	1	9
147	и по	5	9
148	независимо от	1	9
149	из его	1	9
150	в образе	3	9
151	того как	4	9
152	с участием	1	9
153	а также	4	9
154	вовсе не	12	9
155	отличие от	1	9
156	в ней	8	9
157	и особенно	3	9
158	отношению к	5	9
159	с этой	1	8
160	а затем	5	8
161	другой стороны	3	8
162	что ни	1	8
163	то это	4	8
164	древней аттической	1	8
165	не было	5	8
166	не знает	8	8
167	бы в	2	8
168	во всех	15	8
169	можно было	2	8
170	что для	1	8
171	в которых	2	8
172	да и	3	8
173	связи с	1	8
174	по своему	6	8
175	и других	12	8
176	с самого	4	8
177	как он	4	8
178	при всем	3	8
179	и ее	8	8
180	место в	3	8
181	и к	13	7
182	мы найдем	4	7
183	дело с	1	7
184	в результате	2	7
185	в этих	8	7
186	равно как	1	7
187	если в	2	7
188	во всяком	2	7
189	вопрос о	1	7
190	хотя бы	6	7
191	в другом	1	7
192	в руках	1	7
