N	2gram	Losev_Dial	KulturaY
1	и т	41	143
2	т е	72	102
3	т п	1	93
4	и в	34	84
5	в том	17	74
6	потому что	21	68
7	не только	35	60
8	точки зрения	43	59
9	в этом	14	57
10	было бы	13	53
11	и не	50	52
12	может быть	30	47
13	что в	12	44
14	том что	18	44
15	того чтобы	1	44
16	т д	38	42
17	в самом	9	41
18	для того	4	41
19	у нас	7	38
20	хотя бы	9	37
21	самом деле	7	37
22	так как	12	36
23	с точки	25	36
24	таким образом	14	33
25	а не	39	33
26	если бы	10	32
27	не в	11	30
28	и пр	16	30
29	в его	6	30
30	прежде всего	20	30
31	все же	4	29
32	не менее	11	28
33	того что	22	28
34	все эти	4	28
35	уже не	9	26
36	в силу	5	26
37	то что	25	25
38	вовсе не	18	25
39	не может	29	25
40	вопрос о	9	24
41	с другой	5	24
42	еще не	7	24
43	то же	9	23
44	только в	10	23
45	так и	11	23
46	тем не	10	21
47	по себе	31	20
48	во всяком	5	20
49	и что	21	20
50	но и	14	20
51	тем что	5	19
52	о том	11	19
53	обстоятельство что	1	19
54	что он	18	19
55	зависимости от	4	19
56	что же	12	19
57	всяком случае	3	19
58	но в	3	19
59	то обстоятельство	1	19
60	и с	10	18
61	с тем	4	18
62	к тому	4	18
63	в сущности	10	18
64	в качестве	1	18
65	связи с	3	18
66	вместе с	3	18
67	как бы	19	18
68	все это	13	18
69	можно говорить	2	17
70	другой стороны	4	17
71	как это	8	17
72	что это	20	17
73	слова и	1	17
74	как раз	11	17
75	это не	13	17
76	в виду	12	16
77	в зависимости	3	16
78	что и	8	16
79	что не	8	16
80	тот же	1	16
81	ничего не	29	16
82	но не	3	16
83	при этом	7	15
84	именно в	5	15
85	в данном	6	15
86	как на	6	15
87	в нашем	1	15
88	не было	6	15
89	и тем	3	15
90	ни к	3	15
91	целый ряд	3	15
92	только потому	4	15
93	того как	2	15
94	а в	3	15
95	должно быть	7	15
96	в них	6	14
97	и на	6	14
98	сказать что	7	14
99	хотя и	9	14
100	что такое	25	14
101	в связи	3	14
102	я не	11	14
103	сих пор	1	14
104	в ней	4	14
105	до сих	1	14
106	если мы	5	14
107	как мы	4	14
108	мы имеем	3	14
109	также и	6	14
110	что она	13	13
111	крайней мере	10	13
112	в этой	3	13
113	там где	1	13
114	не могут	6	13
115	в которых	1	13
116	по крайней	10	13
117	той же	6	13
118	для нас	2	13
119	это и	12	13
120	по существу	2	13
121	слово это	1	13
122	в пределах	1	13
123	и его	8	13
124	с этой	7	12
125	говорить о	13	12
126	в результате	7	12
127	но также	1	12
128	ясно что	16	12
129	а только	2	12
130	вопроса о	1	12
131	этот вопрос	1	12
132	могут быть	5	12
133	тогда когда	9	12
134	как в	2	12
135	речь в	1	12
136	однако не	2	12
137	для этого	3	12
138	те же	1	11
139	должен быть	1	11
140	в своем	7	11
141	на себе	4	11
142	он не	8	11
143	в нем	7	11
144	и здесь	3	11
145	должна быть	11	11
146	и то	7	11
147	еще и	2	11
148	совершенно не	6	11
149	из этих	5	11
150	и если	5	11
151	этом отношении	2	11
152	в их	2	11
153	или иной	4	11
154	в особенности	9	10
155	в первом	2	10
156	как и	14	10
157	речь идет	1	10
158	так же	7	10
159	конечно не	6	10
160	к этому	3	10
161	несмотря на	2	10
162	бы в	5	10
163	ту же	1	10
164	этом смысле	1	10
165	не просто	20	10
166	в общем	1	10
167	в то	9	10
168	со стороны	5	10
169	в каком	9	10
170	с этим	4	10
171	они не	3	10
172	бы и	2	10
173	тем более	5	10
174	того или	6	10
175	тех же	2	10
176	в нашей	1	10
177	тем самым	3	10
178	от того	9	10
179	в своей	4	9
180	можно сказать	5	9
181	что все	16	9
182	в которой	1	9
183	но для	3	9
184	очевидно что	1	9
185	здесь не	2	9
186	мы говорим	4	9
187	и есть	24	9
188	или иного	3	9
189	ни в	20	9
190	не имеет	18	9
191	что мы	10	9
192	не потому	2	9
193	но это	10	9
194	и для	5	9
195	и вот	13	9
196	то мы	3	9
197	ли не	1	9
198	на то	5	9
199	в этих	3	8
200	но все	1	8
201	что они	2	8
202	по преимуществу	2	8
203	с одной	4	8
204	тому же	2	8
205	в таком	15	8
206	тому что	5	8
207	не есть	95	8
208	в чем	11	8
209	смысл и	2	8
210	в своих	3	8
211	отнюдь не	16	8
212	а потому	1	8
213	был бы	2	8
214	е как	2	8
215	заключается в	3	8
216	да и	4	8
217	то и	5	8
218	тех пор	3	8
219	только тогда	7	8
220	что я	3	8
221	с его	7	8
222	независимо от	3	8
223	на самом	2	8
224	и как	13	8
225	об этом	8	8
226	мере в	3	8
227	не говоря	6	8
228	в частности	3	8
229	далеко не	1	8
230	и о	9	8
231	же в	2	8
232	само по	8	8
233	что на	3	8
234	же и	2	7
235	например в	3	7
236	а именно	7	7
237	казалось бы	1	7
238	всякого рода	1	7
239	нам не	1	7
240	в котором	2	7
241	пор пока	1	7
242	в одном	3	7
243	была бы	5	7
244	о слове	1	7
245	указать на	1	7
246	на том	1	7
247	внимание на	1	7
248	при чем	1	7
249	во внимание	5	7
250	учение о	11	7
251	не значит	5	7
252	одной стороны	3	7
253	в процессе	2	7
254	и должно	1	7
255	с ним	3	7
256	никак не	3	7
257	но вот	3	7
258	как о	6	7
259	с ними	3	7
260	в слове	3	7
261	и более	1	7
262	когда мы	3	7
263	идет о	1	7
264	в истории	7	7
265	как например	2	7
266	на этот	1	7
267	в самой	1	7
268	все равно	5	7
269	есть в	4	7
270	нисколько не	4	7
271	и потому	6	7
272	до тех	1	7
273	она не	10	7
274	не знает	4	7
275	когда он	3	7
276	только как	7	7
277	как он	4	7
278	были бы	2	6
279	говоря уже	6	6
280	только что	7	6
281	даже в	1	6
282	в корне	1	6
283	отличается от	9	6
284	не всегда	3	6
285	уже о	7	6
286	о них	1	6
287	можно ли	6	6
288	вообще и	1	6
289	что как	1	6
290	что именно	10	6
291	именно с	1	6
292	она есть	17	6
293	гораздо более	1	6
294	мы знаем	3	6
295	в ее	5	6
296	прежде чем	2	6
297	и именно	1	6
298	от этого	5	6
299	той или	3	6
300	на этом	3	6
301	должны быть	7	6
302	за пределы	3	6
303	однако что	2	6
304	то или	4	6
305	или иное	4	6
306	е в	4	6
307	не на	7	6
308	оно не	7	6
309	если не	3	6
310	этой точки	4	6
311	но только	7	6
312	перед нами	5	6
313	а если	5	6
314	что если	5	6
315	же время	5	6
316	в отличие	1	6
317	в сфере	3	6
318	свое время	1	6
319	в свое	1	6
320	в себе	8	6
321	что оно	9	6
322	данном случае	3	6
323	мы не	11	6
324	что с	2	6
325	или в	4	6
326	этого не	2	6
327	то это	9	6
328	если и	1	6
329	как будто	3	6
330	что эти	1	6
331	это конечно	2	6
332	отличие от	2	6
333	что значит	1	6
334	дело не	2	6
335	не с	1	6
336	говоря о	3	6
337	только то	2	6
338	чтобы не	4	6
339	это только	1	6
340	как к	2	6
341	на себя	3	6
342	же это	4	6
343	в каком-то	1	6
344	и к	5	5
345	очень много	3	5
346	говорить и	2	5
347	думаю что	1	5
348	не как	1	5
349	нас в	3	5
350	то не	2	5
351	но что	11	5
352	и даже	21	5
353	более или	1	5
354	в духе	1	5
355	даже и	9	5
356	доказать что	1	5
357	превращается в	6	5
358	и еще	1	5
359	ни одного	2	5
360	кроме того	8	5
361	точка зрения	5	5
362	не то	3	5
363	никогда не	9	5
364	и он	3	5
365	к себе	1	5
366	чем в	2	5
367	как же	9	5
368	живет и	1	5
369	в конце	2	5
370	я и	2	5
371	и у	3	5
372	у него	2	5
373	здесь как	1	5
374	но как	3	5
375	из предыдущего	1	5
376	слово есть	1	5
377	и является	2	5
378	бы уже	1	5
379	так что	11	5
380	всех этих	3	5
381	одного и	1	5
382	не так	1	5
383	смысле слова	1	5
384	и при	4	5
385	в область	2	5
386	из того	2	5
387	в отношении	1	5
388	конечно и	2	5
389	о котором	4	5
390	то он	1	5
391	быть не	3	5
392	и тогда	6	5
393	переход от	1	5
394	но если	11	5
395	только о	4	5
396	на вопрос	1	5
397	бы на	1	5
398	а это	2	5
399	о нем	6	5
400	и от	4	5
401	мы находим	5	5
402	но с	1	5
403	слово в	2	5
404	так в	2	5
405	по своему	2	5
406	или менее	1	5
407	это так	2	5
408	только не	10	5
409	в конечном	1	5
410	и их	1	5
411	мы должны	1	5
412	учения о	2	5
413	как не	4	5
414	пр и	2	5
415	или иначе	2	5
416	лишь как	4	5
417	что можно	2	5
418	отношение к	1	5
419	в каких	2	5
420	и только	6	5
421	не надо	3	5
422	есть не	11	5
423	хочу сказать	2	4
424	в возможности	4	4
425	мы и	4	4
426	перед собою	1	4
427	или иных	2	4
428	о чем	2	4
429	одно из	8	4
430	говорить что	4	4
431	как они	1	4
432	как об	1	4
433	представление о	3	4
434	конечном счете	1	4
435	само собою	1	4
436	как только	5	4
437	и где	2	4
438	ответить на	1	4
439	к этой	2	4
440	не сделал	1	4
441	е о	3	4
442	вот почему	3	4
443	точно так	3	4
444	есть продукт	1	4
445	уже и	3	4
446	так мы	1	4
447	и далее	1	4
448	всего этого	2	4
449	именно так	2	4
450	быть в	4	4
451	к которому	1	4
452	как я	2	4
453	что даже	2	4
454	здесь идет	1	4
455	не мог	3	4
456	и становится	2	4
457	из них	4	4
458	к нему	4	4
459	всего в	2	4
460	не говорят	3	4
461	но еще	2	4
462	значит не	1	4
463	его в	2	4
464	совершенно ясно	2	4
465	но он	3	4
466	не о	6	4
467	не говорит	6	4
468	будто бы	1	4
469	это есть	19	4
470	но ведь	2	4
471	между ними	1	4
472	же как	4	4
473	о которых	1	4
474	себе и	1	4
475	и это	12	4
476	в смысле	4	4
477	мы можем	3	4
478	отнестись к	1	4
479	данный момент	2	4
480	ли это	1	4
481	в лучшем	2	4
482	сюда же	2	4
483	не дает	1	4
484	или же	3	4
485	если же	8	4
486	тот или	2	4
487	что для	5	4
488	и все	17	4
489	же мы	5	4
490	и по	2	4
491	а главное	2	4
492	однако и	1	4
493	утверждать что	6	4
494	во втором	1	4
495	уже на	1	4
496	как таковой	6	4
497	для каждой	1	4
498	мы приходим	1	4
499	то в	5	4
500	это уже	2	4
501	сам по	6	4
502	из которых	4	4
503	уяснить себе	1	4
504	так или	2	4
505	на месте	1	4
506	отношения к	4	4
507	я хочу	2	4
508	который не	2	4
509	в известном	1	4
510	я говорю	2	4
511	все они	1	4
512	ни на	5	4
513	не имеют	2	4
514	не должно	2	4
515	по сравнению	1	4
516	именно на	1	4
517	не понимает	1	4
518	для меня	2	4
519	обе эти	1	4
520	он есть	7	4
521	мог бы	2	4
522	именно этот	1	4
523	на который	1	4
524	однако в	1	4
525	точку зрения	1	4
526	д и	8	4
527	этого термина	1	4
528	как нельзя	3	4
529	поэтому что	1	4
530	но на	2	4
531	что так	1	4
532	указание на	1	4
533	в виде	11	4
534	что ничего	1	4
535	понимать как	4	4
536	и без	4	4
537	последнее время	2	4
538	на все	1	4
539	в такой	1	4
540	сразу же	2	4
541	в условиях	2	4
542	вопросе о	2	4
543	поскольку она	1	4
544	бы например	1	4
545	в науке	3	4
546	но дело	1	4
547	что поскольку	1	4
548	для самого	1	4
549	такой же	1	4
550	говорить об	2	4
551	говорить лишь	1	4
552	не более	1	4
553	не к	1	4
554	а то	2	4
555	это на	1	3
556	мы наблюдаем	1	3
557	все что	3	3
558	есть вещь	1	3
559	случае в	1	3
560	факты и	4	3
561	то тем	2	3
562	можно и	6	3
563	тех кто	1	3
564	в некоторых	3	3
565	и говорить	3	3
566	вопрос об	3	3
567	чтобы в	1	3
568	помнить что	2	3
569	жизнь в	2	3
570	все дело	1	3
571	из самых	3	3
572	именно о	3	3
573	из всего	1	3
574	не сказано	1	3
575	мы получаем	1	3
576	давно уже	1	3
577	в собственном	3	3
578	мы сразу	1	3
579	на точку	1	3
580	в это	4	3
