N	2gram	Vygotskiy_	Morfolog
1	и т	1	62
2	может быть	19	61
3	т д	1	60
4	и пр	2	45
5	таким образом	39	26
6	могут быть	5	21
7	так как	11	20
8	мы имеем	2	19
9	не может	16	19
10	в этом	32	18
11	в этих	3	17
12	представляет собой	13	17
13	и в	37	17
14	представляют собой	2	16
15	и не	15	16
16	мы видим	7	15
17	перед нами	7	14
18	с этим	8	14
19	прежде всего	12	14
20	по существу	8	13
21	при помощи	2	12
22	связи с	7	12
23	и др	5	12
24	а не	5	11
25	заметить что	3	11
26	что в	25	10
27	то же	12	10
28	а затем	5	10
29	вопрос о	11	10
30	мы увидим	3	10
31	не всегда	1	10
32	но если	3	10
33	в том	47	10
34	так и	12	10
35	что и	3	10
36	в связи	3	10
37	то что	32	10
38	все же	6	9
39	с другой	16	9
40	но и	23	9
41	не только	29	8
42	в результате	7	8
43	имеем в	1	8
44	мы не	13	8
45	в качестве	12	8
46	но не	6	8
47	в тех	2	8
48	а в	4	8
49	как мы	11	8
50	один из	3	7
51	и здесь	1	7
52	не могут	1	7
53	не менее	1	7
54	том что	42	7
55	потому что	11	7
56	по отношению	12	7
57	наряду с	3	7
58	точки зрения	49	7
59	как это	6	7
60	тем не	1	7
61	образом мы	2	7
62	а также	1	7
63	отношению к	11	7
64	и другие	1	6
65	подобно тому	2	6
66	о том	14	6
67	большей частью	1	6
68	как бы	16	6
69	увидим ниже	2	6
70	это не	5	6
71	с точки	34	6
72	в нашем	3	6
73	или в	2	6
74	и как	7	6
75	вовсе не	5	6
76	во всех	4	6
77	если мы	8	6
78	также и	2	6
79	в форме	1	6
80	во время	1	6
81	в море	2	5
82	из которых	6	5
83	другой стороны	10	5
84	в первом	2	5
85	вслед за	3	5
86	что он	16	5
87	как в	7	5
88	со стороны	4	5
89	то это	2	5
90	это явление	1	5
91	хотя бы	7	5
92	было бы	12	5
93	к тому	10	5
94	ничего не	6	5
95	что они	5	5
96	не будем	1	5
97	хотя и	2	5
98	то мы	1	5
99	тому что	6	5
100	учение о	4	5
101	ясно что	2	5
102	все эти	6	5
103	одна из	1	5
104	между собой	5	5
105	на его	1	5
106	об этом	6	5
107	в других	2	5
108	там где	8	5
109	мы можем	11	5
110	тому как	3	5
111	между тем	10	5
112	он не	11	5
113	главным образом	2	5
114	в ходе	9	5
115	в целом	29	5
116	и ее	9	5
117	раньше чем	3	5
118	и к	9	4
119	смысле слова	6	4
120	в некоторых	1	4
121	есть и	1	4
122	на этом	3	4
123	нами в	3	4
124	как и	20	4
125	самом деле	8	4
126	но все	3	4
127	показать что	7	4
128	тем что	7	4
129	уже не	2	4
130	еще не	1	4
131	не является	16	4
132	тех же	3	4
133	входит в	1	4
134	того чтобы	23	4
135	быть названо	1	4
136	говорить о	4	4
137	так же	18	4
138	и наоборот	1	4
139	быть отнесен	1	4
140	сказать что	16	4
141	следующим образом	2	4
142	на него	3	4
143	на котором	1	4
144	и для	3	4
145	из них	4	4
146	но в	9	4
147	к началу	1	4
148	несмотря на	6	4
