N	3gram	Tiupa_Vved	Problemy
1	то же время	4	26
2	в то же	5	26
3	по отношению к	11	18
4	в этом смысле	1	16
5	на самом деле	4	15
6	не может быть	6	14
7	но в то	1	11
8	в пределах одного	1	11
9	в самом деле	2	9
10	с другой стороны	2	9
11	с самого начала	1	9
12	с самим собой	1	9
13	во всяком случае	3	9
14	в том что	10	8
15	и не может	1	8
16	и в то	1	7
17	как раз и	1	7
18	как бы в	2	7
19	и в этом	1	7
20	в отличие от	11	6
21	не входит в	2	6
22	к чужому слову	1	6
23	как и все	1	6
24	в той или	1	5
25	в зависимости от	1	5
26	к тому же	6	5
27	в высшей степени	2	5
28	той или иной	4	5
29	по крайней мере	1	5
30	а не как	1	5
31	подобно тому как	3	5
32	можно было бы	2	5
33	но на самом	1	5
34	к тому чтобы	1	4
35	он не может	1	4
36	тем не менее	3	4
37	друг на друга	2	4
38	сами по себе	1	4
39	более или менее	2	4
40	само по себе	1	4
41	и прежде всего	1	4
42	как если бы	1	4
43	во внутреннем диалоге	1	4
44	о том что	6	4
45	как и в	2	4
46	в этом отношении	7	4
47	хотя и не	2	4
48	как и у	2	4
49	все то что	1	3
50	в той же	1	3
51	можно сказать что	1	3
52	потому что она	1	3
53	и то же	1	3
54	но при этом	3	3
55	в настоящее время	1	3
56	в данном случае	15	3
57	все без исключения	1	3
58	на то что	2	3
59	большей или меньшей	1	3
60	и в самом	1	3
61	но и не	1	3
62	того и другого	1	3
63	слова и мысли	1	3
64	все же не	1	3
65	чужого слова в	1	3
66	как мы видели	3	3
67	одно и то	1	3
68	и это не	1	3
69	в этом случае	1	3
70	как мы увидим	1	3
71	мы должны были	1	2
72	как будто бы	3	2
73	для этого необходимо	1	2
74	или иной степени	1	2
75	то что он	1	2
76	и в другом	1	2
77	в том же	1	2
78	для того чтобы	1	2
79	никогда не может	1	2
80	в свою очередь	5	2
81	дело в том	1	2
82	друг от друга	2	2
83	с оглядкой на	1	2
84	как бы не	1	2
85	по мере усиления	1	2
86	но только в	1	2
87	в том или	1	2
88	в нем не	1	2
89	но не в	1	2
90	но в этом	1	2
91	а не в	1	2
92	то же самое	2	2
93	на этот раз	2	2
94	к тому что	1	2
95	но это не	1	2
96	он как раз	1	2
97	в этих случаях	2	2
98	в одном из	1	2
99	не столько в	2	2
100	в этом рассказе	1	2
101	точка зрения как	1	2
102	в пределы одного	1	2
103	что же касается	2	2
104	пределы одного сознания	1	2
105	и тотчас же	1	2
106	в значительной степени	2	2
107	и та же	1	2
108	из братьев карамазовых	1	2
109	не только в	3	2
110	во всей его	1	2
111	же как и	1	2
112	у него нет	1	2
113	одна и та	1	2
114	в этом последнем	1	2
115	прежде всего в	1	2
116	если бы он	1	2
117	так же как	1	1
118	потому что я	1	1
119	благодаря тому что	1	1
120	и в жизни	2	1
121	одной стороны и	3	1
122	внешне но и	2	1
123	так и к	1	1
124	в этом направлении	2	1
125	но и по	1	1
126	и даже не	1	1
127	своем собственном мире	1	1
128	не могло бы	1	1
129	о том как	1	1
130	только внешне но	2	1
131	до известной степени	1	1
132	в том числе	1	1
133	по сравнению с	1	1
134	не в духе	1	1
135	во всех его	1	1
136	того что на	1	1
137	соприкосновения разных сознаний	1	1
138	заключает в себе	4	1
139	и рождается в	1	1
140	в котором он	1	1
141	к своему герою	1	1
142	для себя и	1	1
143	что же было	1	1
144	всех без исключения	1	1
145	бы не было	1	1
146	и тот же	1	1
147	в этих мыслях	1	1
148	не в том	3	1
149	как более или	1	1
150	и его можно	1	1
151	но и с	1	1
152	в таком случае	1	1
153	не только с	1	1
154	принадлежащих к различным	1	1
155	одного и того	1	1
156	бывает и в	1	1
157	может быть только	1	1
158	но именно поэтому	1	1
159	отношению к слову	1	1
160	а что же	1	1
161	одних и тех	1	1
162	если бы оно	1	1
163	но не только	1	1
164	то же слово	1	1
165	на первом плане	1	1
166	бы оно было	1	1
167	в первом случае	1	1
168	иметь в виду	1	1
169	в точке соприкосновения	1	1
170	здесь не в	1	1
171	вместо того чтобы	1	1
172	и так же	1	1
173	в его сознании	1	1
174	том числе и	1	1
175	в полной мере	1	1
176	в этом мире	1	1
177	внутреннем диалоге с	1	1
178	и мира и	1	1
179	что они не	1	1
180	а в том	3	1
181	точке соприкосновения разных	1	1
182	и в пределах	1	1
183	и того же	1	1
184	которая может быть	1	1
185	на фоне его	1	1
186	слова а не	1	1
187	в связи с	1	1
188	в произведении и	1	1
189	оно и не	1	1
190	что это не	1	1
191	взаимодействия сознаний и	1	1
192	а не только	1	1
193	в равной степени	1	1
194	на первый взгляд	3	1
195	но и внутренне	2	1
196	и потому не	1	1
197	другой стороны эта	1	1
198	себя за голову	1	1
199	он обращается к	1	1
200	того или иного	1	1
201	мире в этом	1	1
202	в известном смысле	1	1
203	что он может	1	1
204	своего и чужого	2	1
205	но и в	3	1
206	такие определения как	1	1
207	прежде всего на	2	1
208	это не так	1	1
209	обратим внимание на	2	1
210	не было и	2	1
211	так и не	4	1
212	который сразу же	1	1
213	том или ином	1	1
214	что как раз	1	1
215	к одному из	1	1
216	героя в мире	1	1
217	он мог бы	1	1
218	и если мы	1	1
219	времени и пространства	1	1
220	и тех же	1	1
221	при этом не	2	1
222	между двумя пределами	1	1
223	может быть не	3	1
224	но в конце	1	1
225	не было бы	1	1
226	в противном случае	2	1
227	и не является	1	1
228	вовсе еще не	1	1
229	если бы эти	1	1
230	всяком случае в	1	1
231	ни одна из	1	1
232	в мире в	1	1
233	то он как	1	1
234	становится одним из	2	1
235	и для другого	1	1
236	однако в отличие	1	1
237	с установкой на	2	1
238	не только внешне	2	1
239	как одна из	1	1
240	у него уже	1	1
241	оказывается в точке	1	1
242	при условии что	1	1
243	один и тот	1	1
244	как и само	1	1
245	перед нами случай	1	1
246	помимо его воли	1	1
247	в своем собственном	1	1
248	рождается в точке	1	1
249	иначе обстоит дело	1	1
250	более глубокий и	1	1
251	она может быть	1	1
252	вследствие этого оно	1	1
253	остается за пределами	1	1
254	с одной стороны	9	1
255	в другом случае	1	1
256	это и есть	1	1
257	героя и героини	2	1
258	в отдельности не	1	1
259	самом деле не	1	1
260	если бы не	1	1
