N	4gram	Tiupa_Narr	DiskursI
1	в то же время	3	8
2	состоит в том что	2	7
3	дело в том что	1	5
4	по теме по композиции	1	5
5	по композиции по стилю	1	5
6	теме по композиции по	1	5
7	может быть определена как	1	5
8	одного и того же	1	4
9	определяется предметом целью и	1	3
10	в том что в	1	3
11	в том числе и	4	3
12	предметом целью и ситуацией	1	3
13	целью и ситуацией высказывания	1	3
14	значимое уклонение от нормы	1	3
15	той мере в какой	1	2
16	интрига нарративного высказывания состоит	1	2
17	в готовом стабильно дифференцированном	1	2
18	дифференцированном и оцененном мире	1	2
19	высказывания состоит в напряжении	1	2
20	главное действующее лицо события	1	2
21	очередь определяется предметом целью	1	2
22	поскольку выполнение нормы событием	1	2
23	есть к категориям а	1	2
24	строго отграниченная система смыслов	1	2
25	мысль о том что	1	2
26	в напряжении событийного ряда	1	2
27	в той мере в	1	2
28	живет в готовом стабильно	1	2
29	даль и сближение но	1	2
30	нем звучит один голос	1	2
31	действующее лицо события свидетель	1	2
32	повторению архетипических деяний то	1	2
33	категориям а не событиям	1	2
34	деяний то есть к	1	2
35	оно живет в готовом	1	2
36	то что могло произойти	1	2
37	архетипических деяний то есть	1	2
38	сближение но не слияние	1	2
39	что они хотят и	1	2
40	в этом своем качестве	1	2
41	состоит в напряжении событийного	1	2
42	между жизнью и смертью	1	2
43	что могло произойти по-другому	1	2
44	суть то что они	1	2
45	и строго отграниченная система	1	2
46	в свою очередь определяется	1	2
47	типическая форма высказывания соответствующая	1	2
48	жанры как формы целого	1	2
49	завершенная и строго отграниченная	1	2
50	выполнение нормы событием не	1	2
51	по своей природе суть	1	2
52	природе суть то что	1	2
53	а по своей природе	1	2
54	высказывания соответствующая типическим ситуациям	1	2
55	свою очередь определяется предметом	1	2
56	и в то же	1	2
57	своей природе суть то	1	2
58	в себе не заключает	1	2
59	типическим ситуациям речевого общения	1	2
60	в нем звучит один	1	2
61	существует благодаря связи с	2	2
62	мы имеем дело не	1	2
63	они хотят и свершают	1	2
64	преодолеваемая даль и сближение	1	2
65	нарративного высказывания состоит в	2	2
66	не выбирают а по	1	2
67	чужой речи и т.п	1	2
68	родовых феноменов событий процессов	1	2
69	имеем дело не с	1	2
70	нормы событием не является	1	2
71	готовом стабильно дифференцированном и	1	2
72	события свидетель и судия	1	2
73	и сближение но не	1	2
74	бы то ни было	3	2
75	весь былой инвентарь мифа	1	2
76	то есть к категориям	1	2
77	то что они хотят	1	2
78	форма высказывания соответствующая типическим	1	2
79	к категориям а не	1	2
80	к повторению архетипических деяний	1	2
81	выбирают а по своей	1	2
82	соответствующая типическим ситуациям речевого	1	2
83	лицо события свидетель и	1	2
84	феноменов событий процессов состояний	1	2
85	стабильно дифференцированном и оцененном	1	2
86	новое и главное действующее	1	1
87	высказывания жанр в свою	1	1
88	ошибка оговорка где слово	1	1
89	же сказания или притчи	1	1
90	пространственно-временных масштабов и соотношений	1	1
91	смыслом ни в мире	1	1
92	и возможность иной интонации	1	1
93	слово сказания еще не	1	1
94	и не могло быть	1	1
95	множества преданий о царских	1	1
96	которого он от позиции	1	1
97	проецировать чужой экзистенциальный опыт	1	1
98	в полном его составе	1	1
99	присутствует как правило лишь	1	1
100	скрытой полускрытой рассеянной чужой	1	1
101	совершенно иными границами между	1	1
102	того требует авторитетное слово	1	1
103	в новелле есть нарушение	1	1
104	нами не как объекты	1	1
105	всегда предносится целое нашего	1	1
106	искусство заинтересовывать судьбой отдельных	1	1
107	себя в другом и	1	1
108	к интонации доверительной и	1	1
109	ни столь пассивным как	1	1
110	разделение иерархично оно не	1	1
111	есть биография и не	1	1
112	фон романного видения мира	1	1
113	форме индивидуального речевого замысла	1	1
114	внезакономерных явлениях а о	1	1
115	именно в том что	2	1
116	исторически продуктивный тип высказывания	1	1
117	жанровой схемы и в	1	1
118	сюжетообразующим при этом и	1	1
119	выводится в просторную сферу	1	1
120	здесь обычно является сюжетообразующим	1	1
121	в едином но сложном	1	1
122	какую бы то ни	1	1
123	не в интриганстве персонажей	1	1
124	притчи может быть определена	1	1
125	речь включая разные формы	1	1
126	в дискурсе речевой акт	1	1
127	образ становящегося человека с	1	1
128	монологизированного слова в слове	1	1
129	к языку поэтому жанры	1	1
130	и не дает позвоночника	1	1
131	очередь по отношению к	1	1
132	иллюзии живого голоса зримого	1	1
133	отношение к своему герою	1	1
134	и соотношений такая возможность	1	1
135	об однократных и внезакономерных	1	1
136	рекоша но от божья	1	1
137	удовлетворение ожиданий порождаемых динамизмом	1	1
138	анекдот но без благоговейного	1	1
139	стилевых формах косвенной речи	1	1
140	благодаря связи с историей	1	1
141	и языковые с еще	1	1
142	и главное действующее лицо	1	1
143	двуголосого слова манифестирующего двоякий	1	1
144	слово анекдота уже не	1	1
145	однозначности и прежде всего	1	1
146	не предполагает внутренне свободного	1	1
147	примеряя ее содержание к	1	1
148	не было и не	1	1
149	включая разные формы скрытой	1	1
150	нам всегда предносится целое	1	1
151	различные и по длительности	1	1
152	бытуют как слухи или	1	1
153	костяком так сказать первофеномены	1	1
154	о ней установка не	1	1
155	не столько от содержания	1	1
156	сказания или анекдота ценностное	1	1
157	или острота наизнанку глупость	1	1
158	преступается не предначертанность судьбы	1	1
159	мифов-нарраций никогда не было	1	1
160	воцариться в чужой стране	1	1
161	отношению к самому герою	1	1
162	другого в себе ему	1	1
163	окружал человека к норме	1	1
164	фактический слушатель читатель может	1	1
165	есть монолог в чистом	1	1
166	биография возможна только в	1	1
167	составляет преломляющая несобственно-прямая речь	1	1
168	читателя или слушателя в	1	1
169	не что иное как	2	1
170	не может обладать собственным	1	1
171	непристойность необыкновенное в новелле	1	1
172	внутренняя активность адресата при	1	1
173	протороманного коммуникативного события суть	1	1
174	романного образа и романного	1	1
175	известном смысле домонологично оно	1	1
176	без благоговейного приятия и	1	1
177	стороны адресата притчи может	1	1
178	восприятия сказания или анекдота	1	1
179	а.ж греймасом и ж	1	1
180	суть равнодостойные субъекты смыслополагания	1	1
181	была впервые освоена в	1	1
182	точными они бытуют как	1	1
183	иными соседствами именно это	1	1
184	же время жанры существенно	1	1
185	сценарием сюжетом но не	1	1
186	нравственный закон собственно и	1	1
187	ситуации рассказывания а не	1	1
188	принципиально недопустимая в сказании	1	1
189	занимательное неожиданное маловероятное беспрецедентное	1	1
190	ни столь свободным как	1	1
191	адресата от героя окажется	1	1
192	человеческому существованию вследствие которого	1	1
193	слова манифестирующего двоякий жизненный	1	1
194	нарративный дискурс представляет собой	1	1
195	и поучаемого это разделение	1	1
196	свою речь нам всегда	1	1
197	к этим моментам родственным	1	1
198	в сказании или притче	1	1
199	ни для рассказчика ни	1	1
200	содержание к собственной ситуации	1	1
201	от отца к сыну	1	1
202	еще не развившимся твердым	1	1
203	мыслью вещью действием существом	1	1
204	персонажем сценарием сюжетом но	1	1
205	мире случайности полноценная биография	1	1
206	выбор лексики например в	1	1
207	поэтому жанры как формы	1	1
208	пристрастной интерпретации в качестве	1	1
209	запечатленного в притче универсального	1	1
210	то есть субъектом самоопределения	1	1
211	соседствами именно это ощущение	1	1
212	мира романного образа и	1	1
213	от его пристрастной интерпретации	1	1
214	опыт присутствия в мире	1	1
215	человеческого бытия нуждалась в	1	1
216	или притче была впервые	1	1
217	в притче универсального опыта	1	1
218	события суть равнодостойные субъекты	1	1
219	рассказывания в этом последнем	1	1
220	обнаруживается преодолеваемая даль и	1	1
221	активного приятия не удовлетворяясь	1	1
222	адресата при этом остается	1	1
223	для рассказчика ни для	1	1
224	фатально непреложный и неоспоримый	1	1
225	как к содержанию анекдота	1	1
226	недискурсивных формах внутренней речи	1	1
227	где образ становящегося человека	1	1
228	анекдот легко может быть	1	1
229	и аномалий который окружал	1	1
230	не быть субъектом ролевого	1	1
231	события эти происходят в	1	1
232	смешное но обязательно курьезное	1	1
233	рассеянной чужой речи и	1	1
234	в сущности застывшее целое	1	1
235	себе самому тогда как	1	1
236	и ценностями иными соседствами	1	1
237	слова в слове писал	1	1
238	в акте выбора осуществляется	1	1
239	деятельности персонажа то она	1	1
240	самой ситуации рассказывания а	1	1
241	сам текст анекдота выбор	1	1
242	предполагающем удовлетворение ожиданий порождаемых	1	1
243	ситуации произнесения сказания субъект	1	1
244	но без благоговейного приятия	1	1
245	слова прямой речи именно	1	1
246	несет в себе рецептивную	1	1
247	целого следовательно предметно-смысловые формы	1	1
248	припоминая и примеряя ее	1	1
249	мы строим свою речь	1	1
250	и внезакономерных явлениях а	1	1
251	окажется неадекватным субъект объект	1	1
252	дистанции между ними здесь	1	1
253	то есть событие поскольку	1	1
254	слово там же сказания	1	1
255	ценностной дистанции между ними	1	1
256	притче была впервые освоена	1	1
257	в анекдоте подготовившем почву	1	1
258	другому что касается ментальной	1	1
259	былой инвентарь мифа сделала	1	1
260	или субъектом этического выбора	1	1
261	различного жизненного опыта их	1	1
262	типа есть монолог в	1	1
263	и не быть субъектом	1	1
264	прямой речи именно диалог	1	1
265	как слушатели-читатели события эти	1	1
266	чужому слову чего не	1	1
267	иных пространственно-временных масштабов и	1	1
268	сказать что жанр это	1	1
269	в рассказе о ней	1	1
270	преломляющая несобственно-прямая речь включая	1	1
271	автора как ценностного центра	1	1
272	полускрытой рассеянной чужой речи	1	1
273	анекдота не столько от	1	1
274	оговорка где слово деритуализовано	1	1
275	слушателей с содержанием анекдота	1	1
276	нейтральное к языку поэтому	1	1
277	касается ментальной и речевой	1	1
278	постоянно переходит к позиции	1	1
279	аномалий который окружал человека	1	1
280	как произведение в его	1	1
281	является в данном случае	1	1
282	содержанию сказания это позиция	1	1
283	качестве нарратива повествование существует	1	1
284	природа будучи непосредственной формой	1	1
285	столь пассивным как к	1	1
286	схемы и в форме	1	1
287	новелле есть нарушение запрета	1	1
288	сделала его персонажем сценарием	1	1
289	котором рассказано в произведении	1	1
290	у-влекать слушателей преодолевая их	1	1
291	иносказательность является своего рода	1	1
292	в сказании повествуемой ситуации	1	1
293	произведении и событие самого	1	1
294	места времени и состава	1	1
295	сами участвуем как слушатели-читатели	1	1
296	первое может быть проделано	1	1
297	ним определенные задания реализуют	1	1
298	дискурса принципиальное различие между	1	1
299	на поучающего и поучаемого	1	1
300	слушателя в нашей способности	1	1
301	опираясь на индивидуальный опыт	1	1
302	знакомством с повествовательной традицией	1	1
303	притчевого типа есть монолог	1	1
304	неуместность ошибка оговорка где	1	1
305	который окружал человека к	1	1
306	опыт чужой жизненной позиции	1	1
307	в связи с кристаллизацией	1	1
308	а не ценностно дистанцированной	1	1
309	слухи или сплетни то	1	1
310	излагаемой жизни как исполненной	1	1
311	пока еще преждевременно поскольку	1	1
312	в придании истории смысла	1	1
313	объединены в едином но	1	1
314	о царских детях покидающих	1	1
315	жизненной практике может быть	1	1
316	предметно-тематическое содержание жизнеописания вполне	1	1
317	юмора умения отрешиться от	1	1
318	и событие самого рассказывания	1	1
319	анекдоте подготовившем почву для	1	1
320	том что случилось однажды	1	1
321	а не в рассказе	1	1
322	собственной ситуации жизненного выбора	1	1
323	проделано и рассказывающим притчу	1	1
324	в недискурсивных формах внутренней	1	1
325	позиции учителя жизни постоянно	1	1
326	преодолевая их внутреннюю обособленность	1	1
327	себе они таковыми не	1	1
328	невозможно притчевое нормативное самоотождествление	1	1
329	жанр посрамляющий умершее солнце	1	1
330	состоит в придании истории	1	1
331	прежде всего в том	1	1
332	первую очередь по отношению	1	1
333	единством места времени и	1	1
334	формы скрытой полускрытой рассеянной	1	1
335	обозначить как произведение в	1	1
336	быть определена как регулятивная	1	1
337	раз-влекать их предлагая адресату	1	1
338	или преступается не предначертанность	1	1
339	характерное для восприятия сказания	1	1
340	собственно и составляющий морализаторскую	1	1
341	заинтересовывать судьбой отдельных лиц	1	1
342	разъединяет участников коммуникативного события	1	1
343	не знает к его	1	1
344	столь свободным как к	1	1
345	с читателем к иллюзии	1	1
346	к его ценностно-смысловой позиции	1	1
347	время жанры существенно связаны	1	1
348	в слове писал бахтин	1	1
349	возможность иной интонации и	1	1
350	обладают неодинаковым историческим возрастом	1	1
351	события рассказывания а не	1	1
352	случае его вступление в	1	1
353	ответную реакцию предварительное знакомство	1	1
354	как того требует авторитетное	1	1
355	не удовлетворяясь репродуктивной рецепцией	1	1
356	ставят перед ним определенные	1	1
357	со стороны адресата притчи	1	1
358	ней установка не на	1	1
359	жизнеописания чего анекдот не	1	1
360	событии которое мы можем	1	1
361	отграниченная система смыслов оно	1	1
362	к содержанию сказания это	1	1
363	то есть принадлежат самой	1	1
364	языка и возможность иной	1	1
365	призван обладать проективной компетентностью	1	1
366	может обладать собственным смыслом	1	1
367	интерпретации в качестве значимого	1	1
368	позиции в мире это	1	1
369	в даме с собачкой	1	1
370	некий нравственный закон собственно	1	1
371	никогда не было и	1	1
372	и в форме индивидуального	1	1
373	сплетни то есть принадлежат	1	1
374	равнодостойные субъекты смыслополагания между	1	1
375	последнее принадлежит некоторому субъекту	1	1
