N	4gram	Vygotskiy_	EvropaiE
1	в то же время	1	14
2	и в то же	1	8
3	с одной стороны и	3	6
4	с этой точки зрения	1	5
5	бы то ни было	1	4
6	так же как и	4	3
7	в той или иной	1	3
8	само по себе не	1	2
9	заключается в том что	6	2
10	и та и другая	1	1
11	из того что в	2	1
12	в некотором смысле она	1	1
13	то же время не	1	1
14	того что мы знаем	1	1
15	если оставить в стороне	1	1
16	дело в том что	2	1
17	с точки зрения этих	1	1
18	в том числе и	3	1
19	и с точки зрения	1	1
20	и не быть в	1	1
21	в тех случаях когда	1	1
22	с другой стороны в	1	1
23	в то время как	4	1
24	с точки зрения развития	2	1
25	и в применении к	1	1
26	несмотря на то что	1	1
27	так и со стороны	1	1
28	о котором мы говорили	1	1
29	один и тот же	1	1
