N	4gram	Bakhtin_Fr	Myshleni
1	одного и того же	1	17
2	так же как и	2	16
3	одной и той же	1	15
4	один и тот же	1	12
5	одно и то же	1	12
6	мы видим таким образом	1	11
7	в том числе и	3	10
8	с одной стороны и	1	10
9	как мы уже говорили	3	9
10	но вместе с тем	1	9
11	в том что в	1	8
12	то же самое что	1	7
13	вместе с тем и	1	7
14	не что иное как	1	6
15	если мы обратимся к	1	6
16	одном и том же	1	6
17	а с другой стороны	1	5
18	связь между словом и	1	5
19	совершенно так же как	2	5
20	и то же слово	1	4
21	есть не что иное	1	4
22	мы уже говорили что	1	3
23	в связи с этим	3	3
24	не имеют ничего общего	1	3
25	в данном случае не	1	3
26	дело в том что	4	3
27	имеют ничего общего с	1	3
28	одна и та же	1	3
29	в то же время	14	2
30	нет и не может	1	2
31	в том что это	1	2
32	как это ни странно	1	2
33	на самом же деле	4	2
34	к одной и той	1	2
35	и в известной мере	1	2
36	же как и в	1	2
37	в той или иной	1	2
38	и с точки зрения	2	2
39	в резком противоречии с	1	2
40	и не может быть	1	2
41	но на самом деле	1	2
42	что в основе их	1	2
43	в основе их лежит	1	2
44	только для того чтобы	2	2
45	нас в том что	1	2
46	в связи с вопросом	1	1
47	сводится в сущности к	1	1
48	играют в нем такую	1	1
49	и до наших дней	1	1
50	в то время когда	1	1
51	и в соответствии с	1	1
52	речью в этом отношении	1	1
53	с другой стороны в	1	1
54	как и во всех	2	1
55	в одном и том	1	1
56	мы видим что в	1	1
57	которой можно было бы	2	1
58	и т.п но и	1	1
59	в котором рассказывается как	1	1
60	же точно и в	1	1
61	рассказывает о том как	1	1
62	связи с вопросом о	1	1
63	ни в коем случае	1	1
64	то же время в	1	1
65	о чем мы говорили	1	1
66	не остается никаких сомнений	1	1
67	и в то же	3	1
68	мы будем исходить из	1	1
69	можно прямо сказать что	1	1
70	мы можем сказать что	1	1
71	а в связи с	1	1
72	ни в чем не	1	1
73	а потому что они	1	1
74	говорить о том что	1	1
75	на котором мы остановимся	1	1
76	он никак не мог	1	1
77	и в частности к	1	1
78	на всю последующую жизнь	1	1
79	по отношению к которому	1	1
80	в отличие от этого	1	1
81	как бы он ни	1	1
82	дело здесь не в	2	1
83	так же точно и	1	1
84	на которой он стоит	1	1
85	с того что у	1	1
86	из того факта что	1	1
87	для того чтобы получить	1	1
88	но ни в коем	1	1
89	и целый ряд других	1	1
90	перестает быть самим собой	2	1
