N	3gram	Propp_Isto	Psycholo
1	в том что	4	78
2	для того чтобы	3	70
3	на то что	3	55
4	в самом деле	1	51
5	о том что	5	34
6	то же самое	1	31
7	с точки зрения	1	29
8	с одной стороны	7	28
9	не может быть	6	23
10	до сих пор	7	23
11	и т д	36	22
12	с другой стороны	10	20
13	в том чтобы	2	20
14	мы увидим что	1	19
15	на самом деле	1	17
16	мы видим что	4	16
17	с самого начала	1	16
18	в зависимости от	1	15
19	так же как	10	14
20	во всяком случае	1	14
21	само по себе	1	14
22	в то время	3	14
23	то время как	3	13
24	указывает на то	1	12
25	сам по себе	1	12
26	что в этом	1	12
27	этой точки зрения	2	12
28	то что он	2	11
29	по сравнению с	1	11
30	подобно тому как	2	11
31	с этой точки	2	10
32	вместе с тем	7	10
33	только в том	1	10
34	и то что	3	10
35	не в том	2	10
36	том что она	1	10
37	никак не может	1	9
38	потому что в	1	9
39	в отличие от	1	9
40	потому что он	5	9
41	точно так же	3	9
42	в данном случае	2	9
43	что он не	1	9
44	и то же	2	8
45	друг с другом	2	8
46	смысле этого слова	1	8
47	речь идет о	1	8
48	и таким образом	2	8
49	с тем что	1	8
50	мы знаем что	8	8
51	что в нем	1	8
52	так как это	1	7
53	состоит в том	1	7
54	на этот вопрос	2	7
55	совершенно очевидно что	1	7
56	если бы мы	3	7
57	только то что	1	7
58	в свою очередь	1	7
59	можно сказать что	1	7
60	одно и то	2	7
61	что и в	3	7
62	как и в	4	7
63	и может быть	1	6
64	не что иное	1	6
65	тем не менее	6	6
66	что у него	2	6
67	по себе не	1	6
68	и в том	1	6
69	в противоречие с	1	6
70	не только в	2	6
71	что иное как	1	6
72	о том как	4	5
73	в таком случае	1	5
74	и вместе с	3	5
75	образом мы видим	1	5
76	мы видим в	2	5
77	и сейчас же	1	5
78	несмотря на все	1	5
79	мы видели что	2	5
80	в том смысле	2	5
81	не имеет никакого	1	5
82	только после этого	1	5
83	же как и	4	5
84	как будто бы	1	4
85	том что искусство	1	4
86	то что у	1	4
87	из того что	1	4
88	таким образом и	1	4
89	но так как	3	4
90	это то что	1	4
91	таким образом мы	3	4
92	таким образом в	2	4
93	здесь совершенно ясно	1	4
94	мы уже говорили	1	4
95	вопрос о том	1	4
96	это было бы	1	4
97	и когда он	1	4
98	то или иное	1	4
99	есть как бы	1	4
100	он не может	2	4
101	вовсе не в	1	4
102	здесь мы видим	2	4
103	мы должны будем	1	4
104	мы сейчас увидим	1	4
105	только тогда когда	2	4
106	внимание на то	1	4
107	от того что	1	4
108	в этом рассказе	1	4
109	одна из них	1	4
110	так как они	1	4
111	только потому что	1	4
112	и что он	1	4
113	это и есть	1	4
114	в основе своей	1	4
115	что в ней	1	3
116	в том как	1	3
117	одни и те	1	3
118	не потому что	2	3
119	по аналогии с	1	3
120	на наших глазах	1	3
121	а не только	1	3
122	так как в	3	3
123	по отношению к	2	3
124	он не только	1	3
125	не могут быть	1	3
126	может быть и	1	3
127	он должен был	1	3
128	может быть это	1	3
129	том смысле что	1	3
130	сейчас увидим что	1	3
131	что все это	1	3
132	но это только	1	3
133	которые не могут	1	3
134	иметь в виду	1	3
135	легко заметить что	1	3
136	то же время	1	3
137	увидим что это	1	3
138	и те же	1	3
139	она не имеет	1	3
140	в это время	2	3
141	ничего общего с	1	3
142	в то же	1	3
143	может быть не	1	3
144	он может быть	1	3
145	и здесь мы	1	3
146	что и здесь	1	3
147	во всех этих	2	3
148	в этом случае	13	3
149	то обстоятельство что	1	3
150	после того как	4	3
151	одной стороны и	1	2
152	одного из них	1	2
153	каждого из них	1	2
154	с этим и	1	2
155	не только то	1	2
156	мы уже знаем	1	2
157	д и т	1	2
158	мы должны признать	1	2
159	дело не в	1	2
160	то что им	1	2
161	т д мы	3	2
162	она и не	1	2
163	который может быть	1	2
164	что для того	1	2
165	так и в	2	2
166	но при этом	1	2
167	и тем самым	2	2
168	же как в	1	2
169	уже знаем что	1	2
170	и на этом	1	2
171	все же не	1	2
172	это значит что	2	2
173	в тех случаях	1	2
174	в связи с	6	2
175	можно найти в	2	2
176	т д и	1	2
177	и тем не	2	2
178	т д все	2	2
179	и здесь он	1	2
180	вместе с ним	1	2
181	то что и	1	2
182	но и в	2	2
183	и в особенности	2	2
184	может быть в	1	2
185	как один из	1	2
186	не означает что	1	2
187	если бы она	1	2
188	потому что мы	1	2
189	здесь мы имеем	4	2
190	и тем что	1	2
191	как и все	1	2
192	это еще не	2	2
193	он знает что	1	2
194	мы имеем в	2	2
195	том что они	1	2
196	как мы увидим	4	2
197	что может быть	1	2
198	что все люди	1	2
199	то это еще	1	2
200	на задний план	3	2
201	случае если бы	1	2
202	целый ряд других	2	2
203	мы увидим ниже	4	2
204	это только одна	1	2
205	и в русской	2	2
206	что мы видим	1	2
207	может быть только	1	2
208	то же что	1	2
209	мы перейдем к	2	2
210	так как у	1	2
211	сказать что эта	1	2
212	потому что оно	1	2
213	и целый ряд	2	2
214	есть не что	1	2
215	но вместе с	4	2
216	так как он	2	2
217	на первый план	1	2
218	не мог бы	1	2
219	сих пор не	1	2
220	и действительно мы	1	2
221	мы находим в	1	2
222	с той же	1	2
223	мы знаем о	1	2
224	видели что в	1	2
225	как мы видели	2	2
226	только для того	1	2
227	указывают на то	1	2
228	он не мог	1	2
229	том что при	2	2
230	что не только	1	2
231	и что от	1	2
232	но то что	1	1
233	до того как	1	1
234	но то же	1	1
235	с тем мы	1	1
236	чем перейти к	2	1
237	по себе но	1	1
238	сказано выше о	1	1
239	мы имели бы	1	1
240	имеет никакого действия	1	1
241	котором говорится что	1	1
242	влечет за собой	1	1
243	мы еще не	1	1
244	но в таком	1	1
245	и из его	1	1
246	совершенно так же	3	1
247	раньше чем перейти	2	1
248	что они представляют	1	1
249	один из исследователей	1	1
250	свидетельствует о том	1	1
251	в частности в	1	1
252	дело вовсе не	1	1
253	в особенности в	2	1
254	то это означает	2	1
255	даже в тех	1	1
256	за тридевять земель	4	1
257	время как он	1	1
258	она вошла в	1	1
259	том числе и	2	1
260	и превращение в	1	1
261	из них не	1	1
262	в ней не	1	1
263	с этой стороны	1	1
264	только один из	1	1
265	и она его	1	1
266	одна из форм	1	1
267	чистом виде без	1	1
268	и в немецкой	1	1
269	что сказано выше	1	1
270	что в его	1	1
271	во время боя	3	1
272	но все же	6	1
273	приводят к одному	1	1
274	когда он играет	1	1
275	в одном случае	1	1
276	сказывается и в	2	1
277	к ней и	1	1
278	но это не	2	1
279	таким образом из	1	1
280	но даже в	1	1
281	и потому не	1	1
282	а также и	1	1
283	нет места для	1	1
284	к тем же	1	1
285	быть определены как	1	1
286	не имеют никакого	1	1
287	знаете ли вы	1	1
288	т д то	1	1
289	покажет нам что	1	1
290	то что по	1	1
291	как мы знаем	1	1
292	в самых разных	1	1
293	стороны может быть	1	1
294	а затем уже	1	1
295	ясно что это	1	1
296	только один раз	1	1
297	на том что	3	1
298	он доходит до	1	1
299	в себе и	1	1
300	знаем о нем	1	1
301	показывает что он	1	1
302	не в своей	1	1
303	в процессе развития	1	1
304	и тем более	1	1
305	то что здесь	1	1
306	образом и здесь	1	1
307	другой стороны в	1	1
308	приводит нас к	5	1
309	или иначе говоря	1	1
310	в одной из	1	1
311	а в силу	1	1
312	в которых может	1	1
313	мы только что	1	1
314	так же нельзя	1	1
315	в свете этих	2	1
316	все что здесь	1	1
317	может быть отнесена	1	1
318	говорит он что	1	1
319	мы уже видели	2	1
320	представляют собой две	1	1
321	вне всякого сомнения	1	1
322	главным образом в	1	1
323	в этом месте	1	1
324	хотя бы в	1	1
325	у него нет	1	1
326	в широком смысле	1	1
327	явно указывают на	1	1
328	его так как	1	1
329	и вслед за	1	1
330	и приходит к	1	1
331	но как только	1	1
332	потому что с	1	1
333	из которых каждый	1	1
334	случаев в которых	1	1
335	при помощи которых	1	1
336	и только тогда	1	1
337	если бы эту	1	1
338	у него есть	1	1
339	том смысле в	1	1
340	между героем и	1	1
341	же могут быть	1	1
342	он думает что	1	1
343	в которых это	1	1
344	они представляют собой	1	1
345	не дает нам	1	1
346	о котором говорится	1	1
347	мы имеем только	1	1
348	о смысле и	1	1
349	как и вообще	1	1
350	и он же	1	1
351	видим что в	1	1
352	что он имел	1	1
353	как это делают	1	1
354	знает что он	1	1
355	и в таком	1	1
356	но не к	1	1
357	этим и в	1	1
358	того или другого	1	1
359	как это легко	1	1
360	быть отнесены к	1	1
361	ни к каким	1	1
362	ответить на этот	1	1
363	еще прибавить что	1	1
364	в том числе	3	1
365	так что он	1	1
366	до некоторой степени	1	1
367	что один из	1	1
368	сводится к следующему	1	1
369	бы она не	1	1
370	и не всегда	1	1
371	делается для того	1	1
372	жизни и на	1	1
373	здесь дело происходит	1	1
374	но все еще	1	1
375	этой стороны может	1	1
376	однако сказать что	1	1
377	должны быть признаны	1	1
378	становится понятным что	1	1
379	мы опять имеем	1	1
380	все что есть	1	1
381	с ним и	1	1
382	то или другое	1	1
383	и в других	1	1
384	не могло быть	1	1
385	но для наших	1	1
386	как нечто вторичное	1	1
387	это означает что	1	1
388	течение которых он	1	1
389	что он видит	1	1
390	а не в	1	1
391	что в одной	1	1
392	но в основе	1	1
393	что здесь мы	1	1
394	в изобразительном искусстве	2	1
395	как только он	1	1
396	что даже и	1	1
397	или иное животное	1	1
398	говорит об этом	1	1
399	о том чтобы	1	1
400	тем что он	3	1
401	из его основных	1	1
402	по своему содержанию	1	1
403	надо однако сказать	1	1
404	на другой день	1	1
405	что едва ли	1	1
406	который никогда не	1	1
407	между человеком и	1	1
408	но и здесь	1	1
409	шкуру с них	1	1
410	же роль что	1	1
411	мысль что и	1	1
412	что и во	1	1
413	но уже сейчас	1	1
414	ту же роль	1	1
415	в сказке как	1	1
416	том мотиве который	1	1
417	здесь совершенно ясна	1	1
418	т д с	1	1
419	наших глазах и	1	1
420	это делается для	1	1
421	или как говорит	1	1
422	чтобы ответить на	1	1
423	того же представления	1	1
424	очевидно что если	1	1
425	с собой в	1	1
426	мы можем только	1	1
427	мы стоим перед	1	1
428	для нас это	1	1
429	как в данном	1	1
430	и не хотел	1	1
431	мы имеем здесь	3	1
432	она все же	1	1
433	те же функции	1	1
434	ясно показывает что	1	1
435	объясняется тем что	1	1
436	мы не знаем	2	1
437	и показывает что	1	1
438	вывод который делает	1	1
439	орудием в руках	1	1
440	один мог бы	1	1
441	ее не будет	1	1
442	иначе чем это	1	1
443	уже и сейчас	1	1
444	мы обратим внимание	1	1
445	для чего в	1	1
446	к совершенно различным	1	1
447	и он всегда	1	1
448	состоят в том	1	1
449	но он думает	1	1
450	представить себе что	1	1
451	образом в виде	1	1
452	прежде всего и	1	1
453	он был бы	1	1
454	и не только	1	1
455	для наших целей	1	1
456	едва ли можно	1	1
457	не в силу	2	1
458	на две части	1	1
