N	3gram	Voloshinov	Problemy
1	то же время	7	26
2	в то же	9	26
3	с точки зрения	5	25
4	по отношению к	2	18
5	на самом деле	3	15
6	не может быть	2	14
7	в большинстве случаев	1	12
8	но в то	2	11
9	в конце концов	3	11
10	в пределах одного	1	11
11	до сих пор	1	10
12	в самом деле	2	9
13	с другой стороны	1	9
14	с самого начала	4	9
15	в том что	1	8
16	и не может	1	8
17	и в то	2	7
18	как раз и	1	7
19	как бы в	3	7
20	и в этом	1	7
21	хотя бы и	1	5
22	в зависимости от	7	5
23	по ту сторону	1	5
24	в высшей степени	1	5
25	той или иной	4	5
26	по крайней мере	1	5
27	но все же	3	5
28	можно было бы	1	5
29	вполне понятно что	1	4
30	тем не менее	1	4
31	именно потому что	1	4
32	более или менее	1	4
33	само по себе	1	4
34	смысле этого слова	2	4
35	человека с человеком	1	4
36	о том что	2	4
37	как и в	1	4
38	в этом отношении	2	4
39	все то что	2	3
40	в той же	3	3
41	точку зрения на	1	3
42	можно сказать что	2	3
43	и то же	5	3
44	как мы уже	3	3
45	но при этом	2	3
46	не только не	1	3
47	в том и	1	3
48	не может до	1	3
49	в каждом слове	2	3
50	на этот вопрос	1	3
51	его внутренней речи	2	3
52	то все же	1	3
53	как мы видели	3	3
54	одно и то	5	3
55	в этом случае	3	3
56	как мы увидим	2	3
57	тем что он	1	3
58	мы увидим что	2	3
59	может до конца	1	3
60	но все эти	1	2
61	мы должны были	1	2
62	остановимся только на	1	2
63	для этого необходимо	1	2
64	в себе все	1	2
65	для того чтобы	7	2
66	в свою очередь	4	2
67	а затем и	1	2
68	тот же самый	1	2
69	слово как бы	1	2
70	двух точек зрения	1	2
71	вместе с тем	2	2
72	между этими двумя	1	2
73	и по отношению	1	2
74	то же самое	4	2
75	как бы два	1	2
76	друг друга но	1	2
77	мы увидим дальше	1	2
78	к тому что	2	2
79	в одном из	1	2
80	и в романе	1	2
81	в нем и	1	2
82	и к тому	1	2
83	в значительной степени	2	2
84	и та же	1	2
85	не только в	3	2
86	ту же тему	1	2
87	лишь там где	1	2
88	одна и та	1	2
89	в себе и	1	2
90	прежде всего в	4	2
91	в глаза и	1	1
92	совершенно особый тип	1	1
93	должны были бы	2	1
94	все больше и	2	1
95	благодаря тому что	1	1
96	и в жизни	1	1
97	а в этом	1	1
98	вот что говорит	1	1
99	и как бы	2	1
100	установка в свою	1	1
101	а с помощью	1	1
102	это как бы	1	1
103	ни на минуту	1	1
104	человек не только	1	1
105	он говорит он	1	1
106	от того в	1	1
107	больше и больше	2	1
108	на другого человека	1	1
109	как и самое	1	1
110	по сравнению с	1	1
111	социальной группы к	1	1
112	наконец и это	1	1
113	может показаться что	2	1
114	в собственном смысле	1	1
115	монологической речи героя	1	1
116	каждому из них	1	1
117	заключает в себе	4	1
118	мы будем говорить	2	1
119	и сам так	2	1
120	перейти к более	1	1
121	почти на одном	1	1
122	не только его	1	1
123	и во всех	1	1
124	сказать что у	1	1
125	здесь же мы	1	1
126	точек зрения как	1	1
127	на слушателя и	1	1
