N	4gram	Bakhtin_Pr	Analitik
1	в то же время	8	14
2	состоит в том что	1	7
3	не что иное как	1	6
4	в той или иной	1	5
5	мы имеем дело с	1	5
6	есть не что иное	1	5
7	и не может быть	5	4
8	дело в том что	2	3
9	одной и той же	1	3
10	том под каким диалогическим	1	2
11	каким диалогическим углом они	1	2
12	они сопоставлены или противопоставлены	1	2
13	в том под каким	1	2
14	не в самом наличии	1	2
15	определенных языковых стилей социальных	1	2
16	дело не в самом	1	2
17	в самом наличии определенных	1	2
18	самом наличии определенных языковых	1	2
19	нет и не может	3	2
20	один и тот же	1	2
21	углом они сопоставлены или	1	2
22	языковых стилей социальных диалектов	1	2
23	но в таком случае	1	2
24	или противопоставлены в произведении	1	2
25	одно и то же	1	2
26	под каким диалогическим углом	1	2
27	сопоставлены или противопоставлены в	1	2
28	но в то же	3	2
29	наличии определенных языковых стилей	1	2
30	диалогическим углом они сопоставлены	1	2
31	не было и не	1	1
32	мы имеем в виду	3	1
33	случаев мы имеем дело	1	1
34	по крайней мере не	1	1
35	всегда и во всем	1	1
36	той или иной форме	1	1
37	авторского замысла в слове	1	1
38	в слове рассказчика слово	1	1
39	так как если бы	1	1
40	и вся его жизнь	1	1
41	в таком случае это	1	1
42	в большей или меньшей	5	1
43	большей или меньшей степени	5	1
44	на самом же деле	2	1
45	то же время оно	1	1
46	взаимоотношений человека с человеком	1	1
47	и в самом его	1	1
48	но дело в том	1	1
49	замысла в слове рассказчика	1	1
50	можно сказать что в	1	1
51	же время оно и	1	1
52	новый модус взаимоотношений человека	1	1
53	в том числе и	13	1
54	широком смысле этого слова	1	1
55	вольный фамильярный контакт между	1	1
56	или во всяком случае	1	1
57	с самим собою в	1	1
58	на всех последующих этапах	1	1
59	в широком смысле этого	1	1
60	провозглашает веселую относительность всего	1	1
61	и на всех последующих	1	1
62	рассказчика слово здесь двуголосое	1	1
63	с другой стороны и	1	1
64	модус взаимоотношений человека с	1	1
65	в собственном смысле слова	1	1
66	во всей своей полноте	1	1
67	преломление авторского замысла в	1	1
68	а вместе с ним	1	1
69	одним и тем же	1	1
70	по отношению ко всем	1	1
71	слове рассказчика слово здесь	1	1
72	в дальнейшем мы будем	1	1
