N	3gram	Vygotskiy_	UchenyiS
1	в конечном счете	6	4
2	не может быть	14	4
3	то ни было	1	3
4	с другой стороны	7	3
5	в этой области	3	3
6	бы то ни	2	3
7	в то же	2	3
8	то же время	2	3
9	и то что	3	2
10	на каждом шагу	1	2
11	в художественном произведении	8	2
12	в том что	21	2
13	в самом деле	13	2
14	не могут быть	2	2
15	до сих пор	8	2
16	материала и формы	1	2
17	построения литературной науки	1	2
18	тех или иных	2	2
19	и в частности	2	2
20	а между тем	1	2
21	в конце концов	6	2
22	то же самое	8	2
23	в искусстве нет	1	2
24	искусстве нет содержания	1	2
25	в этом отношении	7	2
26	по крайней мере	1	2
27	в этом смысле	3	2
28	мы получаем от	2	1
29	он может быть	1	1
30	во главу угла	1	1
31	нельзя сводить к	1	1
32	у нас в	1	1
33	то что было	1	1
34	что этот процесс	1	1
35	сам по себе	4	1
36	только как прием	1	1
37	и в конце	1	1
38	литературы а о	1	1
39	образом художественное произведение	1	1
40	по существу то	1	1
41	сводится именно к	1	1
42	метода то есть	1	1
43	же самое что	2	1
44	другой стороны в	1	1
45	не о методах	1	1
46	в широком смысле	1	1
47	моцарт и сальери	1	1
48	поэзию как искусство	1	1
49	может быть в	1	1
50	никогда не может	3	1
51	между тем в	1	1
52	что мы можем	1	1
53	содержания в искусстве	1	1
54	то что при	2	1
55	с тем что	2	1
56	искусства как такового	1	1
57	вопрос идет не	1	1
58	и у пушкина	1	1
59	с одной стороны	6	1
60	в ней не	1	1
61	но прежде всего	1	1
62	принципах построения литературной	1	1
63	можно сказать что	2	1
64	как раз обратное	2	1
65	точном смысле этого	1	1
66	в изобразительном искусстве	1	1
67	а о принципах	1	1
68	в значительной мере	1	1
69	не было бы	3	1
70	и что все	1	1
71	в искусстве форма	1	1
72	которое мы получаем	1	1
73	не впадая в	1	1
74	не в том	7	1
75	о принципах построения	1	1
76	а не только	1	1
77	методах изучения литературы	1	1
78	изучения литературы а	1	1
79	на то что	12	1
80	не только в	1	1
81	более или менее	3	1
82	которые подходят к	1	1
83	таким образом художественное	1	1
84	в данном случае	1	1
85	то что все	1	1
86	само по себе	8	1
87	искусство как прием	4	1
88	русского искусствоведения и	1	1
89	том что она	5	1
90	она должна была	1	1
91	в буквальном смысле	1	1
92	все же не	1	1
93	о методах изучения	1	1
94	мы полагаем что	1	1
95	художественное произведение как	2	1
96	при таком понимании	3	1
97	идет не о	1	1
98	это было бы	1	1
