N	4gram	Losev_Prob	Istorich
1	в то время как	6	13
2	не что иное как	6	11
3	в тех случаях когда	1	10
4	так же как и	3	9
5	и т д все	1	6
6	с этой точки зрения	1	6
7	и т д в	1	5
8	и т д мы	1	5
9	с другой стороны и	1	5
10	мы не будем здесь	1	5
11	до сих пор мы	2	5
12	и т д и	5	5
13	есть не что иное	6	5
14	то это значит что	3	4
15	здесь можно было бы	1	4
16	мы до сих пор	1	4
17	и тем не менее	6	4
18	в том что они	1	3
19	как мы видели выше	1	3
20	один и тот же	1	3
21	если это так то	1	3
22	с одной стороны и	1	3
23	точно так же и	1	3
24	только в связи с	2	3
25	бы то ни было	4	3
26	не только то что	1	2
27	в том что он	1	2
28	в том что и	1	2
29	прежде всего мы должны	1	2
30	одной и той же	1	2
31	одно и то же	3	2
32	и то и другое	1	2
33	дело вовсе не в	1	2
34	ответ на этот вопрос	1	2
35	на самом же деле	7	2
36	это не значит что	1	2
37	дело в том что	3	2
38	в том числе и	1	2
39	здесь как и в	1	2
40	сих пор мы рассматривали	1	2
41	но если это так	1	2
42	мы уже видели что	1	2
43	вовсе не есть нечто	1	1
44	само по себе не	1	1
45	отличаются друг от друга	2	1
46	является не чем иным	1	1
47	начала до конца и	1	1
48	как мы только что	2	1
49	во всяком случае не	2	1
50	с другой стороны однако	3	1
51	и т д для	1	1
52	сказать что и в	1	1
53	в связи с этим	1	1
54	никогда не говорится но	1	1
55	то это было бы	1	1
56	мы только что видели	1	1
57	свидетельствует о том что	1	1
58	ничем не отличается от	1	1
59	заключается в том что	4	1
60	то и здесь мы	1	1
61	а в другом случае	1	1
62	о том как эта	1	1
63	о котором говорилось выше	1	1
64	а в третий раз	1	1
65	об этом мы скажем	1	1
66	тем не менее и	1	1
67	исходя из этого можно	1	1
68	но и тем что	1	1
69	т д все это	1	1
70	а может быть даже	2	1
71	если бы мы захотели	1	1
72	не имеют ничего общего	1	1
73	не содержат в себе	1	1
74	в том смысле что	4	1
75	прийти к выводу что	1	1
76	ничего не говорит о	1	1
77	д тем не менее	1	1
78	но сами по себе	1	1
79	в связи с целым	1	1
80	можно ли сказать что	2	1
81	все дело в том	1	1
82	и т д конечно	1	1
83	но это уже не	1	1
84	т д тем не	1	1
85	тем не менее он	1	1
86	тем не менее в	3	1
87	к тому или иному	1	1
88	указанием на то что	1	1
89	только в том что	1	1
90	не чем иным как	2	1
91	уже по одному этому	1	1
92	т д и т	5	1
93	так же реально как	1	1
94	имеют ничего общего с	1	1
95	не сами по себе	1	1
96	есть то самое что	1	1
97	но с другой стороны	2	1
98	и то что и	1	1
99	не содержит в себе	1	1
100	только для того чтобы	1	1
101	никак не может быть	1	1
102	какой бы то ни	1	1
103	и есть то самое	1	1
104	и т д тем	1	1
105	д и т д	5	1
