N	2gram	Vygotskiy_	Narrotol
1	не только	36	62
2	и не	27	50
3	при этом	4	47
4	но и	19	45
5	а не	7	38
6	в качестве	9	35
7	в частности	4	31
8	может быть	20	30
9	и в	47	30
10	в том	38	29
11	в этом	47	28
12	том что	28	28
13	а в	3	27
14	представляет собой	23	25
15	только в	24	25
16	состоит в	3	25
17	в данном	7	24
18	как и	19	24
19	не в	7	23
20	то что	40	23
21	не может	23	20
22	в себе	14	17
23	данном случае	5	17
24	так и	8	17
25	в его	7	16
26	к тому	13	15
27	можно сказать	9	15
28	но в	9	15
29	иначе говоря	3	15
30	и его	14	14
31	то же	16	13
32	в своей	4	13
33	уже не	1	13
34	о том	5	13
35	в своем	3	13
36	у него	2	13
37	времени и	1	13
38	все же	7	12
39	как в	7	12
40	перед нами	3	12
41	как бы	13	12
42	прежде всего	9	12
43	по отношению	10	11
44	об этом	4	11
45	хотя и	4	11
46	если бы	8	11
47	и тем	10	11
48	в этой	7	11
49	в нем	6	11
50	в отличие	4	11
51	отличие от	4	11
52	тем самым	14	11
53	отношению к	9	11
54	один из	3	10
55	как правило	2	10
56	никогда не	7	10
57	тому же	2	10
58	точки зрения	39	10
59	между тем	2	10
60	как это	7	10
61	в то	10	10
62	и все	5	10
63	не является	4	10
64	с его	1	10
65	ничего не	2	10
66	того что	27	10
67	но не	13	10
68	и т.д	4	10
69	в соответствии	1	9
70	как раз	6	9
71	тем не	4	9
72	той или	2	9
73	столь же	2	9
74	отнюдь не	2	9
75	что в	23	9
76	с ним	5	9
77	что он	13	9
78	еще не	5	9
79	потому что	26	9
80	для него	6	9
81	далеко не	1	9
82	в той	7	8
83	и к	11	8
84	в самом	15	8
85	в таком	2	8
86	о чем	8	8
87	не менее	6	8
88	не мог	2	8
89	одна из	2	8
90	он не	5	8
91	и он	4	8
92	самом деле	6	8
93	того чтобы	26	8
94	внимание на	4	8
95	мы имеем	3	8
96	же время	1	8
97	соответствии с	1	8
98	и для	5	8
99	этом отношении	7	8
100	в литературе	1	8
101	у нас	3	8
102	но при	1	8
103	у нее	5	8
104	или иной	2	8
105	в речи	6	7
106	имеет место	4	7
107	а во	1	7
108	в котором	6	7
109	с другой	7	7
110	едва ли	5	7
111	в ее	7	7
112	в конце	5	7
113	в чем	5	7
114	в силу	21	7
115	и на	4	7
