N	3gram	Bakhtin_Pr	Literetu
1	в том что	3	21
2	в то же	3	21
3	то же время	3	21
4	по отношению к	19	12
5	с одной стороны	3	12
6	не может быть	11	11
7	в данном случае	4	11
8	в отличие от	5	11
9	в конечном счете	4	10
10	в этом отношении	2	10
11	с точки зрения	6	8
12	не говоря уже	1	8
13	с другой стороны	4	7
14	говоря уже о	1	6
15	подобно тому как	1	6
16	не только в	2	6
17	тем не менее	3	5
18	в связи с	1	5
19	при этом в	1	4
20	по аналогии с	1	4
21	и тем самым	2	4
22	и прежде всего	5	4
23	то ни было	2	4
24	бы то ни	3	4
25	факторов художественного впечатления	1	3
26	и т п	13	3
27	от эстетического объекта	2	3
28	одной стороны и	1	3
29	в самом деле	3	3
30	в том же	2	3
31	то же самое	2	3
32	той или иной	2	3
33	в равной степени	1	3
34	быть не может	1	3
35	в свою очередь	1	3
36	на то что	1	3
37	на самом деле	3	3
38	как совокупность факторов	1	3
39	к себе самому	1	3
40	и в частности	2	3
41	совокупность факторов художественного	1	3
42	имеется в виду	1	2
43	для того чтобы	2	2
44	сказать и о	2	2
45	по отношению ко	1	2
46	эстетический объект в	5	2
47	между тем как	5	2
48	к тому что	1	2
49	существенно живет на	1	2
50	в равной мере	1	2
51	в значительной степени	1	2
52	могли бы быть	1	2
53	мы имеем дело	2	2
54	может и не	2	2
55	но и в	2	2
56	и в самом	1	2
57	в свое время	1	2
58	которые могли бы	1	2
59	художественного творчества в	1	2
60	дело в том	1	2
61	можно было бы	3	2
62	эстетический объект и	4	2
63	живет на границах	1	2
64	искусства и если	1	2
65	себе самой в	1	1
66	он теряет почву	1	1
67	в его связи	1	1
68	и значительность отвлеченный	1	1
69	дело и с	5	1
70	все то что	3	1
71	это как бы	1	1
72	жизни и искусства	1	1
73	в большинстве случаев	5	1
74	слова это не	1	1
75	на основе общей	1	1
76	внутреннего и внешнего	1	1
77	но отнюдь не	7	1
78	то что в	1	1
79	активности направленной на	1	1
80	не вмешивается в	1	1
81	хотя бы и	1	1
82	и к предмету	1	1
83	эстетического объекта данного	1	1
84	художественного произведения в	1	1
85	в основе всего	1	1
86	бы не было	1	1
87	не в том	1	1
88	далеко не всегда	3	1
89	серьезность и значительность	1	1
90	этом его серьезность	1	1
91	о мире и	1	1
92	отвлеченный от границ	1	1
93	а в том	1	1
94	на границах в	1	1
95	начало и конец	2	1
96	до сих пор	1	1
97	или иной культурной	1	1
98	иметь в виду	1	1
99	оно было бы	1	1
100	только тем чего	1	1
101	или о чем	1	1
102	эстетическом объекте в	1	1
103	в событии бытия	1	1
104	превращает его в	1	1
105	и в то	2	1
106	со всеми другими	1	1
107	в высшей степени	5	1
108	художественное произведение является	1	1
109	его связи с	1	1
110	а не с	1	1
111	почву становится пустым	1	1
112	не нуждается в	1	1
113	вырождается и умирает	1	1
114	о том как	1	1
115	в эстетическом объекте	2	1
116	в области поэтики	1	1
117	произведения в его	1	1
118	и в том	1	1
119	я чувствую себя	1	1
120	мышления о мире	1	1
121	и в этом	1	1
122	в этом последнем	1	1
123	а также и	1	1
124	при этом быть	1	1
125	может быть только	3	1
126	отношению к действительности	2	1
127	в нашем случае	1	1
128	границах в этом	1	1
129	заносчивым вырождается и	1	1
130	и тем не	1	1
131	то есть в	1	1
132	только по отношению	4	1
133	каждый культурный акт	1	1
134	слова в культуре	1	1
135	не могли быть	1	1
136	в частности для	1	1
137	в себе никакой	1	1
138	незаместимое место в	1	1
139	данном случае со	1	1
140	как и для	2	1
141	что в эстетике	1	1
142	в эстетический объект	12	1
143	эстетического объекта не	2	1
144	не может и	2	1
145	все моменты произведения	1	1
146	же время она	1	1
147	эстетического объекта и	4	1
148	эти два момента	1	1
149	общего для всех	1	1
150	себя самого как	1	1
151	именно то что	1	1
152	не что иное	1	1
153	не может стать	1	1
154	пустым заносчивым вырождается	1	1
155	хотя и не	1	1
156	как это ни	1	1
157	культуры и в	1	1
158	на нее и	1	1
159	резко отличается от	1	1
160	теряет почву становится	1	1
161	как говорится в	1	1
162	но в то	1	1
163	в лучшем случае	2	1
164	но в большинстве	1	1
165	его серьезность и	1	1
166	и не менее	1	1
167	которое может быть	1	1
168	именно в том	1	1
169	в этом его	1	1
170	эстетического объекта в	5	1
171	не могут быть	2	1
172	не есть ли	1	1
173	нет дела до	1	1
174	что иное как	1	1
175	не выходит за	1	1
176	становится пустым заносчивым	1	1
177	и не может	2	1
178	вопрос о том	1	1
179	это и есть	1	1
180	значительность отвлеченный от	1	1
181	имеем дело с	1	1
182	в основе своей	3	1
183	как бы уже	1	1
184	может быть и	1	1
