N	3gram	Ircho_Kome	Dialekti
1	и т д	4	75
2	в том что	13	25
3	не что иное	1	18
4	что иное как	1	18
5	тем не менее	2	16
6	сам по себе	1	16
7	само по себе	1	16
8	то же время	5	15
9	в то же	5	14
10	с другой стороны	6	12
11	о том что	6	12
12	на то что	2	11
13	т е в	2	10
14	имеется в виду	1	9
15	и не только	1	9
16	подобно тому как	1	9
17	в то время	8	8
18	и та же	1	8
19	то время как	6	8
20	одна и та	1	8
21	в этом смысле	2	8
22	говоря уже о	4	7
23	так или иначе	4	7
24	точно так же	1	7
25	в связи с	3	7
26	той или иной	1	7
27	не говоря уже	4	7
28	только потому что	2	6
29	в коем случае	1	6
30	для того чтобы	3	6
31	более или менее	1	6
32	ни в коем	1	6
33	в зависимости от	1	6
34	и прежде всего	1	6
35	во всяком случае	4	6
36	с одной стороны	5	6
37	и даже не	1	5
38	по сравнению с	1	5
39	несмотря на всю	3	5
40	в конце концов	4	5
41	к тому что	3	5
42	на первый план	1	5
43	до сих пор	3	5
44	что в нем	1	5
45	мы уже знаем	1	4
46	и т п	7	4
47	ни в чем	1	4
48	с этой точки	1	4
49	так же как	1	4
50	этой точки зрения	1	4
51	т д все	1	4
52	в данном случае	1	4
53	к тому же	12	4
54	что это не	1	4
55	то же самое	2	4
56	с тех пор	1	4
57	я думаю что	2	4
58	может и не	1	4
59	может быть в	1	4
60	связи с этим	1	4
61	ясно что это	1	4
62	можно было бы	3	4
63	в этом отношении	3	4
64	как будто бы	1	3
65	же что и	1	3
66	одних и тех	1	3
67	в силу этого	3	3
68	одно из двух	1	3
69	это вовсе не	1	3
70	но все же	1	3
71	мы находим в	1	3
72	бы то ни	4	3
73	того или иного	1	3
74	и что же?	1	3
75	в чем же	1	3
76	как и в	2	3
77	и тех же	1	3
78	хотя и не	1	3
79	не только в	1	3
80	речь идет о	5	3
81	с самого начала	2	3
82	же как и	1	3
83	и с этой	2	3
84	что он не	2	2
85	но все эти	1	2
86	как раз на	1	2
87	том что в	1	2
88	друг от друга	2	2
89	в качестве примера	1	2
90	в нем не	1	2
91	ни в одной	1	2
92	не имеет значения	1	2
93	на всю ее	1	2
94	в обоих случаях	3	2
95	том что именно	1	2
96	в отношении к	1	2
97	все же это	1	2
98	сомневаться в том	2	2
99	бы только один	1	2
100	в чем не	1	2
101	но и все	1	2
102	можно говорить о	1	2
103	из всего этого	2	2
104	как таковой и	1	2
105	в сущности и	1	2
106	так как он	1	2
107	или хотя бы	1	2
108	в разной степени	1	2
109	т е явление	1	2
110	в это время	3	2
111	при всем том	2	2
112	как это было	1	2
113	как один из	1	2
114	к выводу что	1	2
115	не в состоянии	3	2
116	потому что и	1	2
117	другой стороны в	1	2
118	которые могут быть	1	2
119	хотя бы в	1	2
120	и в том	1	2
121	и вовсе не	1	2
122	к нему с	1	2
123	мы имеем дело	1	2
124	что и в	2	2
125	в течение всего	1	2
126	потому что они	1	2
127	неизвестно кем и	1	1
128	этого нет и	1	1
129	чтобы убедиться в	1	1
130	только что в	1	1
131	одного из них	1	1
132	имеет в виду	1	1
133	каждая из них	1	1
134	мне его не	1	1
135	планов из которых	1	1
136	видеть в нем	2	1
137	в применении к	1	1
138	и независимо от	1	1
139	то что он	2	1
140	тому и другому	1	1
141	то это опять	1	1
142	и во всех	1	1
143	идти речь о	1	1
144	к одному и	1	1
145	то что не	1	1
146	представить себе как	1	1
147	ибо и сама	1	1
148	признаки по которым	1	1
149	в философии и	1	1
150	того чтобы установить	1	1
151	важно что это	1	1
152	никто не может	1	1
153	а в другом	1	1
154	том что для	1	1
155	что все это	1	1
156	не раз в	1	1
157	и все это	1	1
158	что к нему	1	1
159	и даже до	1	1
160	или в мире	1	1
161	совершенно очевидно что	1	1
162	что у него	3	1
163	их точки зрения	2	1
164	о которых говорится	1	1
165	но при этом	1	1
166	в том случае	1	1
167	может быть также	1	1
168	из них в	1	1
169	реальная жизнь и	1	1
170	в первом случае	1	1
171	и чаще всего	1	1
172	те и другие	1	1
173	не связанное с	1	1
174	бросается в глаза	1	1
175	как тот же	1	1
176	независимо от того	3	1
177	и таким образом	2	1
178	ясно что только	1	1
179	в отличие от	3	1
180	которых говорится в	1	1
181	то ни было	4	1
182	с их точки	2	1
183	как мы уже	1	1
184	на этот раз	5	1
185	ты мне не	1	1
186	нет никаких оснований	1	1
187	не мог бы	1	1
188	сих пор не	1	1
189	за ее пределами	1	1
190	с огромной силой	1	1
191	в одном из	4	1
192	за то что	4	1
193	одной из сторон	1	1
194	могла идти речь	1	1
195	вслед за ним	1	1
196	но прежде всего	1	1
197	вместе с тем	4	1
198	и во всяком	1	1
199	в какой мере	1	1
200	большей или меньшей	1	1
201	того как в	2	1
202	но и в	2	1
203	с такой же	1	1
204	же как раз	1	1
205	время как в	1	1
206	и тому же	1	1
207	не мог не	1	1
208	без которых не	1	1
209	можно судить об	1	1
210	может быть даже	2	1
211	не заметить что	1	1
212	каждый из них	2	1
213	то оно все	1	1
214	что же касается	1	1
215	по одному из	1	1
216	только в том	1	1
217	что под этим	1	1
218	речь заходит о	1	1
219	в течение всей	1	1
220	а между тем	1	1
221	до тех пор	1	1
222	вы думаете что	1	1
223	только в виде	1	1
224	и без нее	1	1
225	и еще более	1	1
226	со всех сторон	1	1
227	ничего не известно	1	1
228	не больше того	1	1
229	даже если она	1	1
230	можно сомневаться в	2	1
231	пришли к выводу	1	1
232	из других источников	1	1
233	одному и тому	1	1
234	следовательно и в	1	1
235	же как мы	1	1
236	а вместе с	1	1
237	том что он	4	1
238	что это такое?	1	1
239	если они не	1	1
240	в первую очередь	5	1
241	можно сделать и	1	1
242	вопрос о взаимоотношении	1	1
243	на себе все	1	1
244	том что они	1	1
245	в новое время	2	1
246	том случае если	1	1
247	и в литературе	1	1
248	и за ее	1	1
249	в разной мере	1	1
250	в той же	2	1
251	после того как	3	1
252	в другом случае	1	1
