N	3gram	Bakhtin_Pr	Myshleni
1	в том что	3	133
2	с точки зрения	6	89
3	для того чтобы	2	78
4	по сравнению с	1	45
5	по отношению к	19	42
6	с одной стороны	3	39
7	то же самое	2	31
8	в этом отношении	2	30
9	можно было бы	3	28
10	с другой стороны	4	26
11	на то что	1	25
12	не может быть	11	23
13	смысле этого слова	1	22
14	в то время	1	22
15	к тому что	1	22
16	в высшей степени	5	22
17	можно сказать что	2	21
18	то время как	1	20
19	в самом деле	3	19
20	и тем самым	2	19
21	в отличие от	5	18
22	в этом смысле	3	18
23	до сих пор	1	17
24	в связи с	1	17
25	в данном случае	4	15
26	на этот вопрос	1	14
27	в свою очередь	1	14
28	к выводу что	1	14
29	подобно тому как	1	14
30	тем не менее	3	12
31	на первый план	2	12
32	как мы уже	1	11
33	одной стороны и	1	10
34	то что в	1	10
35	ни в какой	1	9
36	как и в	1	9
37	с помощью которого	1	9
38	с тем что	1	9
39	в конечном счете	4	9
40	на самом деле	3	9
41	в готовом виде	1	8
42	той или иной	2	8
43	не могут быть	2	8
44	в том же	2	8
45	в равной мере	1	8
46	о том как	1	7
47	скажем только что	1	7
48	вопрос о том	1	7
49	по своему значению	1	7
50	в первом случае	1	7
51	и в частности	2	6
52	в лучшем случае	2	6
53	если бы мы	1	6
54	и не может	2	6
55	в том смысле	1	6
56	не что иное	1	6
57	в том и	1	6
58	что иное как	1	6
59	и как бы	1	5
60	как мы показали	1	5
61	не совпадает с	2	5
62	как мы увидим	3	5
63	том смысле что	1	5
64	сами по себе	1	5
65	что все эти	1	5
66	и в этом	1	5
67	в какой мере	2	5
68	в свое время	1	5
69	в то же	3	5
70	не только в	2	5
71	тем что оно	1	5
72	о которых мы	1	4
73	так и в	2	4
74	с помощью слова	1	4
75	между тем как	5	4
76	по аналогии с	1	4
77	имеет дело с	4	4
78	к вопросу о	1	4
79	таким образом и	1	4
80	мы имеем дело	2	4
81	вбирает в себя	1	4
82	но и в	2	4
83	к целому ряду	1	4
84	таким образом в	1	4
85	его отношение к	1	4
86	несмотря на то	1	4
87	в его состав	1	4
88	есть не что	1	4
89	не может возникнуть	1	4
90	в значительной степени	1	4
91	именно то что	1	4
92	о чем говорится	1	4
