N	2gram	Voloshinov	Dialekti
1	не есть	2	181
2	и не	4	120
3	а не	1	78
4	и в	16	77
5	точки зрения	8	72
6	может быть	17	71
7	не только	7	66
8	то что	3	59
9	и есть	3	55
10	ничего не	1	54
11	не может	8	53
12	и даже	4	47
13	с точки	6	46
14	что это	2	46
15	так как	4	46
16	как бы	5	43
17	и что	1	42
18	ни в	5	42
19	не имеет	1	41
20	вовсе не	1	41
21	в том	3	40
22	в этом	9	39
23	то же	2	39
24	что такое	5	39
25	что она	1	38
26	что он	2	37
27	том что	3	37
28	прежде всего	9	37
29	что в	3	34
30	в нем	4	34
31	и все	4	33
32	но и	4	32
33	все это	4	31
34	сказать что	7	30
35	отнюдь не	4	30
36	и как	3	30
37	было бы	2	29
38	так и	4	29
39	как и	2	28
40	никогда не	2	27
41	в виду	1	26
42	крайней мере	3	26
43	по крайней	3	26
44	есть и	2	26
45	говорить о	2	25
46	учение о	3	25
47	и то	1	25
48	и пр	12	25
49	но это	2	24
50	если бы	1	24
51	таким образом	9	23
52	это и	1	23
53	что оно	2	23
54	и вот	3	23
55	я не	1	22
56	что не	2	21
57	в чем	5	21
58	она не	1	21
59	и с	8	20
60	о том	2	20
61	что и	2	20
62	только в	4	20
63	в каком	2	20
64	совершенно не	8	20
65	уже не	1	20
66	как раз	1	20
67	и вообще	2	20
68	в самом	2	19
69	не менее	2	19
70	не существует	2	19
71	и притом	3	19
72	и это	6	19
73	как это	3	19
74	тогда когда	1	19
75	что мы	2	19
76	и его	8	19
77	хотя бы	4	18
78	не что	1	18
79	с другой	1	18
80	что иное	1	18
81	что же	1	18
82	жизни и	3	18
83	иное как	1	18
84	можно сказать	4	17
85	в сущности	1	17
86	той или	1	17
87	в основе	3	17
88	но если	1	17
89	к нему	1	16
90	только не	1	16
91	в своей	2	16
92	нет ничего	1	16
93	конечно не	6	16
94	мы не	2	16
95	другими словами	2	16
96	же и	1	15
97	только что	1	15
98	все же	1	15
99	так же	2	15
100	и мы	2	15
101	несмотря на	1	15
102	мы уже	2	15
103	самом деле	6	15
104	хотя и	1	15
105	сознания и	2	15
106	и о	2	15
107	есть то	1	14
108	даже и	1	14
109	с ним	2	14
110	и ее	4	14
111	и потому	3	14
112	и только	9	14
113	и к	6	13
114	говорит о	1	13
115	отличается от	1	13
116	что они	1	13
117	в смысле	1	13
118	он не	2	13
119	и та	1	13
120	с ее	4	13
121	но в	4	13
122	в ней	1	13
123	с этим	2	12
124	вопрос о	1	12
125	не говорит	1	12
126	вещей и	1	12
127	но как	2	12
128	но не	1	12
129	даже не	3	12
130	могут быть	3	12
131	иной раз	1	12
132	не могут	2	12
133	еще не	5	12
134	все эти	5	12
135	и ни	1	12
136	и может	4	12
137	и жизни	1	12
138	а в	3	12
139	что если	1	11
140	в них	2	11
141	в данном	1	11
142	только на	3	11
143	что я	1	11
144	что мир	1	11
145	должны быть	1	11
146	оно есть	1	11
147	есть ли	1	11
148	та же	1	11
149	от того	1	11
150	мы имеем	1	11
151	есть в	2	11
152	его не	1	11
153	мы должны	1	11
154	только то	2	11
155	во всем	1	10
156	в душе	2	10
157	с этой	2	10
158	в жизни	2	10
159	веры и	1	10
160	к тому	1	10
161	во всяком	3	10
162	только как	3	10
163	для того	1	10
164	можно ли	1	10
165	мы видим	2	10
166	от этого	1	10
167	а потом	1	10
168	и для	2	10
169	что для	1	10
170	за пределы	2	10
171	оно не	2	10
172	то и	1	10
173	времени и	1	10
174	если мы	2	10
175	в его	4	10
176	это было	1	10
177	идеи и	1	10
178	в частности	2	10
179	и можно	1	10
180	как мы	4	10
181	при этом	6	9
182	случае не	1	9
183	быть может	2	9
184	в этих	3	9
185	и на	4	9
186	ничто не	1	9
187	в одном	3	9
188	мы можем	9	9
189	не нуждается	2	9
190	же как	2	9
191	на этом	3	9
192	общего с	1	9
193	и по	2	9
194	подобно тому	1	9
195	с ними	4	9
196	той же	1	9
197	или иной	1	9
198	смысл и	1	9
199	между собою	2	9
200	как он	1	9
201	тому как	1	9
202	в разных	1	8
203	и говорить	2	8
204	теперь мы	1	8
205	уже и	1	8
206	нет и	2	8
207	все время	1	8
208	себя в	1	8
209	с одной	1	8
210	это мы	1	8
211	не будет	2	8
212	этом смысле	3	8
213	в этой	4	8
214	что есть	1	8
215	один из	2	8
216	не на	2	8
217	как не	2	8
218	ничего общего	1	8
219	у меня	1	8
220	наука и	1	8
221	одна и	1	8
222	у нас	1	8
223	на самом	4	8
224	только и	2	8
225	все что	4	7
226	мы и	1	7
227	зависимости от	1	7
228	мира и	3	7
229	на первый	2	7
230	не всегда	1	7
231	как на	1	7
232	связи с	1	7
233	не знает	2	7
234	в конце	1	7
235	в связи	1	7
236	в мире	1	7
237	то ни	1	7
238	истории и	1	7
239	отношения к	3	7
240	со стороны	1	7
241	для меня	2	7
242	и об	1	7
243	что здесь	1	7
244	без всякого	1	7
245	с его	7	7
246	эти две	1	7
247	и их	4	7
248	из этих	2	7
249	так чтобы	1	7
250	нуждается в	5	7
251	эти два	1	7
252	об его	2	6
253	уже в	1	6
254	нем нет	2	6
255	одной стороны	1	6
256	в другом	1	6
257	в себя	1	6
258	одна из	1	6
259	коем случае	1	6
260	во всех	3	6
261	быть только	1	6
262	я и	6	6
263	можно было	1	6
264	где же	1	6
265	друг другу	1	6
266	тела и	1	6
267	с тем	1	6
268	и они	1	6
269	вместе с	3	6
270	себя и	2	6
271	того чтобы	1	6
272	мог бы	1	6
273	всяком случае	3	6
274	для него	6	6
275	о нем	1	6
276	они не	2	6
277	в коем	1	6
278	ее в	2	6
279	с их	3	6
280	вообще не	2	6
281	по своему	2	6
282	его в	4	6
283	бы ни	1	6
284	может иметь	2	6
285	и почти	1	6
286	в науке	2	6
287	на всю	1	6
288	и часто	1	6
289	этой точки	1	6
290	в один	4	6
291	отношение к	5	6
292	и прежде	1	6
293	для этого	2	6
294	есть прежде	1	5
295	до сих	3	5
296	в своих	1	5
297	что по	1	5
298	их в	3	5
299	в одно	2	5
300	мы только	1	5
301	но мы	4	5
302	или только	1	5
303	об ее	1	5
304	но даже	1	5
305	и еще	1	5
306	как я	1	5
307	можем сказать	2	5
308	к этому	2	5
309	нет никаких	2	5
310	едва ли	3	5
311	нельзя сказать	1	5
312	в качестве	1	5
313	есть еще	1	5
314	что его	1	5
315	на другую	1	5
316	и она	3	5
317	в свете	1	5
318	сих пор	3	5
319	оно и	2	5
320	но так	1	5
321	она хочет	1	5
322	все остальное	1	5
323	же мы	1	5
324	в него	5	5
325	одного и	1	5
326	от нее	1	5
327	даны в	1	5
328	почти не	2	5
329	то я	1	5
330	из того	1	5
331	же что	1	5
332	и так	2	5
333	том смысле	1	5
334	сравнению с	3	5
335	это может	1	5
336	в течение	1	5
337	сознание и	5	5
338	по сравнению	3	5
339	явления и	1	5
340	форма и	1	5
341	он может	1	5
342	мы еще	1	5
343	точку зрения	1	5
344	зависит от	1	5
345	а это	1	5
346	ведь это	1	5
347	весь мир	1	5
348	в области	3	5
349	первый план	1	5
350	когда он	1	5
351	говоря о	1	5
352	и наконец	4	5
353	что на	2	5
354	живое существо	1	4
355	еще более	1	4
356	нас в	1	4
357	как они	1	4
358	жизнь в	1	4
359	из всего	1	4
360	только для	5	4
361	две сферы	1	4
362	в этот	2	4
363	к ним	2	4
364	необходимость и	2	4
365	уже знаем	1	4
366	о ней	1	4
367	бы то	1	4
368	время и	1	4
369	в состоянии	1	4
370	мы знаем	3	4
371	ни ее	1	4
372	у него	2	4
373	к чему	1	4
374	но ведь	2	4
375	есть та	1	4
376	делает ее	1	4
377	внешний мир	2	4
378	образ не	1	4
379	хотя в	1	4
380	очень мало	1	4
381	главным образом	1	4
382	а потому	4	4
383	и здесь	1	4
384	как с	2	4
385	это уже	1	4
386	со всеми	2	4
387	поэтому и	2	4
388	что угодно	1	4
389	он будет	1	4
390	можно назвать	2	4
391	связанные с	2	4
392	в душу	1	4
393	сейчас же	1	4
394	наконец и	1	4
395	это только	1	4
396	быть не	1	4
397	потому и	2	4
398	это же	1	4
399	заметить что	1	4
400	только одна	1	4
401	но именно	1	4
402	с нею	2	4
403	мир в	1	4
404	данном случае	1	4
405	и этим	2	4
406	этом отношении	1	4
407	здесь в	1	4
408	них и	1	4
409	в общем	3	4
410	и эта	1	4
411	в глубине	1	4
412	по смыслу	1	4
413	меньше всего	2	4
414	на все	1	4
415	или что	1	4
416	на них	2	4
