N	3gram	Losev_Dial	Literetu
1	в том что	12	21
2	в то же	3	21
3	то же время	3	21
4	с одной стороны	3	12
5	не может быть	12	11
6	в данном случае	3	11
7	в отличие от	1	11
8	в конечном счете	1	10
9	так или иначе	2	10
10	о том что	6	10
11	в этом отношении	2	10
12	с точки зрения	25	8
13	не говоря уже	6	8
14	с другой стороны	3	7
15	говоря уже о	6	6
16	к тому же	2	6
17	из того что	2	6
18	подобно тому как	5	6
19	не только в	1	6
20	с этой точки	4	5
21	тем не менее	10	5
22	этой точки зрения	4	5
23	в связи с	3	5
24	прежде всего в	1	5
25	но при этом	1	4
26	и прежде всего	6	4
27	то ни было	1	4
28	исходит из того	1	4
29	бы то ни	2	4
30	и то что	1	4
31	и т п	1	3
32	одной стороны и	1	3
33	в самом деле	6	3
34	речь идет о	1	3
35	то же самое	1	3
36	той или иной	2	3
37	на то что	3	3
38	на самом деле	1	3
39	по крайней мере	10	3
40	ту или иную	1	3
41	но тем что	1	3
42	в одном из	1	3
43	однако в противоположность	1	3
44	во всяком случае	3	3
45	и в частности	2	3
46	тех пор пока	1	2
47	в себя и	1	2
48	имеется в виду	5	2
49	все той же	1	2
50	что на нем	1	2
51	для того чтобы	1	2
52	и то же	2	2
53	уже и не	1	2
54	и вместе с	1	2
55	тех или иных	2	2
56	не только не	7	2
57	к тому что	2	2
58	только то что	1	2
59	а не только	2	2
60	и одно из	1	2
61	не мог бы	1	2
62	мы имеем дело	1	2
63	в чистом виде	1	2
64	может и не	1	2
65	то что было	1	2
66	лишь тогда когда	1	2
67	за то что	1	2
68	в свое время	1	2
69	что он сам	1	2
70	поскольку речь идет	1	2
71	до тех пор	1	2
72	я не могу	1	2
73	к общему и	1	2
74	одно и то	2	2
75	в сравнении с	5	2
76	и не только	5	2
77	одно из них	1	2
78	но то что	2	1
79	это как бы	1	1
80	я не мог	1	1
81	что в ней	1	1
82	словами быть может	1	1
83	не менее чем	1	1
84	себя в своей	1	1
85	а не абсолютная	1	1
86	это не только	1	1
87	так и от	1	1
88	тем более не	2	1
89	на свете есть	1	1
90	не в том	5	1
91	далеко не всегда	1	1
92	друг от друга	1	1
93	он сам не	1	1
94	более или менее	1	1
95	только при условии	1	1
96	но даже и	3	1
97	если бы я	1	1
98	говорит о себе	1	1
99	нас а не	1	1
100	прежде всего это	2	1
101	одних и тех	2	1
102	именно в этом	1	1
103	только в силу	1	1
104	не его собственная	1	1
105	до сих пор	1	1
106	потому что в	1	1
107	в глубине души	1	1
108	в такой же	1	1
109	иметь в виду	3	1
110	в конце концов	1	1
111	жизни вовсе не	1	1
112	на христианство и	1	1
113	мы никогда не	1	1
114	но может быть	1	1
115	собственно говоря и	1	1
116	в зависимости от	3	1
117	самом деле есть	1	1
118	мы находимся в	1	1
119	нас в данном	1	1
120	в последнее время	2	1
121	но только в	1	1
122	и в то	2	1
123	в пределах одной	1	1
124	том что в	1	1
125	и вне меня	1	1
126	не только на	1	1
127	далеко еще не	1	1
128	которая отнюдь не	1	1
129	одна из форм	1	1
130	но еще и	1	1
131	находится в его	1	1
132	личности с ее	2	1
133	да что там	1	1
134	именно на этот	1	1
135	для того кто	3	1
136	и есть подлинный	1	1
137	как раз и	3	1
138	сама по себе	11	1
139	с тех пор	2	1
140	потому что здесь	2	1
141	и даже более	1	1
142	о том как	2	1
143	не в силах	2	1
144	без внимания к	1	1
145	но это не	2	1
146	даже и не	3	1
147	и в том	1	1
148	такой же мере	1	1
149	и в этом	4	1
150	может быть только	1	1
151	своего собственного сознания	1	1
152	в нашем случае	1	1
153	абсолютная истина и	1	1
154	а только лишь	1	1
155	есть не более	1	1
156	и тем не	2	1
157	а не просто	6	1
158	не тем что	1	1
159	и всякой иной	1	1
160	вслед за ним	1	1
161	а в конце	1	1
162	вместе с ним	1	1
163	по существу своему	1	1
164	при всем своем	1	1
165	как бы в	1	1
166	но и принципиально	1	1
167	может быть ни	1	1
168	в данный момент	2	1
169	так как мы	1	1
170	и в особенности	1	1
171	со всяким другим	1	1
172	в это время	1	1
173	не может и	1	1
174	шла речь в	1	1
175	днем и ночью	1	1
176	может быть в	1	1
177	как это было	1	1
178	не в состоянии	1	1
179	в нас самих	1	1
180	я с тех	1	1
181	и тех же	2	1
182	не что иное	6	1
183	он не может	3	1
184	мыслит себя как	1	1
185	так как будто	1	1
186	и даже в	1	1
187	для этого он	2	1
188	уже не может	1	1
189	только на то	2	1
190	перед нами не	1	1
191	хотя и не	2	1
192	несмотря на свою	1	1
193	хотя бы на	1	1
194	субъекта и объекта	4	1
195	мира и жизни	1	1
196	но в то	1	1
197	содержит в себе	2	1
198	в лучшем случае	2	1
199	мира а не	1	1
200	личности когда он	1	1
201	только потому что	1	1
202	уже не просто	1	1
203	он и не	1	1
204	было бы и	1	1
205	в этом его	1	1
206	с самого начала	1	1
207	в себе не	2	1
208	и при этом	2	1
209	внимания к ее	1	1
210	как особого рода	2	1
211	не могут быть	3	1
212	не есть ли	2	1
213	том что они	1	1
214	может быть выражено	1	1
215	в романе достоевского	1	1
216	есть по преимуществу	1	1
217	не могло не	1	1
218	а так как	1	1
219	что иное как	6	1
220	легко может быть	1	1
221	субъект мыслится как	1	1
222	не абсолютная истина	1	1
223	и не может	1	1
224	вопрос о том	1	1
225	этот ряд и	1	1
226	как такового с	1	1
227	это и есть	4	1
228	само по себе	8	1
229	что в сравнении	1	1
230	тот или иной	2	1
231	мы не можем	2	1
232	в этот день	1	1
233	в основе своей	1	1
