N	4gram	Bakhtin_Pr	Vladivir
1	дело в том что	1	11
2	в то же время	13	9
3	и в то же	2	5
4	в то время как	2	5
5	и в этом смысле	2	4
6	во что бы то	1	3
7	как мы знаем в	1	3
8	о том что он	1	3
9	что бы то ни	1	3
10	с начала и до	2	3
11	в том что он	4	3
12	начала и до конца	2	3
13	заключается в том что	1	3
14	бы то ни стало	1	3
15	с одной стороны и	1	2
16	бы то ни было	2	2
17	с точки зрения того	1	2
18	но в то же	7	2
19	до сих пор не	1	2
20	в этом смысле его	1	2
21	само по себе не	1	1
22	прежде всего свобода и	1	1
23	не с точки зрения	1	1
24	но тем не менее	1	1
25	как мы ее понимаем	1	1
26	и во всяком случае	1	1
27	точка зрения с которой	1	1
28	в одной плоскости с	4	1
29	а в том что	1	1
30	однако нам кажется что	1	1
31	в письме к страхову	1	1
32	то что он не	1	1
33	в собственном смысле слова	1	1
34	в том что это	1	1
35	он в конце концов	1	1
36	с другой стороны мы	1	1
37	а может быть и	1	1
38	которая как раз и	1	1
39	иметь в виду что	1	1
40	независимо от того кто	1	1
41	сообщение о том что	1	1
42	на то что он	1	1
43	то же время и	1	1
44	в сознании и в	1	1
45	тем не менее и	1	1
46	какой бы то ни	1	1
47	так же как и	1	1
48	говорит в письме к	1	1
49	ни на минуту не	1	1
50	и не может быть	1	1
51	что же это за	1	1
52	не в том что	1	1
