N	3gram	Vygotskiy_	VeschiIm
1	и т д	1	38
2	это значит что	1	25
3	не может быть	8	24
4	бы то ни	1	12
5	то ни было	1	12
6	тем не менее	1	11
7	содержит в себе	1	11
8	по крайней мере	1	10
9	в том что	30	9
10	в самом деле	5	7
11	на то что	9	7
12	по сравнению с	9	7
13	сама по себе	3	7
14	с точки зрения	34	6
15	то и другое	1	6
16	в свою очередь	3	5
17	в чем же	1	5
18	в то же	2	5
19	и то же	2	5
20	и то что	1	5
21	не потому что	2	5
22	одно и то	2	5
23	подобно тому как	2	5
24	не только в	1	5
25	что оно есть	1	5
26	о том как	1	4
27	то время как	4	4
28	от того что	2	4
29	то что является	1	4
30	этой точки зрения	2	4
31	с этой точки	1	4
32	есть прежде всего	2	4
33	в то время	5	4
34	сам по себе	3	4
35	не только не	2	4
36	дело в том	2	4
37	о том что	10	4
38	само по себе	3	4
39	то же время	2	4
40	потому что они	1	4
41	мы видели что	4	3
42	вместе с тем	5	3
43	что это есть	1	3
44	указывает на то	3	3
45	той или другой	1	3
46	заключается в том	10	3
47	ту или иную	1	3
48	можно сказать что	5	3
49	из того что	7	3
50	она не может	1	3
51	в отрыве от	1	3
52	мы не можем	3	3
53	можно было бы	6	3
54	и в то	1	3
55	не указывает на	1	3
56	в собственном смысле	8	3
57	не может не	1	3
58	это значило бы	1	3
59	только то что	2	3
60	с одной стороны	14	3
61	то что мы	1	3
62	с другой стороны	10	3
63	так же как	6	2
64	то что он	2	2
65	в той или	1	2
66	в одном и	1	2
67	того что она	1	2
68	все то что	1	2
69	на действительность и	2	2
70	мы находим в	1	2
71	в применении к	1	2
72	бы сказать что	3	2
73	в данном случае	5	2
74	это так то	1	2
75	какого бы то	1	2
76	в том чтобы	6	2
77	что в результате	1	2
78	так как мы	1	2
79	не имеет никакого	1	2
80	у нас в	1	2
81	есть не только	1	2
82	в свое время	1	2
83	хотя бы и	1	2
84	в этом смысле	3	2
85	а следовательно и	1	2
86	для того чтобы	19	2
87	и что она	1	2
88	то что оно	1	2
89	или по крайней	1	2
90	но в чем	1	2
91	но что же	1	2
92	друг с другом	6	2
93	том что он	2	2
94	и в частности	3	2
95	он ничего не	1	2
96	должно быть понято	1	2
97	хотя бы даже	1	2
98	как раз в	3	2
99	в конце концов	1	2
100	той и другой	1	2
101	и таким образом	2	2
102	хотя бы в	1	2
103	если это так	1	2
104	в связи с	3	2
105	то что у	2	2
106	к тому что	3	2
107	и с другой	1	2
108	но все же	1	2
109	то что я	1	2
110	во всяком случае	5	2
111	в этом отношении	6	2
