N	3gram	Propp_Isto	VeschiIm
1	и т д	35	38
2	это значит что	1	25
3	не может быть	8	24
4	и больше ничего	1	12
5	бы то ни	2	12
6	не что иное	3	12
7	то ни было	2	12
8	что иное как	3	12
9	т д и	2	11
10	тем не менее	7	11
11	содержит в себе	1	11
12	в том что	6	9
13	есть не что	2	8
14	на то что	5	7
15	т е в	1	7
16	может быть только	1	6
17	и не только	1	6
18	так или иначе	1	6
19	и тем не	2	5
20	и то же	1	5
21	подобно тому как	3	5
22	не только в	5	5
23	равно как и	1	4
24	в себе в	1	4
25	о том как	2	4
26	то время как	3	4
27	в то время	3	4
28	более или менее	5	4
29	сам по себе	1	4
30	не только не	1	4
31	дело в том	3	4
32	о том что	5	4
33	само по себе	2	4
34	потому что они	1	4
35	мы видели что	3	3
36	вместе с тем	7	3
37	но если это	2	3
38	уже не может	1	3
39	все же не	2	3
40	сами по себе	1	3
41	мы не можем	3	3
42	можно было бы	5	3
43	так что в	1	3
44	и что они	3	3
45	это значило бы	1	3
46	только то что	1	3
47	с одной стороны	7	3
48	с другой стороны	7	3
49	то это значит	1	3
50	так же как	6	2
51	имеем дело не	1	2
52	т е и	1	2
53	то что он	1	2
54	а так как	1	2
55	мы видим что	12	2
56	дело не с	1	2
57	это так то	2	2
58	в том чтобы	1	2
59	но уже сейчас	1	2
60	в этом смысле	1	2
61	для этого нужно	1	2
62	для того чтобы	1	2
63	мы еще не	1	2
64	руки и ноги	2	2
65	т е если	1	2
66	и есть то	1	2
67	друг с другом	3	2
68	и в конце	1	2
69	том что он	1	2
70	нужно было бы	1	2
71	что мы имеем	3	2
72	а есть только	1	2
73	в первом случае	1	2
74	и кроме того	1	2
75	тех или иных	1	2
76	не может считаться	1	2
77	в отдельности и	1	2
78	можно говорить о	1	2
79	то ясно что	2	2
80	хотя бы в	1	2
81	если это так	2	2
82	которая была бы	1	2
83	в связи с	5	2
84	она может быть	1	2
85	как бы его	1	2
86	к тому что	1	2
87	но все же	7	2
88	необходимо не только	1	2
89	в этом отношении	1	2
90	вопрос о том	2	2
91	и в этом	1	2
92	а не только	1	2
93	только тогда когда	1	2
94	мы имеем дело	1	2
95	быть не может	1	1
96	не просто как	1	1
97	что он не	4	1
98	и что их	1	1
99	одной стороны и	1	1
100	же как она	1	1
101	это не значит	1	1
102	т д все	3	1
103	как будто бы	2	1
104	что она не	1	1
105	это может быть	2	1
106	т д то	2	1
107	т д а	1	1
108	вопрос о смысле	2	1
109	по себе но	1	1
110	и должно быть	2	1
111	и прежде всего	1	1
112	по себе а	2	1
113	по существу своему	1	1
114	никак не может	1	1
115	но и здесь	1	1
116	независимо от других	1	1
117	и может быть	1	1
118	но и в	4	1
119	по одному этому	1	1
120	как в результате	1	1
121	имени или слова	1	1
122	ни к какому	1	1
123	т д на	1	1
124	не содержит в	1	1
125	т д если	2	1
126	один из видов	2	1
127	и в особенности	1	1
128	результате мы получим	1	1
129	при каких условиях	1	1
130	ясно что это	1	1
131	здесь мы не	1	1
132	т е она	1	1
133	один и тот	2	1
134	как можно было	1	1
135	ни с какими	1	1
136	должно было бы	1	1
137	не пытается объяснить	1	1
138	дело не в	2	1
139	уже сейчас мы	1	1
140	то что в	2	1
141	какой бы то	1	1
142	но в свете	2	1
143	то что уже	1	1
144	перед нами как	2	1
145	оно и есть	1	1
146	в результате мы	1	1
147	и в нем	2	1
148	и что это	1	1
149	по сравнению со	1	1
150	на этой стадии	1	1
151	имеет в качестве	1	1
152	не значит что	1	1
153	и по смыслу	1	1
154	существом которое его	1	1
155	и тот же	2	1
156	что и в	1	1
157	не в том	1	1
158	на вопрос о	1	1
159	есть только в	1	1
160	т е то	1	1
161	в руки палку	1	1
162	еще не знаем	1	1
163	но это только	1	1
164	так как будто	1	1
165	дело вовсе не	1	1
166	что у него	1	1
167	может быть двояким	1	1
168	и один из	1	1
169	почему это так	1	1
170	возникает другой вопрос	1	1
171	из них в	1	1
172	до сих пор	11	1
173	именно потому что	1	1
174	на точку зрения	1	1
175	сейчас мы можем	1	1
176	и здесь мы	1	1
177	таким образом и	1	1
178	понимание того что	1	1
179	смысле этого слова	1	1
180	потому что он	2	1
181	очень много и	1	1
182	проник и в	1	1
183	ничего не видит	1	1
184	с вопросом о	1	1
185	и ничего не	1	1
186	но из его	1	1
187	и вместе с	2	1
188	да и то	1	1
189	она и есть	1	1
190	в этом случае	3	1
191	и что такое	1	1
192	но в то	1	1
193	содержат в себе	1	1
194	это и должно	1	1
195	стоит в связи	2	1
196	что они не	1	1
197	е то что	1	1
198	в зависимости от	3	1
199	не вдаваясь в	2	1
200	сих пор мы	4	1
201	с тем что	3	1
202	том что и	1	1
203	то же самое	3	1
204	уже по одному	1	1
205	самом же деле	1	1
206	это отнюдь не	1	1
207	и что он	1	1
208	вместо того чтобы	2	1
209	и так что	1	1
210	на самом же	1	1
211	он находится в	2	1
212	другой стороны как	1	1
213	т д но	2	1
214	оно все же	1	1
215	в этой связи	1	1
216	так пусть я	1	1
217	это потому что	1	1
218	в одном случае	1	1
219	относится и к	1	1
220	по его мнению	2	1
221	оно может быть	2	1
222	д все это	1	1
223	вопросом о том	1	1
224	но так как	2	1
225	но и для	1	1
226	это было бы	1	1
227	превращаем их в	1	1
228	еще ничего не	1	1
229	вовсе не в	1	1
