N	3gram	Voloshinov	Marksizm
1	с точки зрения	15	46
2	не может быть	14	25
3	в самом деле	10	19
4	по отношению к	11	15
5	то же время	6	15
6	в то же	6	15
7	в том что	9	14
8	и не может	3	12
9	то ни было	2	12
10	в высшей степени	6	12
11	бы то ни	3	12
12	для того чтобы	3	11
13	до сих пор	3	11
14	в отличие от	2	10
15	с самого начала	5	10
16	в большинстве случаев	5	9
17	но в то	3	9
18	в направлении к	1	8
19	в настоящее время	1	8
20	то же самое	2	8
21	может быть и	6	8
22	смысле этого слова	1	7
23	в свою очередь	4	7
24	как мы знаем	1	7
25	всех без исключения	1	6
26	как мы уже	5	6
27	и пр и	2	6
28	на самом деле	4	6
29	во всяком случае	8	6
30	если бы он	3	6
31	с одной стороны	2	6
32	на этой почве	1	5
33	отнюдь не является	3	5
34	одни и те	1	5
35	в таком случае	4	5
36	к тому что	2	5
37	самом же деле	2	5
38	на самом же	2	5
39	пр и пр	2	5
40	той или иной	1	5
41	и те же	1	5
42	как мы видели	8	5
43	в этом случае	1	5
44	объективной точки зрения	2	5
45	в этом отношении	4	5
46	вполне понятно что	1	4
47	мы уже знаем	3	4
48	в зависимости от	4	4
49	быть и речи	3	4
50	и прежде всего	7	4
51	но все же	1	4
52	в слове и	1	4
53	данной социальной группы	1	4
54	о том что	3	4
55	можно сказать что	5	4
56	в узком смысле	2	4
57	каких бы то	1	4
58	нашей точки зрения	1	4
59	том что он	2	4
60	тесно связана с	1	3
61	и тот же	3	3
62	в применении к	2	3
63	тем не менее	4	3
64	и его формы	2	3
65	хотя бы и	2	3
66	и пр но	1	3
67	и то же	1	3
68	а не наоборот	1	3
69	друг с другом	1	3
70	но при этом	1	3
71	в конце концов	2	3
72	мы не будем	1	3
73	в двух направлениях	1	3
74	самом деле ведь	1	3
75	вовсе не является	1	3
76	не могут быть	4	3
77	или хотя бы	1	3
78	всегда и всюду	1	3
79	в ее целом	4	3
80	но и в	1	3
81	с объективной точки	2	3
82	в данный момент	1	3
83	выходят за пределы	1	3
84	один и тот	3	3
85	на первый план	4	3
86	может быть понято	1	3
87	и той же	3	3
88	может быть непосредственно	1	3
89	на этот вопрос	3	3
90	не было бы	1	3
91	– одна из	1	3
92	одно и то	1	3
