N	2gram	Vygotskiy_	KulturaY
1	и в	33	84
2	в том	44	74
3	потому что	40	68
4	не только	28	60
5	точки зрения	27	59
6	в этом	43	57
7	было бы	18	53
8	и не	18	52
9	может быть	15	47
10	что в	33	44
11	том что	41	44
12	того чтобы	26	44
13	в самом	10	41
14	для того	20	41
15	у нас	4	38
16	хотя бы	5	37
17	самом деле	9	37
18	так как	20	36
19	с точки	12	36
20	в области	19	34
21	таким образом	30	33
22	а не	14	33
23	если бы	13	32
24	можно было	11	32
25	не в	10	30
26	в его	15	30
27	прежде всего	5	30
28	письменной речи	44	29
29	все же	5	29
30	не менее	4	28
31	того что	34	28
32	все эти	9	28
33	в силу	14	26
34	то что	48	25
35	вовсе не	2	25
36	не может	31	25
37	вопрос о	15	24
38	с другой	11	24
39	еще не	11	24
40	то же	12	23
41	с помощью	32	23
42	только в	21	23
43	так и	8	23
44	языка в	1	22
45	иными словами	1	22
46	тем не	1	21
47	по себе	8	20
48	во всяком	4	20
49	и что	18	20
50	но и	14	20
51	тем что	12	19
52	о том	13	19
53	речи в	7	19
54	обстоятельство что	5	19
55	что он	40	19
56	зависимости от	3	19
57	языка и	6	19
58	что же	2	19
59	всяком случае	2	19
60	но в	9	19
61	то обстоятельство	5	19
62	и с	7	18
63	с тем	9	18
64	к тому	14	18
65	в сущности	17	18
66	в качестве	13	18
67	связи с	9	18
68	между тем	5	18
69	вместе с	9	18
70	как бы	11	18
71	все это	2	18
72	в той	8	17
73	другой стороны	9	17
74	как это	11	17
75	что это	1	17
76	слова и	3	17
77	о языке	1	17
78	как раз	5	17
79	это не	8	17
80	в виду	4	16
81	в зависимости	2	16
82	что и	11	16
83	что не	2	16
84	тот же	7	16
85	ничего не	6	16
86	но не	13	16
87	при этом	9	15
88	именно в	8	15
89	в данном	4	15
90	как на	4	15
91	в нашем	5	15
92	том чтобы	3	15
93	не было	1	15
94	и тем	5	15
95	один из	4	15
96	по отношению	19	15
97	целый ряд	5	15
98	только потому	1	15
99	того как	6	15
100	а в	5	15
101	лишь в	1	15
102	должно быть	10	15
103	в них	3	14
104	и на	11	14
105	сказать что	18	14
106	хотя и	1	14
107	что такое	6	14
108	в связи	6	14
109	я не	6	14
110	сих пор	3	14
111	в ней	2	14
112	до сих	3	14
113	если мы	9	14
114	как мы	20	14
115	мы имеем	4	14
116	также и	2	14
117	отношению к	19	14
118	что она	3	13
119	в этой	8	13
120	там где	2	13
121	не могут	7	13
122	в которых	2	13
123	той же	7	13
124	для нас	1	13
125	это и	3	13
126	по существу	5	13
127	в пределах	6	13
128	и его	6	13
129	с этой	8	12
130	говорить о	3	12
131	в результате	9	12
132	того же	13	12
