N	3gram	Bakhtin_Fr	DiskursI
1	в том что	6	28
2	в отличие от	4	26
3	по отношению к	2	17
4	с одной стороны	2	14
5	не может быть	5	12
6	то же время	5	10
7	той или иной	5	10
8	о том что	3	9
9	в то же	5	8
10	в этом отношении	5	8
11	как и в	1	7
12	так и в	3	6
13	к тому же	1	6
14	с точки зрения	6	6
15	в основе своей	2	6
16	но при этом	1	5
17	с другой стороны	1	5
18	в первую очередь	1	5
19	в значительной степени	4	5
20	по своей природе	1	5
21	и может быть	1	5
22	дело в том	2	5
23	не только в	5	5
24	подобно тому как	2	5
25	до известной степени	2	4
26	можно сказать что	3	4
27	существенную роль в	3	4
28	и прежде всего	4	4
29	и т.п но	1	4
30	и не может	2	4
31	в наше время	1	4
32	в свое время	5	4
33	в этом случае	1	4
34	во внешнем мире	1	3
35	в том числе	10	3
36	того или иного	1	3
37	том числе и	7	3
38	можно говорить о	1	3
39	но не менее	1	3
40	то есть в	5	3
41	в одной из	1	3
42	и в частности	2	3
43	содержит в себе	2	3
44	во всяком случае	2	3
45	также и в	1	3
46	это прежде всего	1	3
47	все то что	1	2
48	точка зрения на	1	2
49	в большинстве случаев	2	2
50	лично для себя	1	2
51	в художественной литературе	1	2
52	литературы нового времени	1	2
53	потому что в	1	2
54	сами по себе	1	2
55	далеко не всегда	1	2
56	большей или меньшей	7	2
57	и в то	2	2
58	до настоящего времени	1	2
59	точки зрения на	1	2
60	в новое время	4	2
61	и в том	2	2
62	и т.п то	1	2
63	в одном из	1	2
64	могла бы быть	1	2
65	но и в	5	2
66	в том чтобы	1	2
67	и в особенности	1	2
68	так и не	3	2
69	только то что	1	2
70	можно определить как	1	2
71	и не ограничивает	1	2
72	и той же	1	2
73	включает в себя	3	2
74	как мы видели	2	2
75	одной и той	1	2
76	тех случаях когда	1	2
77	так и на	3	2
78	в тех случаях	1	2
79	к себе самому	2	2
80	то есть к	1	2
81	и не только	1	2
82	прежде всего в	1	2
83	тем самым он	1	1
84	время от времени	1	1
85	в той или	5	1
86	смерти а о	1	1
87	ведущую роль в	1	1
88	имеет в виду	1	1
89	во все сферы	1	1
90	в себе в	1	1
91	он как бы	2	1
92	в литературе и	1	1
