N	3gram	Ircho_Kome	formyVre
1	и т п	4	32
2	то же время	11	21
3	в то же	11	18
4	в связи с	3	15
5	с точки зрения	6	15
6	друг с другом	3	13
7	для того чтобы	8	12
8	но и в	1	12
9	не только в	1	11
10	и в то	2	10
11	до сих пор	12	10
12	и того же	1	9
13	одного и того	1	9
14	в том числе	2	8
15	человека и его	1	8
16	и т д	1	7
17	не может быть	1	7
18	в отличие от	3	7
19	в этом отношении	2	7
20	и как раз	1	6
21	в том же	2	6
22	друг от друга	1	6
23	и в этом	1	6
24	мы еще вернемся	1	6
25	имеем в виду	2	6
26	с одной стороны	4	6
27	в том что	15	5
28	одной стороны и	2	5
29	в то время	3	5
30	том числе и	2	5
31	на первый план	1	5
32	мы имеем в	2	5
33	по отношению к	4	4
34	же что и	1	4
35	одних и тех	1	4
36	друг на друга	1	4
37	но все же	3	4
38	с другой стороны	2	4
39	равно как и	3	4
40	и тех же	1	4
41	как раз в	1	4
42	в этом случае	2	4
43	во всяком случае	3	4
44	то время как	3	4
45	о том как	5	3
46	по сравнению с	3	3
47	наряду с этим	2	3
48	может быть только	1	3
49	все же в	1	3
50	но при этом	1	3
51	в зависимости от	1	3
52	друг за другом	2	3
53	в чем не	2	3
54	не похож на	2	3
55	в нем не	1	3
56	а не в	1	3
57	к вопросу о	1	3
58	сих пор еще	1	3
59	то же самое	3	3
60	вместе с тем	5	3
61	и в частности	1	3
62	о том что	7	3
63	так же как	1	3
64	с самого начала	5	3
65	так и в	1	3
66	из того же	2	3
67	ни в чем	2	3
68	можно сказать что	1	2
69	здесь не только	1	2
70	каждом из них	1	2
71	прежде всего они	1	2
72	к ним как	1	2
73	и для себя	1	2
74	и чаще всего	1	2
75	в соответствии с	1	2
76	к тому же	9	2
77	но в этом	1	2
78	вовсе не является	1	2
79	так как он	2	2
80	таким образом и	2	2
81	в частности с	1	2
82	само собой разумеется	3	2
83	в свою очередь	10	2
84	не было бы	1	2
85	не было и	1	2
86	собой разумеется что	3	2
87	и в дальнейшем	1	2
88	и в самом	7	2
89	в тех же	2	2
90	со всеми ее	1	2
91	по существу не	1	2
92	тем более что	1	2
93	в этих условиях	1	2
94	в виду что	1	2
95	и до сих	1	2
96	и все его	1	2
97	уже за пределами	1	2
98	и ничего не	1	2
99	к тому что	1	2
100	с другом и	1	2
101	что и в	2	2
102	если бы он	3	2
103	в основе своей	2	2
104	в риме в	2	1
105	что он не	3	1
106	чаще всего это	1	1
107	в этот момент	1	1
108	в самом начале	1	1
109	все его поступки	1	1
110	и последующих веков	1	1
111	что весь этот	1	1
112	не было в	1	1
113	он так же	1	1
114	но вместе с	1	1
115	в той же	1	1
116	только для того	2	1
117	отношение к будущему	1	1
118	том что в	1	1
119	того чтобы не	1	1
120	времени потому что	1	1
121	самого начала не	1	1
122	то что не	1	1
123	в частности на	1	1
124	во всех его	1	1
125	они не были	1	1
126	только в том	1	1
127	обстоит дело с	3	1
128	с этой точки	1	1
129	его отношение к	1	1
130	мы подходим к	1	1
131	этого времени и	1	1
132	в самом деле	13	1
133	в котором он	1	1
134	к этому вопросу	1	1
135	тем не менее	3	1
136	и в пределах	1	1
137	здесь мы видим	1	1
138	более или менее	2	1
139	за то что	1	1
140	из них является	2	1
141	событие о котором	1	1
142	прямое отношение к	1	1
143	в себе самом	1	1
144	в тот же	1	1
145	что по существу	1	1
146	даже если он	1	1
147	мы можем сказать	1	1
148	каким он был	2	1
149	один из самых	1	1
150	вместо того чтобы	1	1
151	дошедший до нас	1	1
152	и для самого	1	1
153	в своем роде	1	1
154	и все же	2	1
155	и никогда не	1	1
156	все это на	1	1
157	может быть более	1	1
158	и во многом	1	1
159	каждой из них	2	1
160	дошедших до нас	3	1
161	в высшей степени	2	1
162	об этом свидетельствует	1	1
163	сама по себе	1	1
164	в конечном счете	2	1
165	в своих руках	1	1
166	и в его	1	1
167	пор еще не	1	1
168	и по существу	1	1
169	приведем несколько примеров	1	1
170	и в том	1	1
171	в частности о	1	1
172	не без основания	1	1
173	в течение которого	1	1
174	и не может	1	1
175	сих пор не	2	1
176	что и при	1	1
177	между ними происходит	1	1
178	в это же	1	1
179	если бы на	1	1
180	к нему в	1	1
181	в так называемом	1	1
182	в отношениях между	1	1
183	как мы знаем	1	1
184	в этом же	1	1
185	как и вся	1	1
186	а мне больше	1	1
187	она ни в	1	1
188	в это время	1	1
189	на второй план	1	1
190	тех же тонах	1	1
191	бы он был	1	1
192	этой точки зрения	1	1
193	в русском переводе	1	1
194	так же становится	1	1
195	мы остановимся здесь	1	1
196	как бы в	1	1
197	страсти и ее	1	1
198	не был бы	1	1
199	под открытым небом	1	1
200	потому что весь	1	1
201	своей связи с	1	1
202	как об этом	1	1
203	и с радостью	1	1
204	в момент его	1	1
205	и в эллинистической	1	1
206	в первой половине	2	1
207	но очень важный	1	1
208	хотя и не	2	1
209	что и у	1	1
210	навлекает на себя	1	1
211	кроме того в	1	1
212	в одной из	1	1
213	на одном из	1	1
214	он и есть	1	1
215	в дом к	1	1
216	могут быть лишь	1	1
217	которые никогда не	1	1
218	в лучшем случае	1	1
219	от него в	1	1
220	в конце концов	3	1
221	ним как к	1	1
222	подобно тому как	1	1
223	мы вернемся к	1	1
224	мы находим у	1	1
225	зависимости от того	1	1
226	но все равно	1	1
227	мы будем называть	1	1
228	главным образом в	1	1
229	но прежде чем	1	1
230	или вовсе не	1	1
231	как мы видели	1	1
232	в отношении других	1	1
233	том что он	1	1
234	тех случаях когда	1	1
235	и речи о	3	1
236	здесь в этом	2	1
237	в отношении к	1	1
238	по этому вопросу	1	1
239	так как все	1	1
240	в тех случаях	1	1
241	один из них	1	1
242	в нем и	1	1
243	нет ни одного	1	1
244	не о чем	1	1
245	к себе и	1	1
246	в честь богини	1	1
247	подсмотреть и подслушать	1	1
248	под тем же	1	1
