N	3gram	Vygotskiy_	VeschiIm
1	и т д	10	38
2	не может быть	14	24
3	бы то ни	2	12
4	не что иное	2	12
5	то ни было	1	12
6	что иное как	2	12
7	т д и	1	11
8	тем не менее	6	11
9	по крайней мере	1	10
10	д и т	1	10
11	в том что	21	9
12	а и в	1	9
13	есть не что	1	8
14	в самом деле	13	7
15	на то что	12	7
16	по сравнению с	3	7
17	сама по себе	2	7
18	ни в каком	1	6
19	с точки зрения	12	6
20	может быть только	1	6
21	вовсе не есть	1	6
22	в свою очередь	3	5
23	и тем не	2	5
24	в чем же	2	5
25	значит ли это	1	5
26	в то же	2	5
27	и то же	1	5
28	и то что	3	5
29	не потому что	2	5
30	одно и то	1	5
31	подобно тому как	7	5
32	не только в	1	5
33	что оно есть	1	5
34	было бы и	2	5
35	о том как	1	4
36	то время как	6	4
37	от того что	2	4
38	этой точки зрения	7	4
39	с этой точки	5	4
40	есть прежде всего	1	4
41	в то время	6	4
42	более или менее	3	4
43	сам по себе	4	4
44	оно есть не	1	4
45	ли это что	1	4
46	не только не	4	4
47	дело в том	1	4
48	о том что	9	4
49	это и есть	1	4
50	само по себе	8	4
51	то же время	2	4
52	мы видели что	2	3
53	но то что	1	3
54	вместе с тем	3	3
55	и даже не	1	3
56	указывает на то	4	3
57	вбирает в себя	1	3
58	заключается в том	13	3
59	и ничем не	1	3
60	ту или иную	1	3
61	уже не может	1	3
62	можно сказать что	2	3
63	все же не	1	3
64	сами по себе	4	3
65	мы не можем	2	3
66	можно было бы	2	3
67	есть как бы	1	3
68	в собственном смысле	3	3
69	не может не	1	3
70	что она есть	1	3
71	что я хочу	1	3
72	только то что	2	3
73	с одной стороны	6	3
74	то что мы	1	3
75	с другой стороны	7	3
76	так же как	8	2
77	философии вообще и	1	2
78	то что он	1	2
79	того что она	1	2
80	все то что	3	2
81	заключается не в	2	2
82	а не к	1	2
83	в применении к	2	2
84	мы видим что	4	2
85	бы сказать что	1	2
86	в данном случае	1	2
87	какого бы то	1	2
88	в том чтобы	9	2
89	так как мы	1	2
90	не имеет никакого	1	2
91	и без всякого	1	2
92	у нас в	1	2
93	в свое время	1	2
94	было бы сказать	1	2
95	то или другое	1	2
96	в этом смысле	3	2
97	же по себе	1	2
98	а следовательно и	1	2
99	только о том	2	2
100	для того чтобы	11	2
101	крайней мере в	1	2
102	или что то	1	2
103	ведь и есть	1	2
104	что только в	1	2
105	и в конце	1	2
106	том что он	2	2
107	сказать что оно	1	2
108	и в частности	2	2
109	что мы имеем	1	2
110	не есть еще	1	2
111	в том или	1	2
112	ни от какого	1	2
113	в первом случае	1	2
114	в отношении к	3	2
115	в конце концов	6	2
116	той и другой	1	2
117	тех или иных	2	2
