N	2gram	Nazirov_Tr	Formalny
1	и в	18	95
2	т е	1	94
3	и не	7	78
4	может быть	7	66
5	в этом	9	61
6	не может	5	57
7	таким образом	1	52
8	и его	6	51
9	так и	5	50
10	в нем	4	42
11	в его	3	42
12	прежде всего	4	41
13	как и	5	39
14	и т	1	37
15	в самом	2	35
16	не в	2	35
17	а не	1	34
18	но и	4	33
19	то же	5	32
20	самом деле	1	32
21	не только	8	30
22	в том	2	26
23	отнюдь не	3	26
24	то что	4	25
25	при этом	3	24
26	в своей	1	24
27	лишь в	1	24
28	с помощью	1	23
29	связи с	1	23
30	в ней	1	23
31	в то	5	22
32	и ее	2	22
33	и с	7	21
34	что в	4	21
35	в истории	1	21
36	как бы	7	21
37	с тем	2	20
38	не менее	1	20
39	как мы	1	20
40	и от	1	20
41	же время	6	20
42	по себе	1	19
43	хотя бы	1	19
44	не могут	2	19
45	все это	4	19
46	все же	5	18
47	в связи	1	18
48	т п	1	18
49	должна быть	1	18
50	только в	1	18
51	и все	4	18
52	с его	2	18
53	все эти	3	18
54	и их	1	18
55	социальной жизни	1	17
56	как в	3	17
57	во всяком	1	16
58	так же	4	16
59	всяком случае	1	16
60	совершенно не	1	16
61	потому что	2	16
62	именно в	1	15
63	все время	1	15
64	должно быть	3	15
65	его в	2	15
66	бы в	1	15
67	во всех	1	15
68	и на	7	15
69	но в	6	15
70	в литературе	1	15
71	только на	1	14
72	в своем	3	14
73	в ее	2	14
74	в этой	4	14
75	что он	6	14
76	вместе с	1	14
77	еще не	4	14
78	и потому	1	14
79	в целом	4	14
80	в результате	1	13
81	тем что	2	13
82	что и	2	13
83	говорит он	1	13
84	ни в	2	13
85	как его	1	13
86	могут быть	1	13
87	до конца	2	13
88	того что	1	13
89	она не	1	13
90	уже не	2	12
91	к тому	2	12
92	как это	3	12
93	и здесь	2	12
94	того чтобы	1	12
95	никогда не	2	11
96	так сказать	1	11
97	между тем	1	11
98	это и	1	11
99	для него	3	11
100	в общем	1	11
101	но не	1	11
102	не как	1	10
103	в первом	2	10
104	в дальнейшем	5	10
105	раз и	2	10
106	не было	1	10
107	не есть	1	10
108	он не	2	10
109	с ее	3	10
110	не является	1	10
111	и теперь	1	10
112	друг друга	2	10
113	и др	1	10
114	и как	3	10
115	и даже	4	9
116	для понимания	1	9
117	литературы и	1	9
118	и до	2	9
119	но это	4	9
120	ничего не	2	9
121	в них	1	8
122	в данном	2	8
123	всего этого	1	8
124	с одной	1	8
125	между собой	1	8
126	и должно	1	8
127	что это	5	8
128	роль в	1	8
129	это не	5	8
130	в области	1	8
131	в той	1	7
132	но все	2	7
133	применении к	1	7
134	в применении	1	7
135	что именно	1	7
136	вот как	1	7
137	говорит в	1	7
138	значение и	1	7
139	в себе	4	7
140	столь же	2	7
141	в особенности	1	7
142	жизни в	1	7
143	том что	4	7
144	чем же	1	7
145	известной степени	1	7
146	высшей степени	1	7
147	ничем не	2	7
148	он и	2	7
149	в высшей	1	7
150	за счет	1	7
151	и наконец	1	7
152	если он	1	6
153	например в	1	6
154	при таком	1	6
155	о том	2	6
156	он был	2	6
157	жизнь и	3	6
158	только не	1	6
159	именно так	1	6
160	в которой	1	6
161	в конце	3	6
162	и это	2	6
163	на этом	1	6
164	за пределы	1	6
165	от нее	1	6
166	один из	3	6
167	его с	1	6
168	с ним	3	6
169	сам по	1	6
170	в россии	1	6
171	именно на	1	6
172	той же	1	6
173	этого слова	1	6
174	не из	1	6
175	данном случае	2	6
176	уже в	3	6
177	к истории	1	6
178	смысле этого	1	6
179	в частности	2	6
180	тем самым	3	6
181	отношение к	2	6
182	тому что	1	6
183	с этой	1	5
184	в виду	1	5
185	в мире	3	5
186	перестает быть	1	5
187	в котором	1	5
188	вопрос о	2	5
189	связь между	1	5
190	характерно что	1	5
191	к нему	3	5
192	то в	1	5
193	не столько	1	5
194	этом романе	1	5
195	что не	1	5
196	могло бы	1	5
197	и что	4	5
198	не могла	1	5
199	его как	1	5
200	и по	1	5
201	а как	2	5
202	не так	2	5
203	в основном	3	5
204	что оно	1	5
205	даже не	1	5
206	не имеет	2	5
207	роли в	1	5
208	бы и	2	5
209	то и	2	5
210	в отличие	2	5
211	в самой	1	5
212	и то	2	5
213	для нас	1	5
214	и эта	1	5
215	в эпоху	1	5
216	на все	1	5
217	в такой	1	5
218	в условиях	1	5
219	отличие от	2	5
220	она должна	2	5
221	обстоит дело	1	5
222	еще в	2	5
223	слова в	1	5
224	от него	1	4
225	к этой	1	4
226	эта связь	1	4
227	в каких	1	4
228	и должна	1	4
229	самого начала	1	4
230	одна из	2	4
231	на котором	1	4
232	все в	1	4
233	тем не	1	4
234	в таком	2	4
235	конце концов	1	4
236	между этими	2	4
237	под влиянием	2	4
238	должны были	1	4
239	он в	1	4
240	не значит	1	4
241	чтобы не	1	4
242	в романе	10	4
243	на западе	1	4
244	романа в	1	4
245	вместо того	1	4
246	нет в	2	4
247	впечатление что	2	4
248	литературы на	1	4
249	и о	1	4
250	но если	1	4
251	не для	1	4
252	о нем	1	4
253	чем он	2	4
254	а на	1	4
255	но эта	2	4
256	а к	1	4
257	с самого	1	4
258	и притом	1	4
259	но при	2	4
260	как он	1	4
261	к ней	1	4
262	роман и	1	4
263	одним из	1	4
264	и художественной	1	4
265	не к	1	4
266	во всем	1	3
267	к сожалению	1	3
268	дело с	1	3
269	в году	9	3
270	в одном	2	3
271	из ее	1	3
272	в это	2	3
273	а что	2	3
274	в противовес	1	3
275	было в	2	3
276	это было	1	3
277	из себя	1	3
278	но они	2	3
279	их отношения	1	3
280	мы видим	1	3
281	начала и	1	3
282	что при	1	3
283	но как	1	3
284	этими двумя	2	3
285	но он	1	3
286	и чисто	1	3
287	xviii века	1	3
288	в чем	1	3
289	материалом для	1	3
290	не сводится	1	3
291	ту же	1	3
292	так что	2	3
293	в развитии	1	3
294	что эта	1	3
295	в форме	1	3
296	тем и	1	3
297	стиля и	1	3
298	не просто	2	3
299	жизнь как	1	3
300	как система	1	3
301	и особенно	1	3
302	с такой	1	3
303	и при	1	3
304	романа и	3	3
305	вряд ли	2	3
306	бы не	1	3
307	этот образ	4	3
308	перед нами	2	3
309	это понятие	1	3
310	и если	1	3
311	что уже	1	3
312	в западноевропейском	1	3
313	в самую	2	3
314	часто и	1	3
315	с начала	1	3
316	из своих	2	3
317	на нее	1	3
318	вообще не	1	3
319	со своей	1	3
320	но уже	1	3
321	значение для	1	3
322	к одному	1	3
323	человек не	1	3
324	одну из	1	3
325	и вне	1	3
326	нуждается в	1	3
327	и совершенно	1	3
328	что на	1	3
329	в известной	2	3
330	в душе	2	2
331	только один	1	2
332	он считает	1	2
333	о чем	3	2
334	говорит о	2	2
335	романа с	1	2
336	ко всем	1	2
337	от всего	2	2
338	представление о	1	2
339	как самоцель	1	2
340	только теперь	1	2
341	также что	1	2
342	как много	1	2
343	ее к	2	2
344	не могли	1	2
345	отметить что	1	2
346	с другим	1	2
347	в самое	1	2
348	с этими	1	2
349	же слова	1	2
350	что она	2	2
351	нее самой	1	2
352	они сами	1	2
353	который в	2	2
354	согласиться с	1	2
355	что говорит	2	2
356	распадается на	1	2
357	несмотря на	5	2
358	тогда и	1	2
359	х годов	1	2
360	русской литературы	2	2
361	лишь на	1	2
362	на земле	1	2
363	от литературы	1	2
364	в двух	1	2
365	не был	2	2
366	вопрос об	1	2
367	творца и	1	2
368	героя и	1	2
369	чтобы он	1	2
370	объясняется и	1	2
371	и чтобы	1	2
372	можно было	1	2
373	но только	1	2
374	облекается в	1	2
375	и есть	1	2
376	с сыном	1	2
377	для чего	1	2
378	в какой-то	1	2
379	исследования в	1	2
380	для самого	1	2
381	в последующих	1	2
382	прием и	1	2
383	почти не	1	2
384	это уже	2	2
385	они только	1	2
386	с ними	1	2
387	заключается в	1	2
388	нет он	1	2
389	никто не	3	2
390	в стихах	1	2
391	общем смысле	1	2
392	связаны между	1	2
393	и вот	1	2
394	или вообще	1	2
395	собой но	2	2
396	к ним	1	2
397	на этот	1	2
398	этом случае	1	2
399	ему в	1	2
400	естественно что	1	2
401	для искусства	2	2
402	как у	2	2
403	же не	1	2
404	в русском	2	2
405	в виде	2	2
406	своей книге	1	2
407	что этот	2	2
408	является по	1	2
409	этого романа	2	2
410	именно эта	1	2
411	людей в	1	2
412	распространяется на	1	2
413	только к	2	2
414	и критики	1	2
415	отказ от	1	2
416	свое значение	1	2
417	человека и	1	2
418	на всю	1	2
419	в другом	1	2
420	этой схемы	1	2
421	весь материал	1	2
422	во многом	1	2
423	это в	1	2
424	жизнью и	2	2
425	еще раз	2	1
426	в момент	1	1
427	прекрасное и	1	1
428	линия сюжета	2	1
429	любовь к	1	1
430	пустоту и	1	1
431	по-видимому не	1	1
432	и достоевский	1	1
433	справедливы в	1	1
434	одно из	1	1
435	как своего	1	1
436	объективный смысл	1	1
437	с собой	1	1
438	внешней формы	1	1
439	раз он	2	1
440	контекст в	1	1
441	в борьбе	1	1
442	в духе	1	1
443	это должно	1	1
444	товарном фетишизме	2	1
445	вот что	1	1
446	и сам	3	1
447	или от	1	1
