N	4gram	Propp_Isto	RusskieA
1	состоит в том что	1	26
2	все это показывает что	1	5
3	не что иное как	1	4
4	но вместе с тем	4	3
5	так же как и	4	3
6	что в этом случае	1	2
7	но тем не менее	1	2
8	выше мы видели что	1	2
9	выводы можно сделать из	1	2
10	в тех случаях когда	1	2
11	стоит в связи с	1	2
12	и т д и	1	2
13	имели целью воздействовать на	1	2
14	же выводы можно сделать	1	2
15	мы не будем здесь	2	2
16	и т д с	1	1
17	представлений о том что	1	1
18	только тогда когда будет	1	1
19	между тем одно из	1	1
20	в обрядах и в	2	1
21	одни и те же	1	1
22	и в обрядах и	2	1
23	это не совсем ясно	1	1
24	в китае и в	1	1
25	но и других животных	1	1
26	еще не означает что	1	1
27	но все же она	1	1
28	выше мы указывали что	1	1
29	точно так же в	1	1
30	тем одно из значений	1	1
31	как мы увидим ниже	3	1
32	и т д в	1	1
33	мы видели что в	1	1
34	ее к себе в	1	1
35	а в связи с	1	1
36	сюда же можно отнести	1	1
37	целью воздействовать на урожай	1	1
38	в то время как	3	1
39	о чем речь будет	3	1
40	наряду с этим в	1	1
41	иметь в виду что	1	1
42	не только тем что	1	1
43	т е тот кто	1	1
44	чем речь будет ниже	2	1
45	что и в других	1	1
46	делается для того чтобы	1	1
47	которые будут рассмотрены ниже	1	1
48	и в других формах	1	1
49	в свете приведенных материалов	1	1
50	то здесь мы имеем	2	1
51	во всех этих случаях	2	1
52	это делается для того	1	1
53	и что от этого	1	1
54	только после того как	1	1
55	это приводит нас к	3	1
56	все же она не	1	1
