N	3gram	Bakhtin_sl	Stilisti
1	в то же	15	9
2	для того чтобы	1	7
3	в зависимости от	4	7
4	то же время	15	7
5	того или иного	2	5
6	с точки зрения	11	5
7	одно и то	2	5
8	и то же	2	5
9	в свою очередь	3	4
10	той или иной	13	4
11	то или иное	1	4
12	и той же	1	4
13	одной и той	1	4
14	с самого начала	1	4
15	прежде всего в	1	4
16	но и в	2	3
17	во всех своих	1	3
18	как мы уже	4	3
19	как мы видели	2	3
20	тех или иных	1	3
21	не только в	3	3
22	в этом случае	4	3
23	но все же	1	3
24	мы видели что	1	2
25	речи то есть	1	2
26	все то что	1	2
27	приходится иметь дело	2	2
28	и те же	1	2
29	и точек зрения	1	2
30	мы видим что	1	2
31	не может быть	11	2
32	отношение говорящего к	1	2
33	по отношению к	2	2
34	о том что	2	2
35	одни и те	1	2
36	мы увидим что	1	2
37	можно сказать что	1	2
38	и кроме того	2	2
39	для наших целей	1	2
40	и вследствие этого	1	2
41	то же слово	2	2
42	но в то	6	2
43	мы не знаем	2	2
44	и в то	6	2
45	равно как и	1	2
46	что язык не	1	2
47	в точном смысле	1	2
48	в связи с	2	2
49	к тому что	2	2
50	и на его	1	2
51	в этом отношении	2	2
52	не должно быть	1	2
53	в значительной степени	6	2
54	мы все же	1	1
55	различные отношения к	1	1
56	в том что	4	1
57	действительность но и	1	1
58	в том и	2	1
59	в одном из	1	1
60	неразрывно связано с	1	1
61	друг друга и	1	1
62	вот что говорит	1	1
63	и в романе	2	1
64	но чаще всего	1	1
65	по своему композиционному	1	1
66	нет ничего что	1	1
67	его и в	1	1
68	есть может быть	1	1
69	для этого необходимо	1	1
70	что язык и	1	1
71	речь но в	1	1
72	одному из них	1	1
73	в которой живет	1	1
74	и перестает быть	1	1
75	только одна из	1	1
76	дело не с	2	1
77	все же и	1	1
78	о языке и	1	1
79	между отдельными моментами	1	1
80	в большинстве случаев	11	1
81	по крайней мере	1	1
82	как к своему	1	1
83	лишь при условии	1	1
84	своего собеседника на	1	1
85	и в особенности	5	1
86	понимание и ответ	1	1
87	ни в какой	1	1
88	и в отношении	1	1
89	в собственном смысле	2	1
90	до наших дней	1	1
91	хотя бы и	5	1
92	с языком и	1	1
93	как и в	2	1
94	слове в языке	1	1
95	тот факт что	1	1
96	на то или	1	1
97	и во всех	2	1
98	и не было	1	1
99	тем не менее	2	1
100	слово как предмет	3	1
101	гораздо более сложный	1	1
102	более или менее	5	1
103	слово как бы	1	1
104	все эти слова	1	1
105	в дальнейшей истории	1	1
106	таким образом в	4	1
107	они как бы	2	1
108	на слушателя и	3	1
109	на один из	1	1
110	ближе к тому	1	1
111	которая могла бы	1	1
112	имеет первостепенное значение	1	1
113	до сих пор	4	1
114	что слово в	1	1
115	именно потому что	1	1
116	таким образом речь	1	1
117	же время и	2	1
118	иметь в виду	1	1
119	свое выражение в	3	1
120	то у нас	1	1
121	так и по	1	1
122	он просто не	1	1
123	новый язык и	1	1
124	как мы видим	1	1
125	иметь дело с	2	1
126	один из этих	1	1
127	между этими двумя	1	1
128	слов и выражений	1	1
129	его стилистическую структуру	1	1
130	правда и в	1	1
131	в которой оно	1	1
132	мы имеем в	1	1
133	ту же тему	2	1
134	лишь там где	1	1
135	в пределах одного	8	1
136	здесь как бы	1	1
137	а затем и	1	1
138	и как мы	1	1
139	не только на	2	1
140	не только о	2	1
141	не только не	2	1
142	не в самом	1	1
143	и не могут	2	1
144	влияние и на	1	1
145	не может не	5	1
146	связанных с ними	1	1
147	хотя бы только	1	1
148	в скрытой форме	1	1
149	для всех его	1	1
150	в каком направлении	1	1
151	зависимости от социального	1	1
152	в нем и	1	1
153	не с помощью	1	1
154	с другой стороны	5	1
155	именно в процессе	1	1
156	то есть к	1	1
157	перед нами не	1	1
158	точки зрения и	1	1
159	как только он	1	1
160	здесь таким образом	1	1
161	речи героя ведь	1	1
162	уже не только	2	1
163	и нет ничего	1	1
164	между языком и	1	1
165	целый ряд явлений	1	1
166	можно было бы	2	1
167	мы не можем	1	1
168	эти слова и	2	1
169	в последнем счете	1	1
170	и не может	2	1
171	и в этом	2	1
172	лежит в основе	1	1
