N	2gram	Vygotskiy_	Russkaja
1	не может	11	22
2	и не	16	19
3	в этом	35	17
4	в том	59	17
5	с другом	10	14
6	и в	38	14
7	друг с	10	14
8	то что	27	13
9	таким образом	36	11
10	то же	18	11
11	точки зрения	27	11
12	но и	9	10
13	в то	5	10
14	не только	16	9
15	с точки	11	9
16	том что	44	9
17	во всяком	10	9
18	может быть	25	9
19	в себе	9	9
20	прежде всего	6	8
21	того чтобы	15	8
22	как на	2	8
23	не будет	2	7
24	самом деле	4	7
25	к тому	8	7
26	о том	6	7
27	самого себя	2	7
28	в данном	1	7
29	мы должны	15	7
30	и с	5	7
31	отнюдь не	6	7
32	и к	9	6
33	для всех	1	6
34	если в	3	6
35	и при	3	6
36	для него	6	6
37	признать что	1	6
38	все это	8	6
39	в своих	3	6
40	если бы	12	6
41	и для	4	6
42	с тем	18	6
43	что он	13	6
44	для того	14	6
45	в своем	9	6
46	всяком случае	10	6
47	до сих	3	5
48	и на	9	5
49	из которых	6	5
50	только в	16	5
51	или иной	3	5
52	по существу	4	5
53	в своей	9	5
54	между собой	15	5
55	во всех	3	5
56	сих пор	3	5
57	и только	4	5
58	вопрос о	2	5
59	хотя бы	2	5
60	потому что	14	5
61	в нем	4	5
62	между тем	10	5
63	он не	6	5
64	конечно не	1	5
65	а в	7	5
66	при этом	13	5
67	было бы	15	5
68	на то	7	5
69	никогда не	11	5
70	что в	31	4
71	во всем	7	4
72	бы то	1	4
73	и то	9	4
74	все что	4	4
75	когда они	2	4
76	так как	19	4
77	смотреть на	1	4
78	тогда когда	10	4
79	в его	22	4
80	тому чтобы	2	4
81	не могут	5	4
82	его в	8	4
83	более или	3	4
84	не в	10	4
85	в корне	2	4
86	вместе с	18	4
87	как и	20	4
88	в мире	2	4
89	все же	11	4
90	приводит к	5	4
91	в их	12	4
92	к вопросу	1	4
93	со стороны	1	4
94	себе и	2	4
95	или менее	5	4
96	том случае	2	4
97	переворот в	1	4
98	которой он	2	4
99	то ни	1	4
100	можно было	10	4
101	что же	1	4
102	в совершенно	5	4
103	от того	8	4
104	а лишь	1	4
105	и т.д	8	4
106	как бы	17	4
107	путь к	3	4
108	в этой	7	4
109	но не	7	4
110	точку зрения	1	4
111	в другое	2	4
112	в самом	8	3
113	то в	3	3
114	что они	23	3
115	этом случае	4	3
116	что оно	8	3
117	собой и	2	3
118	и этот	1	3
119	может не	1	3
120	данном случае	1	3
121	и сейчас	1	3
122	должно быть	3	3
123	несмотря на	1	3
124	вопросу о	1	3
125	что это	8	3
126	в качестве	25	3
127	для них	3	3
128	что и	14	3
129	сводится к	1	3
130	что может	1	3
131	в виде	4	3
132	связи с	14	3
133	или в	4	3
134	ни одна	1	3
135	тем что	12	3
136	именно в	6	3
137	в конце	1	3
138	и как	11	3
139	да и	1	3
140	о которых	1	3
141	о котором	2	3
142	не есть	5	3
143	но если	2	3
144	но мы	1	3
145	той или	2	3
146	еще не	6	3
147	окажется в	1	3
148	все они	2	3
149	и потому	2	3
150	только к	2	3
151	собой это	1	3
152	случае если	2	3
153	ко всем	2	3
154	мы говорили	5	3
155	одна из	2	3
156	в значительной	1	3
157	на том	3	3
158	так чтобы	2	3
159	в другом	3	3
160	говорить о	1	3
161	приходит к	7	3
162	можно ли	2	3
163	знаем что	1	3
164	в большинстве	1	3
165	что для	1	3
166	главным образом	3	3
167	и во	4	3
168	том чтобы	2	3
169	одной из	1	3
170	с нею	2	3
171	что все	2	3
172	ибо в	1	3
173	и по	5	3
174	а следовательно	1	3
175	конце концов	1	3
176	друг друга	7	3
177	из этих	5	3
178	для этого	3	3
179	всех этих	2	3
180	таким же	4	3
181	из них	5	3
182	того что	17	3
183	были бы	3	2
184	представить себе	3	2
185	к такому	1	2
186	не так	1	2
187	от него	1	2
188	с уверенностью	1	2
189	которых каждый	2	2
190	что с	8	2
191	в заблуждение	1	2
192	именно на	1	2
193	что такое	1	2
194	сама по	1	2
195	время в	1	2
196	для себя	2	2
197	каждого отдельного	1	2
198	из всех	2	2
199	говорили в	1	2
200	же образом	2	2
201	от нас	1	2
202	с ним	4	2
203	она будет	1	2
204	будет ли	1	2
205	в некоторых	1	2
206	для нас	6	2
207	видеть в	4	2
208	на которой	2	2
209	ни в	12	2
210	в результате	6	2
211	они будут	1	2
212	это есть	1	2
213	противоречие с	1	2
214	в этих	4	2
215	у него	3	2
216	по себе	11	2
217	их не	1	2
218	и даже	4	2
219	если не	1	2
220	от друга	2	2
221	ее в	2	2
222	не о	1	2
223	а во-вторых	1	2
224	к чему	1	2
225	все эти	9	2
226	на себя	2	2
227	но для	2	2
228	том же	3	2
229	указывает на	3	2
230	в таком	4	2
231	отношения к	1	2
232	тому что	3	2
233	ясно что	4	2
234	не подлежит	2	2
235	их в	6	2
236	является не	6	2
237	и вместе	2	2
238	на эту	1	2
239	последнее время	6	2
240	отличается от	5	2
241	нисколько не	3	2
242	так же	26	2
243	друг от	2	2
244	в других	2	2
245	уже не	3	2
246	для обеих	1	2
247	к той	2	2
248	чтобы понять	1	2
249	с этим	6	2
250	остается в	2	2
251	того или	2	2
252	совершенно не	1	2
253	мы можем	13	2
254	на этой	7	2
255	а с	4	2
256	за то	1	2
257	больше чем	2	2
258	и более	4	2
259	всю свою	1	2
260	в таких	1	2
261	в котором	3	2
262	лежит не	3	2
263	мы уже	8	2
264	даже и	1	2
265	она не	1	2
266	в течение	2	2
