N	2gram	Voloshinov	Hudozhes
1	и в	3	23
2	не только	1	20
3	может быть	1	19
4	и не	1	16
5	но и	1	14
6	литературного произведения	1	13
7	а не	1	13
8	то же	1	12
9	точки зрения	1	11
10	в его	1	11
11	не может	4	9
12	в то	1	8
13	же время	1	7
14	не менее	1	5
15	для него	1	5
16	с другими	1	5
17	к тому	1	4
18	деятельности в	1	4
19	художественного произведения	1	4
20	и на	1	3
21	если бы	1	3
22	художественного целого	1	3
23	о литературе	1	3
24	из этих	1	3
25	в системе	1	3
26	с точки	1	3
27	связи с	1	3
28	один из	2	2
29	и больше	1	2
30	несмотря на	1	2
31	тому что	1	2
32	вопрос что	1	2
33	в особенности	1	1
34	в центре	2	1
35	если в	2	1
36	можно назвать	1	1
37	сравнении с	1	1
38	произведения лишь	1	1
39	исходя из	1	1
40	по своим	1	1
41	ситуации и	1	1
42	мы видим	1	1
43	может не	1	1
44	на нее	1	1
45	тех же	1	1
46	бы в	1	1
47	в каждом	1	1
48	может и	1	1
