N	3gram	Tiupa_Hudo	slovoVRo
1	и т п	10	72
2	не может быть	5	19
3	то же время	11	18
4	в то же	11	18
5	той или иной	1	15
6	с точки зрения	5	15
7	в отличие от	1	14
8	в узком смысле	1	14
9	с одной стороны	4	11
10	и т д	5	10
11	более или менее	1	9
12	в этом случае	1	9
13	в пределах одного	1	9
14	во всяком случае	1	8
15	зрения на мир	1	7
16	в значительной степени	3	7
17	но в то	3	7
18	так и в	1	6
19	и в то	2	6
20	не может не	1	6
21	но все же	2	6
22	с другой стороны	1	6
23	к чужому слову	1	6
24	в том что	15	5
25	по отношению к	15	5
26	хотя бы и	1	5
27	и там где	1	5
28	не только в	4	5
29	в этом отношении	4	5
30	одной стороны и	1	4
31	для того чтобы	2	4
32	друг с другом	1	4
33	до сих пор	3	4
34	а также и	1	4
35	в свою очередь	1	4
36	о нем и	1	4
37	можно сказать что	1	4
38	до известной степени	1	3
39	того или иного	4	3
40	может быть только	1	3
41	между этими двумя	1	3
42	человека и его	1	3
43	в данном случае	3	3
44	в связи с	3	3
45	к тому что	8	3
46	в стороне от	1	3
47	т п все	1	3
48	как и в	5	3
49	своими корнями в	1	2
50	то или иное	1	2
51	с этой точки	1	2
52	так и от	2	2
53	тем не менее	6	2
54	а между тем	3	2
55	в первом случае	2	2
56	в чем не	1	2
57	слова никогда не	1	2
58	в нем не	1	2
59	о том же	1	2
60	не только на	1	2
61	не только не	3	2
62	не укладывается в	1	2
63	но в этом	1	2
64	в известном смысле	1	2
65	или иного конкретного	1	2
66	и в этом	3	2
67	в том и	1	2
68	а не как	1	2
69	о том что	14	2
70	этой точки зрения	1	2
71	же время это	1	2
72	мы не знаем	1	2
73	можно было бы	5	2
74	в таком же	1	2
75	с самого начала	1	2
76	же как и	2	2
77	между тем как	1	2
78	между автором и	2	2
79	друг для друга	3	2
80	о нем он	1	2
81	уходит своими корнями	1	2
82	мы уже говорили	1	2
83	ни в чем	1	2
84	тот или иной	1	2
85	и сам он	2	1
86	то и в	1	1
87	что он не	3	1
88	что среди всех	1	1
89	и сам рассказчик	1	1
90	в конечном счете	4	1
91	по себе а	1	1
92	непосредственно в пределах	1	1
93	дело не только	2	1
94	даже в самых	1	1
95	при этом что	1	1
96	однако и здесь	1	1
97	в первый раз	1	1
98	в том числе	1	1
99	т п не	1	1
100	с ним в	1	1
101	перед нами в	1	1
102	она не может	1	1
103	том что она	1	1
104	время это и	1	1
105	несет на себе	2	1
106	так или иначе	3	1
107	сами по себе	1	1
108	жизни перед нами	1	1
109	интеллигенции х годов	1	1
110	в том случае	2	1
111	как например в	1	1
112	именно потому что	1	1
113	а также в	1	1
114	в иных случаях	1	1
115	образ человека в	1	1
116	дает себя знать	1	1
117	так и по	1	1
118	речь идет о	2	1
119	т п нет	1	1
120	в один ряд	1	1
121	том числе и	1	1
122	том что в	4	1
123	а в том	1	1
124	не могло быть	1	1
125	в этом новом	1	1
126	не знает ни	1	1
127	а не в	1	1
128	дистанции между ними	1	1
129	самом же деле	1	1
130	соединяется с его	1	1
131	на самом же	1	1
132	все дело в	1	1
133	бы то ни	1	1
134	перед нами не	1	1
135	в равной степени	1	1
136	это не один	1	1
137	с его установкой	2	1
138	но именно поэтому	1	1
139	между романом и	1	1
140	в настоящем и	1	1
141	в одном из	1	1
142	друг друга и	1	1
143	себе самому и	1	1
144	никогда не бывает	1	1
145	на то что	2	1
146	выражения и т	1	1
147	на них и	1	1
148	заключается в том	1	1
149	это так сказать	1	1
150	в две реплики	1	1
151	своей и чужой	1	1
152	о себе как	1	1
153	не до конца	1	1
154	историческом так и	1	1
155	в свое время	1	1
156	отношения автора к	1	1
157	все более и	1	1
158	и не могла	1	1
159	к одному из	1	1
160	связи с этим	2	1
161	более и более	1	1
162	не находя в	1	1
163	но у него	1	1
164	на чужое слово	1	1
165	узком смысле слова	1	1
166	у нее нет	1	1
167	сам он в	1	1
168	дело в том	1	1
169	как и все	1	1
170	и с ее	1	1
171	как раз в	2	1
172	подобно тому как	4	1
173	этим не исчерпывается	1	1
174	также в значительной	1	1
175	так же как	2	1
176	он не знает	1	1
177	широты и глубины	1	1
178	том что он	1	1
179	в соединении с	1	1
180	создают вокруг себя	1	1
181	ничего не нужно	1	1
182	мы ничего не	1	1
183	внутренней жизни личности	1	1
184	конца подобно тому	1	1
185	сознания это не	1	1
186	том случае если	2	1
187	анализа и интерпретации	1	1
188	к себе самому	2	1
189	как он сам	2	1
190	и потому не	1	1
191	до конца подобно	1	1
192	прежде всего в	1	1
193	нет и не	1	1
194	это было бы	1	1
195	рядом с собой	2	1
196	различия между романом	1	1
197	но с другой	1	1
198	лежит в основе	1	1
