N	2gram	Bakhtin_Pr	Tvorches
1	у достоевского	30	91
2	и в	83	56
3	как бы	27	41
4	в его	15	37
5	в романе	9	34
6	романах достоевского	7	32
7	в то	8	30
8	в романах	5	30
9	князя мышкина	4	28
10	достоевского в	12	27
11	то же	10	25
12	в году	2	24
13	не только	14	24
14	же время	8	24
15	но в	12	24
16	как и	13	23
17	то есть	86	23
18	и не	41	23
19	а в	4	23
20	и его	13	23
21	в этом	24	22
22	достоевского не	3	22
23	что в	5	21
24	в том	22	21
25	из подполья	6	21
26	он не	5	19
27	том что	9	19
28	может быть	23	19
29	потому что	9	19
30	в преступлении	4	19
31	у него	5	18
32	то что	14	18
33	преступлении и	4	18
34	таким образом	9	17
35	и на	27	17
36	и наказании	4	17
37	что он	6	17
38	все это	11	17
39	при этом	6	16
40	но и	16	16
41	никогда не	10	16
42	как в	10	16
43	в бесах	3	16
44	в творчестве	8	16
45	прежде всего	20	16
46	достоевского с	4	16
47	не может	18	16
48	достоевский не	1	16
49	и с	10	15
50	xix века	2	15
51	в мире	8	15
52	но это	7	15
53	в этой	3	15
54	с его	4	15
55	подпольного человека	1	14
56	и даже	5	14
57	князь мышкин	1	14
58	достоевский в	3	14
59	это не	10	14
60	о том	3	13
61	сон о	1	13
62	творчестве достоевского	6	13
63	а не	19	13
64	в котором	8	12
65	тем самым	2	12
66	в целом	3	12
67	в своей	5	11
68	все же	3	11
69	достоевского это	2	11
70	преступления и	3	11
71	братьях карамазовых	4	11
72	героев достоевского	5	11
73	для него	1	11
74	что достоевский	2	11
75	в самом	7	10
76	достоевского как	1	10
77	и достоевский	1	10
78	представление о	3	10
79	он сам	5	10
80	и наказания	3	10
81	не в	10	10
82	в конце	5	10
83	только в	10	10
84	иван карамазов	1	10
85	мире достоевского	2	10
86	когда он	2	10
87	в основном	1	10
88	уже в	3	10
89	так и	9	10
90	но не	9	10
91	романа достоевского	1	10
92	как будто	3	10
93	в душе	1	9
94	в своих	4	9
95	первой части	1	9
96	наряду с	6	9
97	а затем	5	9
98	в братьях	4	9
99	по мнению	1	9
100	для достоевского	5	9
101	и от	4	9
102	один из	7	9
103	жизни в	4	9
104	в свою	1	9
105	записки из	2	9
106	человека в	6	9
107	в нем	21	9
108	во многом	3	9
109	даже в	3	8
110	в духе	10	8
111	именно в	3	8
112	в соответствии	3	8
113	не менее	4	8
114	так же	4	8
115	к этому	5	8
116	ивана карамазова	4	8
117	хотя и	10	8
118	одним из	6	8
119	это уже	2	8
120	вместе с	5	8
121	соответствии с	2	8
122	одной из	6	8
123	еще не	10	8
124	в себе	10	8
125	так как	12	8
126	романе достоевского	2	8
127	в их	7	8
128	романов достоевского	3	8
129	на его	4	8
130	об этом	3	8
131	вовсе не	12	8
132	человека и	10	8
133	в этих	8	7
134	и сам	1	7
135	романе идиот	1	7
136	например в	8	7
137	уже не	5	7
138	казалось бы	4	7
139	в записках	1	7
140	в дальнейшем	8	7
141	он видит	1	7
142	что она	2	7
143	влияние на	14	7
144	и он	5	7
145	скверный анекдот	1	7
146	в которой	2	7
147	в чем	1	7
148	в рассказе	2	7
149	творчество достоевского	5	7
150	своего рода	7	7
151	достоевского и	8	7
152	идей в	2	7
153	во сне	7	7
154	и оскорбленных	2	7
155	читателя в	1	7
156	униженных и	2	7
157	в момент	1	6
158	еще более	6	6
159	о великом	1	6
160	и как	1	6
161	но у	1	6
162	поэтики достоевского	2	6
163	концепция времени	1	6
164	хотя бы	6	6
165	его романов	1	6
166	одна из	9	6
167	достоевского но	4	6
168	его в	4	6
169	записок из	1	6
170	братьев карамазовых	2	6
171	так что	1	6
172	и ее	8	6
173	а потому	1	6
174	героя в	2	6
175	и далее	1	6
176	с ним	3	6
177	если бы	1	6
178	и все	14	6
179	творчества достоевского	13	6
180	достоевского нет	1	6
181	записках из	1	6
182	в повести	3	6
183	настасьи филипповны	8	6
184	все эти	9	6
185	ли не	1	6
186	место в	3	6
187	и другие	14	5
188	из всех	1	5
189	мысли и	2	5
190	что человек	1	5
191	у пушкина	1	5
192	в них	4	5
193	в трагическом	1	5
194	с другой	4	5
195	по отношению	6	5
196	отметить что	3	5
197	как правило	1	5
198	в своем	2	5
199	в одной	4	5
200	во всей	5	5
201	все время	2	5
202	из них	7	5
203	смешного человека	21	5
204	что они	2	5
205	на него	2	5
206	в ее	3	5
207	что и	4	5
208	не было	5	5
209	что не	1	5
210	в таком	3	5
211	я не	6	5
212	и это	3	5
213	и у	8	5
214	а с	1	5
215	героя и	3	5
216	что это	2	5
217	в наше	1	5
218	между тем	2	5
219	с большой	3	5
220	в первой	2	5
221	дело не	1	5
222	показывает что	1	5
223	наше время	1	5
224	в окончательном	1	5
225	та же	1	5
226	романа и	4	5
227	с этим	3	5
228	в идиоте	1	5
229	роман достоевского	2	5
230	самого достоевского	1	5
231	самим собой	1	5
232	в россии	1	5
233	достоевский как	1	5
234	это все	2	5
235	по достоевскому	1	5
236	в истории	4	5
237	его романах	1	5
238	начиная с	4	5
239	до конца	3	5
240	в образе	3	5
241	настасья филипповна	4	5
242	но если	4	5
243	тот же	2	5
244	ничего не	8	5
245	из этой	1	5
246	мы не	7	5
247	в литературе	8	5
248	как у	5	5
249	бы не	1	5
250	но с	2	5
251	но эта	2	5
252	великом инквизиторе	1	5
253	и по	5	5
254	и других	12	5
255	что я	2	5
256	как он	4	5
257	отношению к	5	5
258	в известной	3	5
259	с этой	1	4
260	достоевского можно	3	4
261	а у	2	4
262	говорит о	2	4
263	него в	1	4
264	с собой	1	4
265	на земле	14	4
266	тем что	2	4
267	роль в	1	4
268	так в	1	4
269	для автора	1	4
270	и отчасти	2	4
271	восходит к	1	4
272	но эти	3	4
273	по самой	1	4
274	о достоевском	1	4
275	только на	3	4
276	говорить о	2	4
277	превращается в	5	4
278	не вполне	1	4
279	рассказывает о	1	4
280	самого начала	5	4
281	что все	3	4
282	точки зрения	17	4
283	крайней мере	2	4
284	к нему	3	4
285	мы видим	2	4
286	по преимуществу	1	4
287	на достоевского	4	4
288	и потому	6	4
289	с точки	13	4
290	и через	5	4
291	первая часть	1	4
292	не знает	8	4
293	больших романах	1	4
294	традиции и	2	4
295	легенда о	1	4
296	братья карамазовы	1	4
297	времени как	1	4
298	же как	1	4
299	так сказать	8	4
300	сих пор	8	4
301	в такой	1	4
302	не был	3	4
303	в каждом	5	4
304	тут же	1	4
305	к роману	1	4
306	личности и	2	4
307	в роман	2	4
308	романы достоевского	3	4
309	как это	2	4
310	князя с	1	4
311	главного героя	2	4
312	но только	2	4
313	этот вопрос	3	4
314	ту же	2	4
315	но без	1	4
316	себя в	1	4
317	могут быть	5	4
318	о его	1	4
319	и есть	1	4
320	до предела	1	4
321	достоевского от	1	4
322	ведет к	3	4
323	до сих	8	4
324	в область	2	4
325	в человеке	1	4
326	с ними	2	4
327	сюжета и	2	4
328	и одновременно	6	4
329	героев и	1	4
330	в которых	2	4
331	по крайней	2	4
332	перед нами	17	4
333	нет ничего	3	4
334	это и	1	4
335	в основе	6	4
336	и более	3	4
