N	2gram	Vygotskiy_	OGranits
1	и в	38	13
2	и его	5	12
3	прежде всего	6	9
4	может быть	25	8
5	и не	16	8
6	не может	11	8
7	в его	22	7
8	и т.п	3	7
9	и их	4	7
10	точки зрения	27	7
11	таким образом	36	6
12	не только	16	6
13	мы должны	15	6
14	только в	16	6
15	то что	27	6
16	как бы	17	6
17	языка и	1	5
18	хотя бы	2	5
19	с точки	11	5
20	и т.д	8	5
21	в процессе	33	5
22	но ведь	1	5
23	все же	11	5
24	и эта	4	5
25	в каждом	2	4
26	мы можем	13	4
27	не является	13	4
28	только и	2	4
29	мы не	14	4
30	то же	18	4
31	еще и	2	4
32	было бы	15	4
33	все это	8	4
34	слов и	5	4
35	в школе	1	4
36	в своей	9	4
37	но мы	1	4
38	но в	4	4
39	с этим	6	3
40	что в	31	3
41	к одному	10	3
42	понятно что	3	3
43	и то	9	3
44	со всей	5	3
45	связана с	3	3
46	ни один	5	3
47	так и	11	3
48	не как	3	3
49	говорить о	1	3
50	одно и	7	3
51	в одном	4	3
52	не столько	4	3
53	за пределы	1	3
54	отношению к	3	3
55	по отношению	4	3
56	превращается в	1	3
57	слово в	4	3
58	в пределах	1	3
59	в их	12	3
60	при анализе	2	3
61	в ее	1	3
62	здесь мы	4	3
63	самом деле	4	3
64	не в	10	3
65	в которой	4	3
66	что же	1	3
67	для целей	1	3
68	и все	5	3
69	общего с	3	3
70	но для	2	3
71	тела и	1	3
72	в себе	9	3
73	так как	19	3
74	да и	1	3
75	но и	9	3
76	к единству	1	3
77	и для	4	3
78	как и	20	3
79	ничего общего	4	3
80	точку зрения	1	3
81	никогда не	11	3
82	в области	9	2
83	языком как	1	2
84	в самом	8	2
85	во всем	7	2
86	и к	9	2
87	круга представлений	1	2
88	что они	23	2
89	того или	2	2
90	каждый элемент	1	2
91	может иметь	1	2
92	функцию в	1	2
93	форм и	1	2
94	мы видим	13	2
95	иное как	2	2
96	в данном	1	2
97	мы уже	8	2
98	и этот	1	2
99	а как	2	2
100	в своих	3	2
101	в этом	35	2
102	этой проблемы	2	2
103	что иное	2	2
104	в общем	1	2
105	данном случае	1	2
106	которой является	1	2
107	человеческой речи	9	2
108	он только	1	2
109	которое мы	2	2
110	в языке	3	2
111	с одной	8	2
112	мог бы	5	2
113	в течение	2	2
114	входит в	7	2
115	для себя	2	2
116	не чем	1	2
117	и при	3	2
118	одной стороны	8	2
119	который мы	2	2
120	роль в	5	2
121	в другом	3	2
122	при этом	13	2
123	несмотря на	1	2
124	между тем	10	2
125	для него	6	2
126	речи не	5	2
127	в этот	1	2
128	особенностей в	1	2
129	и тем	8	2
130	в руках	1	2
131	с помощью	64	2
132	и может	4	2
133	смысле слова	5	2
134	те же	6	2
135	связанные с	3	2
136	ее в	2	2
137	не исчерпывается	1	2
138	в том	59	2
139	общения и	1	2
140	в которую	1	2
141	с этой	6	2
142	что эта	2	2
143	каждое слово	1	2
144	и является	2	2
145	в тех	2	2
146	в отношении	14	2
147	к анализу	1	2
148	конечно в	2	2
149	вслед за	4	2
150	другой стороны	5	2
151	представлений и	1	2
152	во времени	1	2
153	не что	2	2
154	но так	2	2
155	не на	2	2
156	отношений между	1	2
157	от этого	6	2
158	так же	26	2
159	думать что	1	2
160	в них	3	2
161	самого начала	6	2
162	его вне	1	2
163	а в	7	2
164	если бы	12	2
165	от всех	2	2
166	о языке	1	2
167	не сумеем	1	2
168	элемента в	1	2
169	а также	6	2
170	в словесном	1	2
171	на две	2	2
172	еще в	2	2
173	в ней	3	2
174	с самого	6	2
175	тем что	12	2
176	истории языка	1	2
177	и др	1	2
178	могут быть	9	2
