N	3gram	Tiupa_Anal	Formalny
1	с точки зрения	2	40
2	не может быть	2	29
3	на самом деле	1	21
4	то же время	7	20
5	в то же	7	20
6	в связи с	1	16
7	во всяком случае	6	16
8	по отношению к	9	12
9	в самом деле	1	11
10	так и в	1	11
11	в этом отношении	3	11
12	здесь и теперь	1	10
13	в зависимости от	1	10
14	в большинстве случаев	1	9
15	с другой стороны	7	9
16	для того чтобы	1	8
17	до сих пор	1	8
18	с одной стороны	3	8
19	в применении к	1	7
20	того или иного	5	7
21	в свою очередь	7	7
22	в том что	12	6
23	сам по себе	2	6
24	в данном случае	11	6
25	не только не	3	6
26	смысле этого слова	1	6
27	в этом смысле	1	5
28	одни и те	1	5
29	в отличие от	5	5
30	в значительной степени	3	5
31	до известной степени	3	5
32	и те же	1	5
33	как бы ни	1	5
34	тем не менее	3	4
35	не в том	1	4
36	в конце концов	1	4
37	не могут быть	1	4
38	как раз и	1	4
39	с тем же	1	4
40	но и в	2	4
41	она ни была	1	4
42	подобно тому как	3	4
43	сама по себе	3	4
44	и тот же	1	3
45	так или иначе	5	3
46	не сводится к	1	3
47	только то что	1	3
48	и в этой	1	3
49	т е к	2	3
50	в том чтобы	2	3
51	а не как	1	3
52	один и тот	1	3
53	в противном случае	2	3
54	в пределах одного	1	3
55	что же касается	1	3
56	и в данном	1	2
57	по себе а	1	2
58	отнюдь не является	1	2
59	и наконец в	1	2
60	между которыми располагается	1	2
61	одной из своих	2	2
62	хотя бы и	1	2
63	говоря уже о	1	2
64	всех без исключения	3	2
65	друг от друга	1	2
66	совершенно очевидно что	2	2
67	одних и тех	2	2
68	именно потому что	1	2
69	в такой же	1	2
70	между тем как	1	2
71	тех или иных	1	2
72	и тем самым	2	2
73	и прежде всего	2	2
74	в пределах одной	1	2
75	те же слова	1	2
76	в том или	1	2
77	в отдельности и	1	2
78	произведения но и	1	2
79	как если бы	1	2
80	в таком случае	2	2
81	из того что	1	2
82	и в том	1	2
83	может и не	1	2
84	и все же	1	2
85	именно в этом	1	2
86	и не всегда	1	2
87	так и не	5	2
88	именно в нем	1	2
89	том или ином	1	2
90	как и в	6	2
91	в целом ряде	1	2
92	и тех же	2	2
93	особое место в	1	2
94	на этот вопрос	1	2
95	не говоря уже	1	2
96	со всех сторон	1	2
97	войти в литературу	1	2
98	в одной из	2	2
99	но уже в	1	2
100	дело в том	3	2
101	что было бы	1	2
102	не только в	5	2
103	в этом случае	1	2
104	дело не в	1	2
105	что и в	1	2
106	тот или иной	3	2
107	со стороны его	1	2
108	в готовом виде	1	1
109	не могла не	1	1
110	что он не	2	1
111	или ином типе	1	1
112	в самом начале	1	1
113	бы в точке	1	1
114	необходимо отличать от	1	1
115	и как бы	2	1
116	же имеет место	1	1
117	лишь в том	1	1
118	тогда не могло	1	1
119	искусства так и	1	1
120	в данном контексте	1	1
121	обстоит дело и	1	1
122	в литературу то	1	1
123	однако и здесь	1	1
124	ни к каким	1	1
125	но в таком	1	1
126	этого целого в	1	1
127	что мы знаем	1	1
128	литературного произведения как	1	1
129	на нее как	1	1
130	они не могут	1	1
131	то что они	1	1
132	дело и в	1	1
133	в этом его	1	1
134	высказывания как целого	1	1
135	возвращает нас к	2	1
136	но они не	1	1
137	сообщение о том	1	1
138	однако герой не	1	1
139	как бы не	1	1
140	одного и того	4	1
141	так что она	1	1
142	в предыдущей части	1	1
143	идет уже не	1	1
144	и не должно	1	1
145	отличие от всех	1	1
146	и без остатка	1	1
147	с этой стороны	1	1
148	как и всякий	1	1
149	что в этом	1	1
150	таким образом в	1	1
151	до тех пор	1	1
152	а с другой	1	1
153	они как бы	1	1
154	и свою собственную	1	1
155	есть не что	1	1
156	одна из существеннейших	1	1
157	чем иным как	1	1
158	и того же	4	1
159	состоит в том	2	1
160	тем самым по	1	1
161	что во втором	1	1
162	но и к	1	1
163	произведения в его	1	1
164	к роману как	1	1
165	или иного произведения	1	1
166	мы видим что	1	1
167	в чистом виде	2	1
168	где оно не	1	1
169	в этих случаях	1	1
170	не имеет места	1	1
171	но он не	1	1
172	той или иной	6	1
173	является не только	1	1
174	не могли не	1	1
175	все что мы	1	1
176	не столько в	1	1
177	и может быть	1	1
178	на фоне этой	1	1
179	только не могут	1	1
180	в этом же	1	1
181	не нуждается в	1	1
182	и в особенности	1	1
183	о том что	7	1
184	в иные моменты	1	1
185	мы обратимся к	1	1
186	по крайней мере	5	1
187	лицом к лицу	1	1
188	но сама она	1	1
189	ту или иную	1	1
190	было бы сказать	1	1
191	тот факт что	1	1
192	с самим собою	1	1
193	можно сказать что	2	1
194	и той же	2	1
195	а в его	1	1
196	между тем случаи	1	1
197	в то время	1	1
198	никогда не является	1	1
199	свое внимание на	1	1
200	что не есть	1	1
201	конце концов мы	1	1
202	не для того	1	1
203	хотя и не	1	1
204	в нем определенные	1	1
205	не только литературного	1	1
206	и должно было	1	1
207	не что иное	1	1
208	уже не о	1	1
209	с той или	2	1
210	что иное как	1	1
211	то у нас	1	1
212	произведение искусства является	1	1
213	так и на	1	1
214	одной и той	2	1
215	заключается в том	1	1
216	между собой и	1	1
217	как одна из	1	1
218	так и его	2	1
219	в этой роли	1	1
220	в сущности не	1	1
221	и вступает в	1	1
222	этом отношении он	1	1
223	входит в состав	1	1
224	и на всю	1	1
225	же как и	1	1
226	в литературе же	1	1
227	это столь же	1	1
228	художественное произведение есть	1	1
229	в связь с	1	1
230	между тем в	2	1
231	схемы и в	1	1
232	же время в	2	1
233	дело здесь не	4	1
234	по своей природе	1	1
235	из литературы в	1	1
236	одна из них	1	1
237	другой стороны и	1	1
238	пределах одного и	1	1
239	мы уже говорили	1	1
240	вопрос о том	1	1
241	в самом широком	1	1
242	как и от	1	1
243	можно было бы	1	1
