N	3gram	Losev_Dial	Mirosoze
1	не может быть	4	28
2	добра и зла	1	10
3	в том что	12	9
4	это и есть	3	9
5	для того чтобы	1	7
6	в нем есть	6	7
7	и в этом	4	6
8	вместе с тем	1	6
9	и в нем	3	6
10	о том что	6	6
11	в братьях карамазовых	1	6
12	есть прежде всего	1	6
13	друг к другу	2	6
14	до сих пор	4	5
15	в отношении к	1	5
16	и вместе с	1	5
17	что и в	1	5
18	но и в	1	5
19	не было бы	2	5
20	может быть и	6	5
21	что он не	2	4
22	в конце концов	4	4
23	в нем нет	3	4
24	– один из	1	4
25	от того что	1	4
26	на то что	4	4
27	в то время	2	4
28	не что иное	4	4
29	потому что он	5	4
30	можно было бы	4	4
31	то время как	2	4
32	что иное как	4	4
33	она никогда не	1	3
34	как будто бы	3	3
35	– все это	3	3
36	потому что она	3	3
37	она не может	1	3
38	том что он	1	3
39	есть не что	3	3
40	не может не	1	3
41	к тому что	3	3
42	он не был	1	3
43	а не только	1	3
44	но это не	2	3
45	одна и та	5	3
46	так как он	2	3
47	и быть может	1	3
48	по сравнению с	2	3
49	это значит что	16	3
50	и той же	1	3
51	и та же	5	3
52	как и все	1	3
53	одной и той	1	3
54	и ничего не	1	3
55	так же как	1	3
56	же как и	1	3
57	во всяком случае	3	3
58	я никогда не	3	3
59	веры а не	1	2
60	бы и не	2	2
61	это не значит	3	2
62	что она не	1	2
63	не только в	2	2
64	никогда не был	1	2
65	но это и	1	2
66	он не знал	1	2
67	его отношении к	1	2
68	света и тьмы	1	2
69	все более и	1	2
70	на всю жизнь	1	2
71	бросается в глаза	1	2
72	но для этого	1	2
73	познания добра и	1	2
74	том что все	1	2
75	в чем не	1	2
76	том что в	1	2
77	но также и	1	2
78	в них нет	2	2
79	что это не	1	2
80	есть и в	1	2
81	и не может	1	2
82	никогда не есть	2	2
83	и никто не	1	2
84	никогда не бывает	1	2
85	мы еще увидим	1	2
86	в том смысле	4	2
87	в себе и	1	2
88	более и более	1	2
89	и в смысле	1	2
90	и есть самое	1	2
91	никто не может	1	2
92	что в нем	4	2
93	в каждом человеке	1	2
94	подобно тому как	1	2
95	не могут быть	1	2
96	никогда не может	2	2
97	т е в	3	2
98	в этом отношении	2	2
99	ни в чем	2	2
100	но ведь это	2	1
101	в него как	1	1
102	все это не	1	1
103	что-то твердое и	1	1
104	и когда мы	1	1
105	ничего общего не	1	1
106	что это –	2	1
107	том смысле что	3	1
108	и в себе	2	1
109	вопрос можно ли	1	1
110	никогда не будет	1	1
111	мир не имеет	1	1
112	ни с какой	5	1
113	и отличается от	1	1
114	не могу не	2	1
115	как же это	2	1
116	и т п	3	1
117	если он –	1	1
118	прежде всего –	1	1
119	он мог бы	1	1
120	вот оказывается что	1	1
121	в самом деле	3	1
122	чем он сам	1	1
123	нет у него	1	1
124	что все это	1	1
125	это не есть	1	1
126	не значит что	6	1
127	когда мы говорим	2	1
128	ни с чем	1	1
129	историки литературы и	1	1
130	значит ли это	2	1
131	не есть религия	1	1
132	то в чем	3	1
133	и во многих	1	1
134	и есть то	1	1
135	на этом основании	1	1
136	во многих отношениях	1	1
137	есть та или	1	1
138	сам по себе	8	1
139	в каком-то особенном	2	1
140	может быть так	1	1
141	не в том	2	1
142	друг с другом	2	1
143	по образу и	1	1
144	не потому что	5	1
145	в себе самом	2	1
146	как у достоевского	1	1
147	а между тем	1	1
148	того что в	1	1
149	и вот оказывается	1	1
150	не сама по	1	1
151	учение об отношении	1	1
152	свет – не	1	1
153	хотя бы даже	1	1
154	речь идет о	1	1
155	в зависимости от	2	1
156	это нисколько не	1	1
157	претендует говорить о	1	1
158	тем же путем	1	1
159	иначе не может	1	1
160	а стало быть	1	1
161	не имеет смысла	1	1
162	у них есть	1	1
163	но даже и	1	1
164	не только о	1	1
165	может быть названа	1	1
166	что в основе	1	1
167	время т е	2	1
168	если бы для	1	1
169	что она есть	1	1
170	несмотря на все	1	1
171	с другой стороны	7	1
172	и по сравнению	1	1
173	на природу на	1	1
174	только тогда когда	4	1
175	это-то и есть	1	1
176	но так как	1	1
177	и в том	1	1
178	но он –	1	1
179	но я никогда	1	1
180	ко всему этому	1	1
181	из тех которые	1	1
182	в чистом виде	1	1
183	только может быть	1	1
184	и не быть	1	1
185	и это есть	1	1
186	сих пор не	1	1
187	и не могу	1	1
188	но в конце	1	1
189	которые не могут	1	1
190	себе выражения в	1	1
191	той или иной	4	1
192	и как бы	1	1
193	– это есть	1	1
194	при чем тут	1	1
195	и должно быть	3	1
196	таково же и	3	1
197	но и это	1	1
198	которой не только	1	1
199	может ли быть	1	1
200	мы говорим что	2	1
201	не было у	1	1
202	с точки зрения	18	1
203	но она не	1	1
204	в чем же	1	1
205	это – чисто	1	1
206	ничего подобного нет	1	1
207	со всеми его	1	1
208	ни в какой	3	1
209	ней ничего не	1	1
210	только и состоит	1	1
211	с чем не	1	1
212	них нет ничего	1	1
213	которые могли бы	1	1
214	и не в	1	1
215	но это –	3	1
216	жизнь и не	1	1
217	как у тютчева	1	1
218	одно дело –	1	1
219	в то же	7	1
220	во всех своих	1	1
221	всего того что	1	1
222	ни на что	3	1
223	у достоевского в	1	1
224	так как будто	2	1
225	не был ни	1	1
226	в них не	1	1
227	не есть для	1	1
228	то же время	8	1
229	него как в	1	1
230	ли это что	2	1
231	деле то что	1	1
232	на самом деле	3	1
233	это – самая	1	1
234	перед лицом вечности	1	1
235	то стало быть	1	1
236	я не могу	2	1
237	они были бы	1	1
238	того как он	1	1
239	на мир на	1	1
240	не должен ли	1	1
241	выйти за пределы	1	1
242	что если бы	1	1
243	он сам в	1	1
244	так как они	1	1
245	всю жизнь и	1	1
246	на что не	3	1
247	да и то	3	1
248	только потому что	4	1
249	есть то что	1	1
250	во всех этих	1	1
251	не верит в	1	1
252	мир в котором	1	1
253	по нему можно	1	1
254	было бы и	2	1
255	возможна только потому	1	1
256	всего мира и	1	1
257	то мы имеем	1	1
258	к другу как	1	1
259	сомневаться в том	2	1
260	образу и подобию	1	1
261	хотя бы в	1	1
262	и не то	1	1
263	потому что нет	1	1
264	точки зрения так	1	1
265	это уже давно	1	1
266	таит в себе	1	1
267	не есть ни	7	1
268	она может быть	1	1
269	между тем в	1	1
270	было у него	1	1
271	того же самого	1	1
272	и потому в	1	1
273	в необъятное и	1	1
274	та или иная	4	1
275	все тем же	1	1
276	в нем и	2	1
277	с одной стороны	3	1
278	в узком и	1	1
279	в которой не	1	1
280	но и сама	1	1
281	что это за	3	1
282	жизни и в	2	1
283	двух планов бытия	1	1
284	сама по себе	12	1
285	и более ничего	1	1
286	а не о	1	1
287	это было бы	1	1
288	если бы не	1	1
