N	2gram	Vygotskiy_	KFilosof
1	может быть	19	45
2	в его	16	42
3	в нем	2	32
4	не может	16	29
5	и не	15	28
6	и в	37	28
7	по отношению	12	26
8	в котором	6	24
9	не есть	1	22
10	отношению к	11	22
11	в себе	8	21
12	только в	8	18
13	и его	10	18
14	в своем	10	17
15	в ее	3	17
16	а не	5	17
17	в этом	32	15
18	для него	5	13
19	не в	9	13
20	точки зрения	49	13
21	к нему	1	12
22	мир в	2	12
23	ни в	6	12
24	но не	6	12
25	и это	3	12
26	в своей	7	11
27	все эти	6	11
28	во всех	4	11
29	из себя	1	11
30	все это	9	10
31	это не	5	10
32	с точки	34	10
33	и есть	2	10
34	и для	3	10
35	в целом	29	10
36	в их	5	9
37	и все	7	9
38	но и	23	9
39	как бы	16	9
40	не было	1	8
41	если бы	10	8
42	со стороны	4	8
43	было бы	12	8
44	лишь в	9	8
45	в себя	2	8
46	жизни и	2	8
47	во всем	4	7
48	и здесь	1	7
49	что и	3	7
50	должен быть	6	7
51	вовсе не	5	7
52	уже не	2	7
53	совершенно не	1	7
54	то что	32	7
55	я должен	2	7
56	конечно не	1	7
57	на основе	7	7
58	для себя	7	7
59	и только	2	7
60	отнюдь не	2	7
61	должно быть	4	6
62	но все	3	6
63	но эта	3	6
64	я не	4	6
65	не имеет	5	6
66	и я	2	6
67	в смысле	2	6
68	в том	47	6
69	и их	5	6
70	и действительно	1	6
71	жизнь как	1	6
72	место в	1	6
73	он не	11	6
74	от его	5	5
75	со всем	2	5
76	то же	12	5
77	мы имеем	2	5
78	не только	29	5
79	с ним	3	5
80	я могу	1	5
81	но как	1	5
82	не знает	1	5
83	в основе	9	5
84	но в	9	5
85	именно в	8	5
86	бы быть	1	5
87	но ведь	2	5
88	как и	20	5
89	все же	6	5
90	жизни в	1	5
91	еще не	1	5
92	что я	1	5
93	время и	1	5
94	хотя бы	7	5
95	в одном	5	5
96	а в	4	5
97	я и	1	5
98	жизни как	1	5
99	в контексте	1	5
100	там где	8	5
101	никогда не	8	5
102	что в	25	4
103	при этом	6	4
104	ни было	1	4
105	что это	8	4
106	для нас	4	4
107	прежде всего	12	4
108	в своих	6	4
109	как его	2	4
110	места и	1	4
111	нет в	1	4
112	мира и	2	4
113	в категориях	2	4
114	в действительной	1	4
115	том что	42	4
116	в чем	5	4
117	в каком	3	4
118	могло бы	2	4
119	но можно	1	4
120	входит в	1	4
121	только как	1	4
122	нисколько не	2	4
123	во всей	8	4
124	могла бы	2	4
125	не по	1	4
126	между тем	10	4
127	здесь мы	1	4
128	тем самым	8	4
129	и пространство	1	4
130	и т.д	15	4
