N	4gram	Vygotskiy_	FransuaR
1	в том числе и	3	17
2	как мы уже говорили	3	15
3	мы уже говорили что	2	13
4	не подлежит никакому сомнению	2	5
5	с одной стороны и	1	5
6	одной и той же	5	4
7	в связи с этим	2	4
8	один и тот же	6	4
9	подлежит никакому сомнению что	2	4
10	одного и того же	5	3
11	не что иное как	2	3
12	мы видим таким образом	5	3
13	есть не что иное	1	3
14	одна и та же	1	2
15	новой и высшей ступени	1	2
16	все более и более	1	2
17	в том что это	1	2
18	как мы сейчас увидим	1	2
19	заключается в том что	16	2
20	бы то ни было	1	2
21	со всем тем что	1	2
22	которой можно было бы	1	2
23	совершенно так же как	1	2
24	на котором мы остановимся	1	2
25	и в том что	1	2
26	в резком противоречии с	2	2
27	мы можем сказать что	1	2
28	в некоторой своей части	1	2
29	как и во всех	1	2
30	или во всяком случае	1	2
31	может быть отнесена к	1	2
32	и с точки зрения	1	2
33	нас в том что	2	2
34	одним и тем же	4	2
35	так же как и	6	2
36	до сих пор остается	1	2
37	в своем учении о	1	1
38	не только то что	1	1
39	что с точки зрения	1	1
40	во всяком случае не	1	1
41	так как если бы	1	1
42	в том что слово	1	1
43	в том что в	3	1
44	которого можно было бы	1	1
45	можно было бы привести	1	1
46	в то время как	5	1
47	не входит в область	1	1
48	то же самое что	1	1
49	в основе его лежит	1	1
50	мы увидим дальше что	1	1
51	поэтому было бы неправильно	1	1
52	мы уже говорили выше	2	1
53	то же что и	1	1
54	мы узнаем что в	1	1
55	все же в них	1	1
56	что в основе этого	1	1
57	с одной стороны он	1	1
58	одно и то же	6	1
59	тот же что и	1	1
60	в этом же смысле	1	1
61	на которой он стоит	1	1
62	одном и том же	2	1
63	и вместе с тем	2	1
64	же как и в	1	1
65	во всяком случае в	1	1
66	заключается в том чтобы	2	1
67	с одной стороны с	1	1
68	с другой стороны он	1	1
69	всего могут быть определены	1	1
70	не имеют ничего общего	1	1
71	состоит в том что	4	1
72	в этом отношении не	1	1
73	в силу того что	2	1
74	в том случае если	2	1
75	своем учении о природе	1	1
76	в том что она	1	1
77	в связи с этой	1	1
78	мы видим что все	1	1
79	прежде всего тем что	1	1
80	что в основе их	2	1
81	к одной и той	2	1
82	вместе с тем и	4	1
83	что в отличие от	1	1
84	и то же слово	3	1
85	имеют ничего общего с	1	1
86	а в связи с	1	1
87	может объединять в себе	1	1
88	в отличие от этого	1	1
89	то мы увидим что	1	1
90	видим таким образом что	5	1
91	по отношению к которому	1	1
92	если мы обратимся к	4	1
93	не чем иным как	1	1
94	в том что он	1	1
95	в основе этого явления	1	1
96	смысле этого слова то	1	1
97	в том что они	2	1
98	в основе их лежит	2	1
99	обращает особое внимание на	1	1
100	могут быть определены как	1	1
101	и в некоторых других	1	1
