N	3gram	Losev_Prob	Hudozhes
1	в том что	17	8
2	в то же	10	7
3	в отличие от	2	7
4	с другой стороны	11	6
5	более или менее	2	6
6	той или иной	16	5
7	для того чтобы	4	5
8	так или иначе	2	4
9	того или иного	5	4
10	не может быть	5	4
11	и его внешней	1	4
12	мы имеем в	1	3
13	с точки зрения	9	3
14	в этом смысле	5	3
15	имеем в виду	4	3
16	в виду не	1	3
17	в том числе	1	3
18	тем не менее	23	3
19	можно сказать что	2	3
20	и то же	5	3
21	одного и того	1	3
22	с другими знаками	1	3
23	одно и то	4	3
24	подобно тому как	2	3
25	и того же	1	3
26	по сути дела	1	3
27	в связи с	9	3
28	с одной стороны	2	3
29	тот или иной	4	3
30	войне и мире	1	2
31	в той или	7	2
32	бы то ни	5	2
33	но он не	1	2
34	в узком значении	1	2
35	и прежде всего	3	2
36	этой точки зрения	2	2
37	ту или иную	3	2
38	в том и	1	2
39	с этой точки	1	2
40	в самом деле	1	2
41	в таком случае	7	2
42	в войне и	1	2
43	начало и конец	1	2
44	не в самом	1	2
45	том числе и	1	2
46	тех или иных	7	2
47	и в то	2	2
48	во всей его	1	2
49	том что он	2	2
50	то ни было	4	2
51	значении этого слова	1	2
52	сама по себе	11	2
53	к тому что	1	2
54	в известном смысле	1	2
55	в основе своей	1	2
56	мы имеем дело	2	2
57	может быть и	3	2
58	точно так же	5	1
59	не могли бы	2	1
60	что он не	2	1
61	в художественном произведении	1	1
62	в евгении онегине	1	1
63	в том чем	1	1
64	и как бы	2	1
65	то есть в	5	1
66	и потому что	1	1
67	себе еще не	1	1
68	не просто о	1	1
69	с ним как	1	1
70	и тем же	1	1
71	по себе а	3	1
72	даже сказать что	1	1
73	еще не есть	4	1
74	себе а в	1	1
75	та или иная	4	1
76	только в условиях	1	1
77	между собой в	1	1
78	действительность в ее	1	1
79	и поэтому не	1	1
80	он не только	1	1
81	точки зрения логики	1	1
82	не содержит в	1	1
83	себе отчет в	2	1
84	по крайней мере	9	1
85	в художественном смысле	1	1
86	заключается в том	5	1
87	не была бы	1	1
88	о том что	8	1
89	то или иное	3	1
90	или ином отношении	1	1
91	в отдельности и	2	1
92	мы говорим о	2	1
93	в свое время	1	1
94	или иной мере	3	1
95	одной стороны и	1	1
96	дело не в	4	1
97	в себе и	2	1
98	отчет в том	3	1
99	как и в	2	1
100	то есть как	1	1
101	какой бы то	1	1
102	а в другом	1	1
103	а в то	1	1
104	ни к каким	1	1
105	с самим собою	2	1
106	в таких случаях	2	1
107	не является ни	2	1
108	и тем более	4	1
109	и многих других	2	1
110	как впрочем и	1	1
111	при этом в	1	1
112	на котором он	1	1
113	который может быть	1	1
114	художественное произведение и	1	1
115	связи с этим	1	1
116	в этих случаях	1	1
117	друг от друга	3	1
118	в настоящее время	4	1
119	в то время	6	1
120	только при условии	2	1
121	того что не	1	1
122	во втором случае	1	1
123	то есть от	2	1
124	несмотря на свою	2	1
125	если мы имеем	1	1
126	и от себя	1	1
127	именно потому что	3	1
128	чего бы то	2	1
129	не что иное	6	1
130	и в частности	4	1
131	не сама по	2	1
132	одним и тем	1	1
133	таким образом и	1	1
134	иметь в виду	2	1
135	и может рассматриваться	1	1
136	таким образом что	1	1
137	в сравнении с	4	1
138	содержит в себе	13	1
139	в зависимости от	3	1
140	на второй план	1	1
141	по себе еще	1	1
142	чего нет в	1	1
143	так же как	3	1
144	в себе никакого	1	1
145	значение знака есть	1	1
146	и тем самым	3	1
147	можно даже сказать	1	1
148	уже не просто	1	1
149	в том или	2	1
150	речь идет о	1	1
151	в этом случае	8	1
152	точки зрения в	1	1
153	а в том	1	1
154	к тому же	1	1
155	каждой из них	1	1
156	не так просто	1	1
157	входит в состав	1	1
158	является особого рода	1	1
159	есть не что	6	1
160	в первую очередь	3	1
161	в себе в	2	1
162	в другом но	1	1
163	в новое время	1	1
164	на первый взгляд	3	1
165	то же самое	17	1
166	но только не	1	1
167	узком значении этого	1	1
168	что даже в	1	1
169	том или ином	3	1
170	что иное как	6	1
171	легко может быть	1	1
172	еще и потому	1	1
173	к вопросу о	1	1
174	только то что	4	1
175	только о том	2	1
176	в одном случае	4	1
177	перед нами не	1	1
178	из того что	1	1
179	говорит что он	1	1
180	имея в виду	1	1
181	иной раз и	1	1
182	это и есть	3	1
183	того же типа	2	1
184	также еще и	1	1
185	эти символы не	1	1
186	и в этой	1	1
187	а иной раз	2	1
188	при таком понимании	1	1
189	в чистом виде	3	1
190	это было бы	2	1
