N	2gram	Losev_Prob	RusskieA
1	и в	64	79
2	в том	19	64
3	том что	26	59
4	что в	21	57
5	т е	2	54
6	не только	37	41
7	а а	6	40
8	во время	1	38
9	так как	16	34
10	в этом	30	33
11	как бы	18	31
12	но и	23	31
13	в других	5	30
14	в и	2	30
15	и п	1	30
16	как и	7	28
17	и на	11	28
18	может быть	29	28
19	а н	1	25
20	одна из	4	24
21	о том	25	23
22	и т	13	23
23	при этом	8	22
24	т д	12	21
25	это не	7	20
26	а в	7	20
27	как мы	10	20
28	из них	3	19
29	все это	11	18
30	с тем	6	17
31	таким образом	9	17
32	то что	72	17
33	вместе с	4	17
34	об этом	10	17
35	показывает что	1	17
36	потому что	24	17
37	во многих	4	16
38	мы не	6	16
39	или на	3	15
40	будто бы	4	15
41	один из	7	15
42	в них	8	14
43	и с	12	14
44	не менее	26	14
45	тем не	25	14
46	как это	7	14
47	и что	21	14
48	мы видели	1	14
49	и не	63	14
50	для нас	11	14
51	у нас	31	14
52	уже не	9	13
53	к этому	1	13
54	в некоторых	1	13
55	так что	12	13
56	и по	3	13
57	как в	5	13
58	в которых	4	13
59	еще не	18	13
60	не может	18	13
61	тем что	10	12
62	между собой	5	12
63	этом случае	6	12
64	мы имеем	3	12
65	в виде	20	12
66	мы увидим	3	11
67	не имеет	8	11
68	но это	11	11
69	а на	1	11
70	далеко не	9	11
71	что на	4	11
72	все же	7	10
73	так например	2	10
74	представляет собой	2	10
75	том чтобы	1	10
76	его в	9	10
77	между тем	3	10
78	что и	2	10
79	в течение	1	10
80	эту теорию	1	10
81	так и	17	10
82	или в	5	10
83	а также	6	10
84	по существу	2	10
85	и других	1	10
86	то же	10	9
87	о чем	11	9
88	видно что	2	9
89	что они	5	9
90	и все	9	9
91	данном случае	10	9
92	того как	3	9
93	том же	1	9
94	но в	19	9
95	но не	13	9
96	одно из	2	8
97	в этих	7	8
98	представление о	6	8
99	что по	1	8
100	так же	12	8
101	после этого	4	8
102	связи с	8	8
103	на себя	2	8
104	во всех	9	8
105	что это	4	8
106	подобно тому	2	8
107	их в	6	8
108	в россии	1	8
109	того чтобы	10	8
110	того что	18	8
111	ее в	2	8
112	в данном	16	8
113	не все	4	8
114	как уже	1	8
115	тому как	3	8
116	для того	10	8
117	же в	5	8
118	в это	2	7
119	настоящее время	17	7
120	в своем	7	7
121	к нему	5	7
122	не в	6	7
123	в свете	1	7
124	а с	1	7
125	было бы	16	7
126	только в	19	7
127	еще в	2	7
128	это время	1	7
129	связанные с	1	7
130	говорится что	1	7
131	из этих	5	7
132	а не	21	7
133	н а	1	7
134	начиная с	1	7
135	до конца	1	7
136	в настоящее	17	7
137	ничего не	20	7
138	не можем	2	7
139	и как	10	7
140	мы должны	5	7
141	по этому	6	7
142	как будто	6	7
143	для этого	5	7
144	в году	1	6
145	с собой	3	6
146	же как	2	6
147	к тому	5	6
148	что этот	2	6
149	выше мы	1	6
150	и другой	1	6
151	только на	13	6
152	что она	8	6
153	в качестве	3	6
154	в разные	3	6
155	в таком	18	6
156	тому что	6	6
157	на этом	1	6
158	должны были	3	6
159	в этой	14	6
160	в нем	14	6
161	как знак	4	6
162	видели что	1	6
163	должен был	1	6
164	в в	2	6
165	и более	4	6
166	что здесь	4	6
167	друг друга	1	6
168	и пр	4	6
169	не будем	5	6
170	в их	7	6
171	на нее	2	6
172	все эти	15	6
173	она не	5	6
174	но она	3	6
175	и их	4	6
176	этому поводу	5	6
177	и о	11	6
178	цветами и	1	6
179	и к	2	5
180	эта теория	4	5
181	нас к	1	5
182	некоторые другие	1	5
183	например в	2	5
184	только для	3	5
185	г в	2	5
186	с этим	7	5
187	вопрос о	4	5
188	входит в	4	5
189	с другой	8	5
190	к ним	1	5
191	по поводу	6	5
192	с целью	4	5
193	не было	7	5
194	в связи	7	5
195	такие же	1	5
196	в целях	2	5
197	мы уже	8	5
198	в тех	2	5
199	можно было	8	5
200	в москве	2	5
201	и др	2	5
202	петра i	2	5
203	в то	7	5
204	прежде всего	17	5
205	нет никаких	2	5
206	его с	1	5
207	тогда когда	4	5
208	с ним	4	5
209	для них	5	5
210	то на	4	5
211	что он	11	5
212	ничего общего	14	5
213	то и	7	5
214	это показывает	1	5
215	или вообще	6	5
216	но если	6	5
217	и для	10	5
218	тот же	4	5
219	в его	12	5
220	на самом	9	5
221	или даже	3	5
222	и потому	3	5
223	отнюдь не	15	5
224	не с	1	5
225	этих случаях	4	5
226	их на	1	5
227	в целом	1	5
228	вплоть до	1	5
229	только тогда	4	4
230	или по	5	4
231	кроме того	7	4
232	этого момента	1	4
233	как они	3	4
234	в своих	3	4
235	но все	5	4
236	именно в	5	4
237	всякого рода	3	4
238	во всяком	18	4
239	некоторые из	1	4
240	на этой	4	4
241	в котором	5	4
242	но эти	1	4
243	из земли	1	4
244	не что	5	4
245	чтобы они	1	4
246	во всей	4	4
247	не просто	30	4
248	что у	1	4
249	что иное	5	4
250	несмотря на	6	4
251	не соответствует	1	4
252	как можно	1	4
253	но он	3	4
254	которое в	1	4
255	не был	4	4
256	мы приведем	1	4
257	нет но	1	4
258	здесь мы	1	4
259	себя внимание	1	4
260	тем и	3	4
261	этот вопрос	2	4
262	что для	4	4
263	но есть	2	4
264	могут быть	2	4
265	и от	3	4
266	многие другие	2	4
267	и здесь	8	4
268	за ним	1	4
269	если в	2	4
270	в основном	1	4
271	и при	4	4
272	и другим	2	4
273	не на	4	4
274	то время	2	4
275	в основе	4	4
276	и до	3	4
277	связанных с	1	4
278	и а	1	4
279	переход от	1	4
280	всяком случае	11	4
281	у них	1	4
282	и многие	2	4
283	нас не	5	4
284	уже в	6	4
285	его и	1	4
286	в таких	5	4
287	основаны на	1	4
288	такой же	1	4
289	по своему	14	4
290	в уже	1	4
291	в ней	1	4
292	дело не	1	4
293	к ней	1	4
294	которые в	4	4
295	и ее	9	4
296	можно будет	3	4
297	и тогда	2	4
298	других случаях	2	4
299	иное как	5	4
300	все что	2	3
301	к другу	2	3
302	можно говорить	3	3
303	эту ночь	1	3
304	же и	4	3
305	выводу что	1	3
306	которые не	5	3
307	некоторой степени	1	3
308	совершенно очевидно	1	3
309	говорит о	4	3
310	самом же	1	3
311	в какой	1	3
312	в виду	10	3
313	более или	7	3
314	из самых	3	3
315	есть в	9	3
316	или другие	2	3
317	имеет место	1	3
318	а именно	16	3
319	б л	1	3
320	в одно	5	3
321	как только	3	3
322	на первый	5	3
323	от этого	2	3
324	говорится о	1	3
325	или ее	1	3
326	нами выше	1	3
327	сразу же	2	3
328	из других	2	3
329	еще далеко	1	3
330	эта связь	1	3
331	он был	2	3
332	бы значительно	1	3
333	представления о	1	3
334	только как	2	3
335	ее по	1	3
336	и те	2	3
337	что ее	1	3
338	но ни	1	3
339	и еще	3	3
340	как на	3	3
341	к числу	1	3
342	находится в	2	3
343	что все	9	3
344	точки зрения	5	3
345	что именно	1	3
346	именно с	1	3
347	тут же	3	3
348	для этой	2	3
349	никогда не	8	3
350	ее и	1	3
351	содержится в	2	3
352	а наоборот	3	3
353	с одной	4	3
354	мы знаем	1	3
355	обычно не	1	3
356	хотя и	8	3
357	в ее	3	3
358	по содержанию	3	3
359	тому же	1	3
360	или не	5	3
361	в которой	2	3
362	и некоторые	1	3
363	с водой	1	3
364	iii в	1	3
365	в области	8	3
366	и это	13	3
367	много и	1	3
368	работы на	1	3
369	в эту	2	3
370	сих пор	6	3
371	человека а	2	3
372	на другой	1	3
373	но можно	2	3
374	совсем не	9	3
375	мы здесь	4	3
376	возможно что	1	3
377	когда они	1	3
378	его к	1	3
379	всех этих	11	3
380	чтобы не	3	3
381	в советской	3	3
382	до сих	6	3
383	друг к	2	3
384	них в	1	3
385	то есть	61	3
386	известно что	1	3
387	из таких	1	3
388	думает что	1	3
389	из которых	2	3
390	к выводу	1	3
391	сводится к	3	3
392	ниже в	1	3
393	независимо от	2	3
394	если бы	8	3
395	их и	1	3
396	судить по	1	3
397	в своей	8	3
398	можно назвать	1	3
399	относятся к	3	3
400	том как	2	3
401	не во	3	3
402	смерти и	1	3
403	так чтобы	1	3
404	с точки	3	3
405	и поэтому	2	3
406	в отдельности	4	3
407	тех пор	4	3
408	значение и	7	3
409	с которой	3	3
410	каждый из	3	3
411	и наоборот	1	3
412	нет и	5	3
413	и во	4	3
414	на этот	3	3
415	здесь не	9	3
416	довольно много	1	3
417	увидим ниже	2	3
418	в другое	2	3
419	значительно увеличить	1	3
420	и то	15	3
421	только по	2	3
422	чтобы обеспечить	1	3
423	что с	2	3
424	же не	1	3
425	с другими	6	3
426	на небо	1	3
427	этом не	1	3
428	которые как	1	3
429	между собою	9	3
430	по его	3	3
431	или менее	7	3
432	в одной	1	3
433	же деле	1	3
434	до тех	4	3
435	быть и	5	3
436	есть и	4	3
437	как он	4	3
438	уже видели	1	3
439	но вместе	1	3
440	думать что	2	3
441	место в	2	3
442	в период	1	3
443	на то	12	3
444	и его	3	3
445	это в	3	3
446	слова в	1	3
447	и другое	3	3
448	как символ	6	3
449	не к	1	3
450	мы наблюдаем	2	2
451	от него	1	2
452	к этой	2	2
453	с этой	1	2
454	тем как	1	2
455	но тем	1	2
456	не как	2	2
457	это пока	1	2
458	время не	2	2
459	это нужно	2	2
460	нас в	4	2
461	особенно если	1	2
462	его от	4	2
463	чтобы она	1	2
464	другой стороны	7	2
465	но что	3	2
466	и которые	6	2
467	по себе	20	2
468	ни одна	2	2
469	из нее	1	2
470	если угодно	2	2
471	года в	2	2
472	если он	1	2
473	на эту	2	2
474	сами собой	1	2
475	и следовательно	6	2
476	по тому	2	2
477	в момент	2	2
478	но мы	3	2
479	в дальнейшем	5	2
480	у которых	1	2
481	было не	1	2
482	можно сказать	9	2
483	во все	1	2
484	на холмах	1	2
485	раз и	13	2
486	но даже	3	2
487	одной стороны	4	2
488	всем этим	3	2
489	вот почему	1	2
490	с развитием	1	2
491	с нашим	2	2
492	говорить о	14	2
493	о них	3	2
494	людей и	1	2
495	несколько примеров	1	2
496	как оно	3	2
497	на ней	1	2
498	с другим	1	2
499	в прошлом	1	2
500	более сложное	1	2
501	пока еще	12	2
502	не связаны	1	2
503	сказать что	33	2
504	не весь	1	2
505	нам право	1	2
506	н г	4	2
507	в нашем	3	2
508	который в	1	2
509	необходимо изучить	1	2
510	и н	1	2
511	не имело	1	2
512	а мы	1	2
513	мы видим	2	2
514	которая должна	1	2
515	собой и	3	2
516	например из	2	2
517	к их	1	2
518	и свои	3	2
519	должно быть	3	2
520	время и	2	2
521	но еще	2	2
522	смысле в	1	2
523	что при	2	2
524	место где	1	2
525	что такое	23	2
526	многих отношениях	1	2
527	что между	2	2
528	евгении онегине	1	2
529	тот кто	2	2
530	одним из	2	2
531	можно судить	2	2
532	быть только	3	2
533	как его	2	2
534	говорить что	2	2
535	в конце	13	2
536	на тот	4	2
537	между прочим	3	2
538	место и	1	2
539	следовательно и	3	2
540	был не	2	2
541	из одного	1	2
542	в чем	3	2
543	имеет и	3	2
544	что их	4	2
545	могло бы	1	2
546	под влиянием	1	2
547	в каждом	1	2
548	сами не	1	2
549	мы можем	8	2
550	не означает	1	2
551	и даже	19	2
552	только с	3	2
553	не дает	1	2
554	ту же	1	2
555	не будут	1	2
556	он не	5	2
557	и тем	16	2
558	что эта	2	2
559	этот был	1	2
560	и является	9	2
561	настоящей работе	1	2
562	кто же	1	2
563	иметь в	5	2
564	ни одно	1	2
565	когда мы	10	2
566	на некоторые	2	2
567	т п	1	2
568	значение как	2	2
569	общего с	10	2
570	его как	2	2
571	друг другу	2	2
572	в себе	16	2
573	не значит	4	2
574	образом в	1	2
575	в заключение	1	2
576	в силу	2	2
577	могут рассматриваться	1	2
578	те кто	1	2
579	из этого	2	2
580	значит что	6	2
581	для чего	2	2
582	остановиться на	1	2
583	в него	3	2
584	не случайно	1	2
585	в одну	1	2
586	и особенно	4	2
587	на всю	2	2
588	не так	1	2
589	и должны	3	2
590	в самый	1	2
591	с и	2	2
592	в жизни	3	2
593	верили в	1	2
594	не всякий	5	2
595	о которой	1	2
596	в область	3	2
597	утверждает что	1	2
598	научное значение	1	2
599	от другого	4	2
600	оно не	6	2
601	во что	2	2
602	не более	1	2
603	самом деле	10	2
604	показать что	1	2
605	о своей	1	2
606	если это	2	2
607	в семье	1	2
608	и действительно	1	2
609	значения и	11	2
610	дела и	2	2
611	как не	1	2
612	к нам	1	2
613	что такой	1	2
614	и так	2	2
615	направление в	3	2
616	себя и	1	2
617	становится ясным	2	2
618	при всех	1	2
619	нет в	1	2
620	перед нами	7	2
621	но их	2	2
622	совершенно не	7	2
623	всем этом	2	2
624	не является	12	2
625	что такие	1	2
626	ясно и	2	2
627	не имеют	6	2
628	и если	9	2
629	относится к	6	2
630	и и	1	2
631	не знали	1	2
632	и теперь	1	2
633	что если	5	2
634	которые можно	1	2
635	подобного рода	8	2
636	он есть	5	2
637	тому и	1	2
638	через него	1	2
639	например на	2	2
640	к другому	1	2
641	почти целиком	1	2
642	вероятно и	1	2
643	с нею	2	2
644	в ряд	2	2
645	с его	3	2
646	говорится в	1	2
