N	2gram	Losev_Prob	RusskieA
1	и в	48	79
2	в том	25	64
3	том что	29	59
4	что в	12	57
5	не только	28	41
6	так как	10	34
7	и другие	4	33
8	в этом	31	33
9	состоит в	1	32
10	как бы	10	31
11	но и	21	31
12	в других	5	30
13	в и	1	30
14	как и	10	28
15	и на	9	28
16	может быть	11	28
17	в этот	4	26
18	и м	1	25
19	а н	3	25
20	о том	17	23
21	и т	2	23
22	при этом	6	22
23	т д	1	21
24	там же	2	20
25	это не	8	20
26	а в	8	20
27	как мы	5	20
28	из них	4	19
29	xix в	4	18
30	все это	8	18
31	с тем	7	17
32	таким образом	20	17
33	то что	26	17
34	вместе с	15	17
35	об этом	11	17
36	потому что	21	17
37	мы не	7	16
38	или на	1	15
39	будто бы	5	15
40	один из	2	15
41	в них	5	14
42	и с	10	14
43	не менее	8	14
44	сообщает что	1	14
45	тем не	8	14
46	как это	5	14
47	и что	9	14
48	мы видели	2	14
49	и не	29	14
50	для нас	14	14
51	у нас	17	14
52	в xix	1	14
53	в день	1	13
54	уже не	12	13
55	к этому	2	13
56	так что	18	13
57	в землю	1	13
58	и по	2	13
59	как в	3	13
60	еще не	4	13
61	не может	6	13
62	тем что	2	12
63	других местах	1	12
64	у русских	1	12
65	мы имеем	3	12
66	в виде	25	12
67	а затем	1	11
68	мы увидим	1	11
69	не имеет	3	11
70	но это	7	11
71	а на	1	11
72	далеко не	6	11
73	что на	1	11
74	все же	12	10
75	так например	1	10
76	представляет собой	1	10
77	том чтобы	3	10
78	его в	9	10
79	между тем	2	10
80	что и	8	10
81	так и	15	10
82	или в	7	10
83	а также	8	10
84	по существу	2	10
85	и других	1	10
86	то же	6	9
87	о чем	2	9
88	видно что	2	9
89	что они	4	9
90	к жизни	1	9
91	с ней	3	9
92	и все	12	9
93	данном случае	5	9
94	того как	5	9
95	земли и	2	9
96	том же	2	9
97	но в	17	9
98	в г	1	9
99	но не	12	9
100	одно из	2	8
101	в этих	3	8
102	представление о	2	8
103	что по	1	8
104	так же	7	8
105	после этого	1	8
106	связи с	11	8
107	на себя	2	8
108	во всех	2	8
109	что это	4	8
110	песни и	1	8
111	их в	1	8
112	в россии	2	8
113	того чтобы	3	8
114	того что	8	8
115	ее в	2	8
116	в данном	6	8
117	не все	3	8
118	для того	4	8
119	же в	4	8
120	в это	3	7
121	настоящее время	7	7
122	в своем	16	7
123	на них	1	7
124	к нему	3	7
125	не в	16	7
126	а с	4	7
127	было бы	12	7
128	главным образом	1	7
129	только в	21	7
130	еще в	6	7
131	это время	3	7
132	говорится что	4	7
133	в земле	1	7
134	из этих	2	7
135	а не	7	7
136	н а	1	7
137	до конца	4	7
138	в настоящее	7	7
139	ничего не	3	7
140	и как	10	7
141	мы должны	1	7
142	по этому	5	7
143	как будто	9	7
144	в эти	1	7
145	для этого	2	7
146	в году	9	6
147	к тому	7	6
148	что этот	6	6
149	выше мы	1	6
150	и другой	2	6
151	не всегда	5	6
152	только на	2	6
153	в одном	6	6
154	что она	2	6
155	после того	3	6
156	в качестве	9	6
157	чем в	1	6
158	в таком	4	6
159	тому что	2	6
160	на земле	11	6
161	должно было	1	6
162	и у	8	6
163	на этом	1	6
164	в песне	1	6
165	в этой	14	6
166	в нем	8	6
167	должен был	2	6
168	с ними	1	6
169	и более	3	6
170	по домам	1	6
171	что здесь	8	6
172	друг друга	1	6
173	не будем	3	6
174	в их	4	6
175	на нее	1	6
176	все эти	12	6
177	она не	1	6
178	но она	1	6
179	и их	7	6
180	этому поводу	4	6
181	и о	9	6
182	при изучении	1	6
183	и к	9	5
184	нас к	1	5
185	например в	1	5
186	только для	5	5
187	г в	1	5
188	с этим	3	5
189	вопрос о	2	5
190	рассматриваться как	1	5
191	входит в	1	5
192	с другой	8	5
193	изображается как	1	5
194	к ним	3	5
195	по поводу	2	5
196	что от	3	5
197	не было	4	5
198	в связи	11	5
199	в целях	3	5
200	земле и	1	5
201	мы уже	2	5
202	или же	2	5
203	в тех	2	5
204	можно было	4	5
205	в москве	1	5
206	в последний	1	5
207	и др	1	5
208	чаще всего	1	5
209	там где	1	5
210	в то	6	5
211	прежде всего	15	5
212	нет никаких	1	5
213	в особенности	1	5
214	его с	2	5
215	тогда когда	4	5
216	с ним	4	5
217	для них	3	5
218	то на	1	5
219	что он	12	5
220	ничего общего	6	5
221	то и	7	5
222	в свою	4	5
223	к себе	1	5
224	заметить что	1	5
225	и для	11	5
226	тот же	6	5
227	в его	19	5
228	на самом	2	5
229	за этим	1	5
230	или даже	4	5
231	и потому	4	5
232	в народе	1	5
233	отнюдь не	14	5
234	их на	1	5
235	вплоть до	2	5
236	во всем	5	4
237	только тогда	3	4
238	можно встретить	1	4
239	или по	1	4
240	кроме того	5	4
241	не столько	1	4
242	как они	1	4
243	в своих	3	4
244	но все	6	4
245	именно в	11	4
246	всякого рода	2	4
247	во всяком	7	4
248	на этой	2	4
249	в котором	5	4
250	но эти	2	4
251	из земли	4	4
252	не что	3	4
253	в глаза	3	4
254	чтобы они	2	4
255	под названием	5	4
256	во всей	1	4
257	от них	2	4
258	не просто	12	4
259	и из	1	4
260	что у	6	4
261	что иное	3	4
262	вокруг этого	1	4
263	она в	2	4
264	несмотря на	7	4
265	но он	5	4
266	не был	1	4
267	мы приведем	3	4
268	под именем	1	4
269	здесь мы	2	4
270	этот вопрос	1	4
271	природы и	2	4
272	что для	2	4
273	могут быть	2	4
274	в доме	1	4
275	и от	7	4
276	своего рода	1	4
277	и здесь	1	4
278	за ним	1	4
279	они и	2	4
280	если в	2	4
281	и при	2	4
282	не на	1	4
283	то время	4	4
284	бросается в	3	4
285	на основе	1	4
286	в древней	1	4
287	в середине	2	4
288	в ночь	2	4
289	на землю	7	4
