N	2gram	Voloshinov	Vladivir
1	и в	12	116
2	то что	5	71
3	и не	10	67
4	у него	1	65
5	не только	4	65
6	в этом	4	53
7	в том	6	52
8	том что	5	51
9	что в	2	48
10	но и	3	47
11	в его	2	40
12	и с	3	39
13	то есть	1	37
14	сказать что	7	36
15	там же	1	35
16	не может	16	31
17	о том	3	30
18	только в	6	30
19	как мы	1	29
20	никогда не	5	29
21	для него	3	29
22	вовсе не	1	27
23	не было	1	26
24	а к	2	25
25	в себе	3	25
26	но в	5	25
27	в то	2	25
28	и то	2	25
29	и его	13	25
30	даже и	1	24
31	точки зрения	14	23
32	он не	2	23
33	может быть	14	23
34	кроме того	2	22
35	ни в	3	22
36	так как	9	22
37	в виде	1	22
38	в своей	3	21
39	вместе с	2	21
40	и что	2	20
41	в своем	2	20
42	для нас	7	20
43	прежде всего	8	20
44	не менее	3	19
45	и вообще	3	19
46	тем не	3	19
47	таким образом	12	19
48	так и	4	19
49	и потому	2	19
50	как и	5	18
51	не в	4	18
52	хотя и	1	18
53	как это	2	18
54	с его	2	18
55	что и	2	17
56	едва ли	2	17
57	а не	5	17
58	у нас	1	17
59	все же	4	16
60	уже не	4	16
61	к тому	1	16
62	не есть	2	16
63	и все	2	16
64	было бы	1	16
65	того что	3	16
66	в котором	3	16
67	и к	4	15
68	то же	5	15
69	к этому	2	15
70	в эти	1	15
71	несмотря на	1	15
72	до конца	2	15
73	но это	2	15
74	все эти	3	14
75	мы уже	1	14
76	и на	4	14
77	уже в	2	14
78	в результате	1	13
79	можно сказать	5	13
80	так же	3	13
81	что это	1	13
82	то время	1	13
83	да и	3	13
84	дело в	4	13
85	жизни и	4	13
86	по себе	3	12
87	только на	3	12
88	и это	1	12
89	и по	3	12
90	в нем	6	12
91	то в	1	12
92	всяком случае	1	12
93	ничего не	2	12
94	во всяком	1	12
95	есть только	1	12
96	связи с	1	12
97	при этом	6	11
98	но что	2	11
99	более или	1	11
100	в данном	2	11
101	хотя бы	5	11
102	тому же	2	11
103	и здесь	2	11
104	в основном	2	11
105	в отношении	2	11
106	все это	3	11
107	то он	1	11
108	или менее	1	11
109	мы должны	1	11
110	и о	1	11
111	в самом	4	10
112	что все	1	10
113	с точки	2	10
114	в качестве	1	10
115	можно было	1	10
116	что для	1	10
117	отнюдь не	5	10
118	к нему	4	10
119	с ним	3	10
120	еще не	3	10
121	в истории	1	10
122	здесь не	3	10
123	в ней	6	10
124	но не	2	10
125	о чем	1	9
126	именно в	1	9
127	с другой	4	9
128	и притом	2	9
129	и можно	1	9
130	а с	1	9
131	этом смысле	1	9
132	из этого	3	9
133	что мы	5	9
134	это не	2	9
135	же время	1	9
136	в целом	1	9
137	с этой	2	8
138	в этих	2	8
139	которой он	1	8
140	конечно не	3	8
141	себя в	1	8
142	и он	1	8
143	это мы	1	8
144	в смысле	1	8
145	в чем	2	8
146	как в	5	8
147	должно быть	1	8
148	как бы	13	8
149	и для	3	8
150	тот же	1	8
151	только и	1	8
152	когда он	3	8
153	отношение к	4	8
154	в одном	1	7
155	в них	3	7
156	но все	2	7
157	в нашем	11	7
158	и мы	1	7
159	себе и	1	7
160	за пределы	4	7
161	мы видели	1	7
162	здесь мы	1	7
163	если бы	9	7
164	к его	2	7
165	в каком	3	7
166	ничего общего	1	7
167	и вот	1	7
168	того чтобы	1	7
169	из его	1	7
170	при помощи	1	7
171	но если	1	7
172	в таком	1	7
173	те же	2	6
174	в виду	5	6
175	другой стороны	2	6
176	уже на	1	6
177	настоящее время	2	6
178	на него	2	6
179	если мы	1	6
180	по мнению	1	6
181	его в	4	6
182	том же	1	6
183	что она	1	6
184	на себя	1	6
185	время как	1	6
186	по своей	1	6
187	и из	1	6
188	и вполне	2	6
189	что здесь	1	6
190	в настоящее	2	6
191	данном случае	2	6
192	мы не	3	6
193	знания и	1	6
194	в общем	1	6
195	жизнь и	1	6
196	тем более	1	6
197	само собой	1	6
198	в жизни	5	6
199	от того	4	6
200	такой же	2	6
201	и наконец	3	6
202	всей жизни	1	5
203	еще более	1	5
204	говорит о	1	5
205	весь этот	1	5
206	на эту	1	5
207	но мы	2	5
208	не вполне	1	5
209	как на	2	5
210	него не	1	5
211	бы то	3	5
212	что они	1	5
213	во всех	1	5
214	эти три	1	5
215	то ни	3	5
216	и тем	1	5
217	лет и	1	5
218	и глубоко	1	5
219	можно только	1	5
220	в частности	1	5
221	сводится к	1	5
222	все то	1	5
223	и так	2	5
224	жизни в	1	5
225	нет ничего	2	5
226	в свою	1	5
227	и больше	1	5
228	мы имеем	2	5
229	им в	1	5
230	по преимуществу	1	5
231	что я	1	5
232	друг друга	1	5
233	он как	1	5
234	как нечто	1	5
235	место в	2	5
236	и без	1	5
237	на все	2	5
238	но уже	1	5
239	только к	1	5
240	с самого	1	5
241	она не	2	5
242	далеко не	1	5
243	только то	1	5
244	бытия и	1	5
245	и прежде	1	5
246	в области	1	5
247	и только	1	5
248	не к	3	5
249	и другие	2	4
250	ровно ничего	1	4
251	мы увидим	1	4
252	но этот	2	4
253	уже и	1	4
254	характеристики и	1	4
255	наряду с	1	4
256	с большим	1	4
257	крайней мере	1	4
258	не то	1	4
259	сам по	1	4
260	с одной	2	4
261	на этих	1	4
262	в теории	1	4
263	мы можем	2	4
264	или не	3	4
265	но для	3	4
266	и всего	1	4
267	ясно что	3	4
268	если оно	1	4
269	того в	1	4
270	на этом	1	4
271	кажется что	1	4
272	но зато	2	4
273	когда мы	1	4
274	независимо от	2	4
275	нам кажется	1	4
276	в особенности	2	4
277	не так	2	4
278	и сейчас	1	4
279	не на	1	4
280	не могут	1	4
281	с ней	1	4
282	себя и	2	4
283	по крайней	1	4
284	перед нами	1	4
285	это и	1	4
286	и более	3	4
287	вполне понятно	1	4
288	с которой	1	4
289	для нее	1	4
290	как например	1	4
291	то мы	1	4
292	и во	1	4
293	уверенность в	1	4
294	как к	3	4
295	этом отношении	1	4
296	на самом	4	4
297	себе в	1	4
298	в такой	3	4
299	уже сказали	1	4
300	в науке	1	4
301	одной стороны	2	4
302	можно найти	2	4
303	что можно	1	4
304	же самое	2	4
305	и эта	1	4
306	от него	1	3
307	здесь же	1	3
308	не как	1	3
309	не хочет	1	3
310	самом же	1	3
311	является для	2	3
312	не существует	1	3
313	и который	1	3
314	это последнее	1	3
315	только как	1	3
316	в другом	1	3
317	но то	1	3
318	во многих	1	3
319	отметить что	1	3
320	самого начала	1	3
321	свою очередь	1	3
322	не нужно	1	3
323	из трех	1	3
324	точка зрения	3	3
325	влияние на	2	3
326	первого же	1	3
327	но из	1	3
328	ним в	1	3
329	что не	4	3
330	я и	1	3
331	между ними	2	3
332	и она	1	3
333	же как	1	3
334	оно не	2	3
335	творца и	7	3
336	одно и	2	3
337	найти в	1	3
338	и др	5	3
339	его к	2	3
340	и ее	3	3
341	хорошо и	1	3
342	от нее	1	3
343	мы здесь	1	3
344	была бы	2	3
345	для них	1	3
346	себе не	1	3
347	том и	1	3
348	самом деле	3	3
349	с таким	1	3
350	как о	1	3
351	ли он	1	3
352	говорить и	1	3
353	не имеют	1	3
354	жизненный смысл	1	3
355	и вся	1	3
356	отношении к	3	3
357	в обществе	1	3
358	это же	1	3
359	общего с	2	3
360	речи с	1	3
361	это делает	1	3
362	на что	1	3
363	только его	1	3
364	ни на	2	3
365	в согласии	1	3
366	в литературе	4	3
367	в свои	1	3
368	но эта	1	3
369	в какой	2	3
370	один и	1	3
371	бы мы	3	3
372	более подробно	1	3
373	же деле	1	3
374	что является	1	3
375	быть и	3	3
376	кто не	1	3
377	к которой	1	3
378	думать что	1	3
379	всей его	1	3
380	которые в	1	3
381	как будто	1	3
382	и относительно	1	3
383	больше того	1	3
384	является в	1	2
385	в душе	2	2
386	еще раз	2	2
387	на эти	1	2
388	в момент	2	2
389	бы даже	2	2
390	случае мы	1	2
391	дело с	2	2
392	вопросу о	1	2
393	но тем	2	2
394	время не	1	2
395	потому не	1	2
396	моменты его	1	2
397	и которые	1	2
398	например в	1	2
399	в порядке	1	2
400	только для	1	2
401	если этот	1	2
402	и того	1	2
403	находит в	2	2
404	имеет в	3	2
405	но эти	1	2
406	не всегда	1	2
407	в себя	2	2
408	в изучении	1	2
409	и те	2	2
410	единство и	1	2
411	тем кто	1	2
412	нигде не	1	2
413	без того	1	2
414	в атмосфере	2	2
415	и всякого	1	2
416	бы это	1	2
417	с ее	1	2
418	не имеющих	1	2
419	все в	1	2
420	в некоторых	3	2
421	в произведении	1	2
422	она в	1	2
423	нашей работы	1	2
424	что уже	1	2
425	и совершенно	2	2
426	в ее	1	2
427	конечно на	1	2
428	рядом с	1	2
429	в двух	1	2
430	сих пор	3	2
431	в русской	1	2
432	но можно	1	2
433	то едва	1	2
434	выражение в	2	2
435	так называемую	1	2
436	не из	1	2
437	только об	1	2
438	однако эта	1	2
439	должны быть	1	2
440	содержания и	2	2
441	и является	4	2
442	и тот	1	2
443	и третье	1	2
444	он еще	1	2
445	его как	2	2
446	же мы	1	2
447	отношении он	1	2
448	на это	2	2
449	в окончательном	1	2
450	до сих	3	2
451	та же	1	2
452	должна быть	5	2
453	тогда когда	2	2
454	пор не	1	2
455	природе но	1	2
456	однако он	1	2
457	особого рода	1	2
458	он будет	1	2
459	как не	2	2
460	что чисто	1	2
461	на их	1	2
462	дальше и	1	2
463	на другие	1	2
464	все они	2	2
465	его и	1	2
