N	3gram	Tiupa_Narr	Literetu
1	в том что	11	21
2	в то же	7	21
3	то же время	7	21
4	по отношению к	5	12
5	в е годы	2	12
6	с одной стороны	5	12
7	в хх веке	1	12
8	не может быть	6	11
9	в данном случае	12	11
10	в отличие от	6	11
11	состоит в том	5	11
12	в конечном счете	4	10
13	так или иначе	1	10
14	о том что	3	10
15	в этом отношении	5	10
16	присутствия в мире	2	8
17	с точки зрения	2	8
18	с другой стороны	1	7
19	в том числе	1	6
20	к тому же	8	6
21	из того что	1	6
22	подобно тому как	4	6
23	не только в	12	6
24	едва ли не	2	6
25	с этой точки	1	5
26	тем не менее	6	5
27	еще в году	1	5
28	в соответствии с	7	5
29	в русской литературе	1	5
30	этой точки зрения	1	5
31	в связи с	3	5
32	в силу своей	1	4
33	но при этом	3	4
34	по аналогии с	1	4
35	и тем самым	6	4
36	то ни было	1	4
37	бы то ни	1	4
38	я в мире	3	4
39	тогда как в	2	4
40	и то что	1	4
41	в коммуникативном событии	2	3
42	и т п	2	3
43	одной стороны и	1	3
44	в самом деле	3	3
45	речь идет о	3	3
46	не сводится к	7	3
47	особое место в	2	3
48	в формах художественного	1	3
49	формах художественного письма	1	3
50	то же самое	3	3
51	той или иной	6	3
52	в равной степени	3	3
53	классический реализм xix	1	3
54	по этой причине	1	3
55	в свою очередь	2	3
56	по сути своей	1	3
57	в своего рода	2	3
58	на то что	2	3
59	человеческого присутствия в	1	3
60	на самом деле	1	3
61	себя в другом	1	3
62	по крайней мере	1	3
63	по большей части	5	3
64	но и не	2	3
65	а то и	1	3
66	во всяком случае	2	3
67	к себе самому	3	3
68	то что я	1	3
69	том числе и	1	3
70	сознания тогда как	1	3
71	но с другой	1	3
72	в самом начале	1	2
73	в целом как	1	2
74	дело не только	2	2
75	в первый раз	1	2
76	для того чтобы	4	2
77	сказать и о	1	2
78	и то же	2	2
79	в исторической жизни	1	2
80	в разговоре с	1	2
81	в то что	1	2
82	на мой взгляд	1	2
83	а во второй	1	2
84	а с другой	2	2
85	не могло быть	2	2
86	не только не	2	2
87	жизни не только	1	2
88	и рецептивного сознаний	1	2
89	к тому что	4	2
90	только то что	1	2
91	в этой связи	1	2
92	в значительной степени	1	2
93	не мог бы	1	2
94	в принципе не	1	2
95	мы имеем дело	4	2
96	в тексте не	1	2
97	тогда как сам	1	2
98	креативного и рецептивного	1	2
99	при всей своей	1	2
100	но и в	4	2
101	обратим внимание на	2	2
102	так и не	2	2
103	и в самом	1	2
104	в полной мере	1	2
105	самим собой но	1	2
106	в повестях белкина	1	2
107	исследования в области	1	2
108	то есть от	1	2
109	все та же	1	2
110	я не могу	1	2
111	дело в том	2	2
112	одно и то	2	2
113	дамы с собачкой	7	2
114	с действительной жизнью	1	2
115	можно было бы	1	2
116	это уже не	1	2
117	с легкой руки	1	2
118	это прежде всего	1	2
119	несет в себе	1	2
120	как и само	1	2
121	и представляет собой	2	2
122	ли не наиболее	1	2
123	на первый взгляд	1	2
124	друг для друга	2	2
125	в этой ситуации	1	2
126	и не только	1	2
127	к жизни в	1	2
128	на эту тему	1	2
129	потому что я	1	1
130	жизни а не	1	1
131	войне и мире	2	1
132	в той или	1	1
133	при этом однако	1	1
134	и пребывать самим	1	1
135	человек и как	1	1
136	по себе но	1	1
137	в той мере	1	1
138	что в ней	1	1
139	в большинстве случаев	1	1
140	том что искусство	1	1
141	на том что	1	1
142	литературная классика xix	1	1
143	образованию филолог но	1	1
144	место в этой	1	1
145	в не меньшей	1	1
146	продукт социального взаимодействия	1	1
147	однако и здесь	1	1
148	где в каждой	1	1
149	я в качестве	1	1
150	трех говорящего автора	1	1
151	по образованию филолог	1	1
152	жизни но и	1	1
153	тем более не	1	1
154	читателя и того	1	1
155	бы не было	1	1
156	студента ивана великопольского	1	1
157	не в том	1	1
158	далеко не всегда	1	1
159	того о ком	1	1
160	друг от друга	1	1
161	более или менее	2	1
162	не несет в	1	1
163	в этом втором	1	1
164	то в его	1	1
165	а в том	2	1
166	именно в этом	1	1
167	что ведет к	1	1
168	начало и конец	3	1
169	и не слышат	1	1
170	героя при этом	1	1
171	до сих пор	3	1
172	потому что в	1	1
173	как будет сказано	1	1
174	а также в	1	1
175	может быть не	2	1
176	от окружающего мира	1	1
177	в этом и	3	1
178	иметь в виду	1	1
179	и продукт социального	1	1
180	собственно говоря и	2	1
181	в зависимости от	3	1
182	или о чем	1	1
183	социального взаимодействия трех	1	1
184	первого и второго	1	1
185	отношения к себе	1	1
186	о чем говорят	1	1
187	и в то	2	1
188	человеческого я в	2	1
189	выражение и продукт	1	1
190	но и с	1	1
191	так сказать изнутри	1	1
192	в финале рассказа	1	1
193	и рецептивного сознания	1	1
194	к чужому я	1	1
195	в одну из	1	1
196	а за ними	1	1
197	не только на	2	1
198	но и от	2	1
199	или иначе в	1	1
200	и того же	2	1
201	в первой главе	1	1
202	или иной природы	1	1
203	и т.п и	2	1
204	в частности в	2	1
205	по сути дела	2	1
206	как раз и	1	1
207	в конечном итоге	1	1
208	служит в банке	1	1
209	себя со стороны	1	1
210	двумя или несколькими	2	1
211	и того о	1	1
212	но все же	1	1
213	уже шла речь	1	1
214	здесь всего лишь	1	1
215	не случайно в	1	1
216	одного и того	2	1
217	в области поэтики	1	1
218	это могло бы	1	1
219	имея в виду	1	1
220	всякое коммуникативное событие	1	1
221	не меньшей степени	1	1
222	знакомых и друзей	1	1
223	слово есть выражение	1	1
224	пока еще не	1	1
225	филолог но служит	1	1
226	человеку и к	1	1
227	тогда как для	1	1
228	в ней есть	1	1
229	а не в	1	1
230	и второго лица	1	1
231	в этом последнем	2	1
232	и потому не	1	1
233	организатор коммуникативного события	1	1
234	а также и	1	1
235	может быть только	1	1
236	xx века в	1	1
237	в нашем случае	1	1
238	в ответ на	3	1
