N	3gram	Vygotskiy_	KulturaY
1	для того чтобы	24	38
2	с точки зрения	31	36
3	в том что	24	33
4	в самом деле	4	29
5	можно было бы	5	25
6	тем не менее	4	19
7	во всяком случае	1	19
8	с другой стороны	3	17
9	в зависимости от	6	16
10	до сих пор	6	14
11	в том чтобы	1	14
12	по отношению к	9	13
13	только потому что	3	13
14	не может быть	6	11
15	в этом отношении	7	11
16	в этом смысле	2	10
17	о том что	4	10
18	вместе с тем	6	9
19	само по себе	1	8
20	на самом деле	2	8
21	не только в	2	8
22	в этом случае	15	8
23	тех пор пока	1	7
24	мере в какой	2	7
25	в той мере	2	7
26	той мере в	2	7
27	до тех пор	1	7
28	в свою очередь	3	7
29	только в том	2	7
30	с одной стороны	7	7
31	после того как	1	7
32	в отличие от	4	6
33	к тому же	1	6
34	то же время	1	6
35	только тогда когда	1	6
36	той или иной	2	6
37	этой точки зрения	4	6
38	в то же	2	6
39	в первую очередь	3	6
40	с этой точки	4	5
41	так и в	1	5
42	потому что он	4	5
43	речь идет о	1	5
44	в соответствии с	1	5
45	в данном случае	5	5
46	и в этом	2	5
47	но все же	1	5
48	не потому что	1	5
49	тем более что	1	5
50	на этот вопрос	1	5
51	как мы видели	7	5
52	в структуре слова	1	4
53	в конечном счете	2	4
54	потому что как	1	4
55	что все эти	1	4
56	сам по себе	2	4
57	том что он	2	4
58	в первом случае	5	4
59	смысле этого слова	4	4
60	и того же	3	4
61	но также и	1	4
62	к тому что	10	4
63	состоит в том	3	4
64	одного и того	3	4
65	в том и	3	4
66	на то что	5	4
67	бы сказать что	4	4
68	заключается в том	9	4
69	точно так же	3	4
70	письменной речи в	1	4
71	зависимости от того	1	4
72	так же как	13	4
73	в этой области	2	4
74	о том как	1	3
75	в той же	2	3
76	и тогда когда	2	3
77	но для того	1	3
78	силу того что	6	3
79	нужно было бы	2	3
80	в конце концов	1	3
81	вместо того чтобы	2	3
82	и вместе с	2	3
83	потому что не	1	3
84	как раз и	1	3
85	с тем что	1	3
86	в известном смысле	2	3
87	что целый ряд	1	3
88	сама по себе	1	3
89	не только для	1	3
90	то тем самым	1	3
91	в силу того	6	3
92	от того что	2	3
93	легко убедиться что	1	3
94	в том смысле	2	3
95	ни в какой	2	3
96	ясно что в	1	3
97	в настоящее время	1	3
98	в то время	8	3
99	в лучшем случае	3	3
100	что и в	1	3
101	именно в силу	3	3
102	в письменной речи	7	3
103	не могут быть	3	3
104	тем что она	1	3
105	в какой мере	2	3
106	но с другой	1	3
